panel,method,line_index,line_mean,line_max,tokens
a,raw,510,0.09336991608142853,0.71875,512
a,raw,511,0.04426410049200058,0.45703125,512
a,raw,512,0.06782591342926025,0.5546875,512
a,raw,513,0.06051602587103844,0.78125,512
a,raw,514,0.24307087063789368,1.3828125,512
a,raw,515,0.31314730644226074,0.7265625,512
a,raw,516,0.07239006459712982,0.5703125,512
a,raw,517,0.077487051486969,1.0625,512
a,raw,518,0.05849289149045944,1.265625,512
a,raw,519,0.27888223528862,1.2109375,512
a,raw,520,0.270715594291687,1.6640625,512
a,raw,521,0.3341296911239624,1.15625,512
a,raw,522,0.06779323518276215,0.9921875,512
a,raw,523,0.06429791450500488,0.5390625,512
a,raw,524,0.07856820523738861,0.6015625,512
a,raw,525,0.18160730600357056,2.84375,512
a,raw,526,0.06204801797866821,0.734375,512
a,raw,527,0.20270943641662598,1.25,512
a,raw,528,0.07018132507801056,0.6015625,512
a,raw,529,0.14114776253700256,0.9453125,512
a,raw,530,0.06440635025501251,0.89453125,512
a,raw,531,0.08173678815364838,0.82421875,512
a,raw,532,0.03697574883699417,0.34765625,512
a,raw,533,0.04338257387280464,0.2890625,512
a,raw,534,0.05003267154097557,1.0390625,512
a,raw,535,0.6784761548042297,4.25,512
a,raw,536,0.047549452632665634,0.859375,512
a,raw,537,0.07238800823688507,0.6015625,512
a,raw,538,0.05198987200856209,0.435546875,512
a,raw,539,0.34608978033065796,1.1640625,512
a,raw,540,0.5116032958030701,1.75,512
a,raw,541,0.07132835686206818,0.8828125,512
a,raw,542,0.07594773173332214,1.546875,512
a,raw,543,0.07810460031032562,0.84375,512
a,raw,544,0.08601991832256317,0.52734375,512
a,raw,545,0.06351273506879807,0.66796875,512
a,raw,546,0.0609201043844223,0.40234375,512
a,raw,547,0.19544535875320435,1.0703125,512
a,raw,548,0.050819724798202515,0.75,512
a,raw,549,0.08206257969141006,1.4609375,512
a,raw,550,0.06457345187664032,0.6484375,512
a,raw,551,0.11861447989940643,0.515625,512
a,raw,552,0.07196369767189026,1.0078125,512
a,raw,553,0.06867549568414688,0.859375,512
a,raw,554,0.04552387818694115,0.408203125,512
a,raw,555,0.039537422358989716,0.484375,512
a,raw,556,0.0702449381351471,0.75390625,512
a,raw,557,0.054433852434158325,1.4375,512
a,raw,558,0.2613487243652344,1.7421875,512
a,raw,559,0.09494531154632568,1.625,512
a,raw,560,0.061536408960819244,1.109375,512
a,raw,561,0.06253550946712494,0.67578125,512
a,raw,562,0.06738893687725067,0.8515625,512
a,raw,563,0.9607490301132202,9.25,512
a,raw,564,0.16740833222866058,2.203125,512
a,raw,565,0.06011471152305603,0.63671875,512
a,raw,566,0.08834262192249298,1.015625,512
a,raw,567,0.04818211495876312,0.369140625,512
a,raw,568,0.06817024946212769,0.59375,512
a,raw,569,0.2049754112958908,0.8203125,512
a,raw,570,0.0579662099480629,0.54296875,512
a,raw,571,0.09877807646989822,1.453125,512
a,raw,572,0.06519211828708649,1.109375,512
a,raw,573,0.058757830411195755,0.458984375,512
a,raw,574,0.05804005637764931,3.203125,512
a,raw,575,0.07241784781217575,1.03125,512
a,raw,576,0.15433639287948608,5.65625,512
a,raw,577,0.06992895156145096,0.734375,512
a,raw,578,0.277450293302536,1.265625,512
a,raw,579,0.0600760243833065,0.78515625,512
a,raw,580,0.10645133256912231,0.5546875,512
a,raw,581,0.060354918241500854,0.890625,512
a,raw,582,0.08439116179943085,0.326171875,512
a,raw,583,0.5438315868377686,2.859375,512
a,raw,584,0.0485554076731205,0.47265625,512
a,raw,585,0.33811378479003906,1.140625,512
a,raw,586,0.04278752580285072,0.51953125,512
a,raw,587,0.06197718158364296,0.82421875,512
a,raw,588,0.06334103643894196,0.6875,512
a,raw,589,0.047424498945474625,0.67578125,512
