metric,model,method,baseline,backend,mode,phase,batch,tokens,k,unit,formula,source_commit,source_run,source_file,source_key,numerator,denominator,session,statistic,value
prefill_throughput,8b,fp16,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,0,pooled median of 150 samples,6418.427125065233
prefill_throughput,8b,fp16,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,1,session median,6419.61000720922
prefill_throughput,8b,fp16,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,2,session median,6422.4170412694675
prefill_throughput,8b,fp16,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,3,session median,6404.612104635253
prefill_throughput,8b,hadamard,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,0,pooled median of 150 samples,9555.995565074365
prefill_throughput,8b,hadamard,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,1,session median,9561.347205494982
prefill_throughput,8b,hadamard,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,2,session median,9538.299085143151
prefill_throughput,8b,hadamard,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,3,session median,9566.438023714938
prefill_speedup,8b,hadamard,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9555.995565074365,6418.427125065233,0,ratio of pooled medians (150 samples per method),1.4888375888473213
prefill_speedup,8b,hadamard,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9555.995565074365,6418.427125065233,1,paired session ratio,1.4893968940103202
prefill_speedup,8b,hadamard,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9555.995565074365,6418.427125065233,2,paired session ratio,1.4851572272325986
prefill_speedup,8b,hadamard,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_hadamard_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9555.995565074365,6418.427125065233,3,paired session ratio,1.493679533970739
prefill_throughput,8b,nar,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,0,pooled median of 150 samples,9661.750294019688
prefill_throughput,8b,nar,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,1,session median,9656.45212166861
prefill_throughput,8b,nar,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,2,session median,9670.849249248102
prefill_throughput,8b,nar,,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,input tokens/s,median(batch * 2048 / elapsed_s),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",null,null,3,session median,9652.56640166723
prefill_speedup,8b,nar,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9661.750294019688,6418.427125065233,0,ratio of pooled medians (150 samples per method),1.5053143247959666
prefill_speedup,8b,nar,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9661.750294019688,6418.427125065233,1,paired session ratio,1.5042116438264033
prefill_speedup,8b,nar,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9661.750294019688,6418.427125065233,2,paired session ratio,1.5057959000645251
prefill_speedup,8b,nar,fp16,original binary; uniform0..255 cohort,eager_sequence,prefill16,16,2048,8,ratio,throughput_method / throughput_FP16,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_nar_eager_sequence_prefill16_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_runs/8b_fp16_eager_sequence_prefill16_s3.json""]","[""/samples/*/prefill_tokens_per_second"", ""/summary/median"", ""/samples/*/prefill_tokens_per_second"", ""/summary/median""]",9661.750294019688,6418.427125065233,3,paired session ratio,1.5071274019360696
decode_latency,3b,fp16,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,0,pooled median of 150 samples,21.855790088496484
decode_latency,3b,fp16,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,1,session median,21.974330771869667
decode_latency,3b,fp16,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,2,session median,22.016739594982937
decode_latency,3b,fp16,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,3,session median,20.95336141258789
decode_speedup,3b,fp16,fp16,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ratio,latency_FP16 / latency_method,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median"", ""/samples/*/ms_per_token"", ""/summary/median""]",21.855790088496484,21.855790088496484,0,ratio of pooled medians (150 samples per method),1.0
decode_speedup,3b,fp16,fp16,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ratio,latency_FP16 / latency_method,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median"", ""/samples/*/ms_per_token"", ""/summary/median""]",21.855790088496484,21.855790088496484,1,paired session ratio,1.0
decode_speedup,3b,fp16,fp16,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ratio,latency_FP16 / latency_method,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median"", ""/samples/*/ms_per_token"", ""/summary/median""]",21.855790088496484,21.855790088496484,2,paired session ratio,1.0
decode_speedup,3b,fp16,fp16,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ratio,latency_FP16 / latency_method,6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_fp16_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median"", ""/samples/*/ms_per_token"", ""/summary/median""]",21.855790088496484,21.855790088496484,3,paired session ratio,1.0
decode_latency,3b,hadamard,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,0,pooled median of 150 samples,42.826314247213304
decode_latency,3b,hadamard,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,1,session median,43.045967927901074
decode_latency,3b,hadamard,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,2,session median,43.10472506137255
decode_latency,3b,hadamard,,private current-stream; uniform0..255 cohort,eager_sequence,decode,1,1,8,ms/token,median(elapsed_s * 1000 / 120),6747960b96b0b03e626e98eaeeccf0d1abc34e79,results/e28_v2/20260912_a40_v2_full_int4,"[""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s1.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s2.json"", ""results/e28_v2/20260912_a40_v2_full_int4/raw_graph_runs/3b_hadamard_eager_sequence_decode_s3.json""]","[""/samples/*/ms_per_token"", ""/summary/median""]",null,null,3,session median,42.20601552903342
