model,source_family,source_artifact,site,layer,group_size,configuration,method,absorbed_energy_fraction,sqrt_one_minus_f,range_ratio_vs_hadamard,range_ratio_definition
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k17,nar,0.3654870193216223,0.796563230809945,0.7899550728344924,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k18,nar,0.3721792417532987,0.7923514108315207,0.7861050557627874,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k19,nar,0.3784088048674931,0.7884105498612426,0.7827001500147102,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k20,nar,0.3842932892310113,0.7846698100277522,0.7790854068594486,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k21,nar,0.3896237370267299,0.7812658081429585,0.7763438367172535,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k22,nar,0.3947521557888003,0.7779767632848681,0.7739696889506673,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k23,nar,0.3995203032155469,0.7749062503196454,0.7711325525741196,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,10,128,nar_k24,nar,0.4040534891453816,0.7719757190835851,0.7687750682040545,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k0,nar,0.0,1.0,0.9611605903789768,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k1,nar,0.179137273958843,0.9060147493507802,0.8843736296219696,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k2,nar,0.2037657369345942,0.8923195969300494,0.8741611884064617,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k3,nar,0.2239464705228532,0.8809390044022042,0.8657228303577483,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k4,nar,0.2389618178520955,0.87237502379877,0.8580874924941697,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k5,nar,0.2523145019898251,0.8646880929041262,0.8521159978205655,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k6,nar,0.2640004776399004,0.8579041452051036,0.8465040025403974,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k7,nar,0.2750104366693103,0.8514631896510205,0.8416411269257241,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k8,nar,0.2847300322055798,0.8457363465019226,0.8369123319023274,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k9,nar,0.2932821199998378,0.8406651414208646,0.8325773033448078,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k10,nar,0.3010485067343062,0.8360331890934077,0.8283748310426019,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k11,nar,0.3085280859387425,0.8315479024453477,0.824662951026622,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k12,nar,0.3154912821291682,0.8273504202397143,0.8216491559081067,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k13,nar,0.3221654832144242,0.8233070610565513,0.8178931920960864,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k14,nar,0.3286497546908238,0.8193596556513972,0.8145201414778889,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k15,nar,0.3349554561539479,0.8155026326420118,0.8107785673973561,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k16,nar,0.3408976554554455,0.8118511837427809,0.8078006856341214,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k17,nar,0.346206572729886,0.8085749360882478,0.8051323050447472,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k18,nar,0.3512144009967143,0.805472283199916,0.8023633792552753,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k19,nar,0.3561398224052396,0.8024089839942972,0.799733229011845,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k20,nar,0.3609520775556004,0.7994047300613123,0.7967093732759761,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k21,nar,0.3654578330091635,0.7965815507472142,0.7942795207780406,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k22,nar,0.3697524167123694,0.7938813408108485,0.7920897207075066,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k23,nar,0.3739581248527375,0.7912280803581623,0.7896694410394167,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,11,128,nar_k24,nar,0.3778772178410329,0.7887476035836604,0.7869510012570284,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k0,nar,0.0,1.0,0.9348826710242449,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k1,nar,0.1432426651256236,0.9256118705345002,0.8815313541429937,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k2,nar,0.1704220400490856,0.910811703894342,0.8714831130750103,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k3,nar,0.1928196793783549,0.8984321458082658,0.8635717534479664,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k4,nar,0.2132837472771448,0.8869702659744887,0.8555974303133266,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k5,nar,0.2313999869424158,0.8766983592191696,0.849084840214027,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k6,nar,0.2492602374659291,0.8664524006164855,0.8423985647177608,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k7,nar,0.2660717598262268,0.8566961189206901,0.8354609454302321,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k8,nar,0.2806212351622046,0.848161992096908,0.8288564102412339,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k9,nar,0.2946751631530426,0.8398361964377086,0.8231603558081081,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k10,nar,0.3074451447079498,0.8321988075526485,0.8170940208444927,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k11,nar,0.3192435849419746,0.8250796416455962,0.8118999906830338,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k12,nar,0.3307449817147468,0.8180800806065707,0.8069143421788048,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k13,nar,0.3414196825508858,0.8115296158792445,0.8009354111767064,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k14,nar,0.3513055861948574,0.8054156776504555,0.7968382930786981,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k15,nar,0.360244298772356,0.799847298693722,0.7921009269310025,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k16,nar,0.3688174388459627,0.7944699875728707,0.7877363414854919,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k17,nar,0.3772675756347312,0.7891339711134407,0.7830643369692634,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k18,nar,0.3846824271091257,0.7844218080158623,0.7791483027354837,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k19,nar,0.3915881754413221,0.7800075798084771,0.7758524131300037,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k20,nar,0.3984136125391466,0.7756200019731656,0.7717218743695358,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k21,nar,0.4046724115872209,0.7715747458365775,0.7683445506002606,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k22,nar,0.4106251470863897,0.7677075308433611,0.7654736901830095,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k23,nar,0.4165670870072579,0.763827803233649,0.7615202043977102,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,12,128,nar_k24,nar,0.421825678164932,0.7603777494344952,0.7586401596762717,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k0,nar,0.0,1.0,0.9371193209583325,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k1,nar,0.1530869716936643,0.9202787774942632,0.8767610766082128,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k2,nar,0.177276693058573,0.907040962107791,0.8676786855071632,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k3,nar,0.1985575526905186,0.8952331804113839,0.8597233994967177,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k4,nar,0.2177957972145747,0.8844230903732813,0.8518367757486496,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k5,nar,0.234805984109862,0.8747536886976459,0.8451724205776384,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k6,nar,0.2513537112630605,0.8652434852323012,0.8381247011083535,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k7,nar,0.2664971556051811,0.8564478059956828,0.8325231052528237,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k8,nar,0.280841019055184,0.8480324173902882,0.8253125136772416,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k9,nar,0.2937688564203477,0.8403755967302075,0.8197164891017732,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k10,nar,0.3059968002523967,0.8330685444473361,0.8140589796787812,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k11,nar,0.3176692953261592,0.8260331135456016,0.809254378022294,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k12,nar,0.3289222129077813,0.8191933758839964,0.8038870770796133,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k13,nar,0.3392201358250101,0.8128836719820308,0.7991530449705696,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k14,nar,0.3493103143663776,0.8066533863027059,0.7937636094827805,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k15,nar,0.3585367241084654,0.8009140252808254,0.7893524104670199,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k16,nar,0.3673375703444394,0.7954007981235376,0.7845580479198346,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k17,nar,0.3754860407833758,0.7902619560731898,0.780529309751527,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k18,nar,0.3832048481888719,0.785363070058128,0.7759015334973465,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k19,nar,0.3903949024099166,0.7807721162990411,0.7723566936269776,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k20,nar,0.3971765410491699,0.7764170650821826,0.7687840475480144,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k21,nar,0.4035255507101623,0.7723175831805448,0.7652330340970371,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k22,nar,0.4097359488058324,0.768286438246939,0.7615467037897955,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k23,nar,0.4155898453609708,0.7644672358178795,0.7588205409381675,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,13,128,nar_k24,nar,0.421201459823093,0.7607881046499787,0.7554463026977845,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k0,nar,0.0,1.0,0.9446333236428426,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k1,nar,0.1409998963601106,0.9268225847700784,0.889718765651005,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k2,nar,0.16340589368009,0.9146551843836616,0.8812863661276475,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k3,nar,0.1825990581247263,0.9041022850735826,0.8731372592678777,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k4,nar,0.2004289275120035,0.8941873810829565,0.8656893801525161,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k5,nar,0.2150503789733043,0.8859738263778991,0.8598653638549295,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k6,nar,0.22938574886358,0.8778463710333488,0.854321974551956,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k7,nar,0.24267349629214,0.8702450825531046,0.8493602760336811,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k8,nar,0.2546072090397365,0.8633613327919334,0.8433314736372134,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k9,nar,0.2661031468603364,0.8566778000740206,0.8376737741764416,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k10,nar,0.2774930299875827,0.850004099997416,0.833055790151848,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k11,nar,0.2880215017672297,0.8437881832739603,0.8285208600096237,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k12,nar,0.2980958064560815,0.8377972269850972,0.8243409865212278,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k13,nar,0.3077795752286971,0.8319978514222875,0.8188710337851068,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k14,nar,0.3172669779690408,0.8262766014059452,0.814525679748202,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k15,nar,0.3257920023501964,0.8211016975075642,0.8098878861443649,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k16,nar,0.3338514687720865,0.8161792273930484,0.8063551952686153,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k17,nar,0.3417476682811505,0.8113275119942929,0.8024393275447548,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k18,nar,0.3493998094238424,0.8065979113388266,0.7989015666711513,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k19,nar,0.3567169169527586,0.8020493021300134,0.7944555966974557,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k20,nar,0.3634472530240831,0.7978425577618161,0.7909651383811487,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k21,nar,0.3695447450520571,0.7940121251894979,0.7881143360827357,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k22,nar,0.3754213423058734,0.7903028898429555,0.7847883129545554,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k23,nar,0.3810711197131964,0.7867203316851571,0.7816358196498273,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,14,128,nar_k24,nar,0.3865071444353398,0.7832578474325426,0.7787945301308927,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k0,nar,0.0,1.0,0.9384420545696243,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k1,nar,0.1366084403805179,0.9291886566351756,0.8857080261156862,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k2,nar,0.1609481496545696,0.9159977349019104,0.8762812222512824,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k3,nar,0.1803501057270835,0.9053451796264872,0.8688428136403634,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k4,nar,0.198821578510269,0.8950857062257954,0.8606857670631709,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k5,nar,0.2148943193868985,0.8860618943466091,0.8551328193558233,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k6,nar,0.2302874044137465,0.8773326595917044,0.849194568751134,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k7,nar,0.2447569601013564,0.8690472023421072,0.843540088523541,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k8,nar,0.2582583775862135,0.8612442292484673,0.8375192300991254,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k9,nar,0.2706289780804462,0.8540322136310513,0.8320950504598602,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
llama32_3b,E1c activations,results/llama32_3b/e1c_range_vs_k.csv,q_input,15,128,nar_k10,nar,0.2826603045737212,0.8469590872210291,0.8267798130119433,"mean_group_range / paired Hadamard mean_group_range at identical model, site, layer, and group_size"
