record_type,model,site,layer,method,token,group,relative_channel,signed_value,group_mean,group_range,ecdf_probability,source
activation,llama32_3b,down_input,1,identity,54,11,23.0,-0.01531982421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,24.0,0.06884765625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,25.0,-0.01373291015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,26.0,5.7220458984375e-05,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,27.0,-0.015380859375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,28.0,0.002532958984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,29.0,-0.048828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,30.0,-0.0211181640625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,31.0,0.0218505859375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,32.0,4.9114227294921875e-05,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,33.0,-0.012451171875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,34.0,-0.04052734375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,35.0,-0.01025390625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,36.0,-0.00010967254638671875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,37.0,-0.0120849609375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,38.0,0.01348876953125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,39.0,-0.000438690185546875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,40.0,-0.0012969970703125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,41.0,5.888938903808594e-05,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,42.0,0.00066375732421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,43.0,-0.0034332275390625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,44.0,-0.0020904541015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,45.0,-0.0274658203125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,46.0,-0.00860595703125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,47.0,-0.003936767578125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,48.0,-0.00048828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,49.0,0.031982421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,50.0,0.000141143798828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,51.0,-0.017333984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,52.0,0.0159912109375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,53.0,0.000827789306640625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,54.0,0.0003871917724609375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,55.0,0.00115203857421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,56.0,-0.02099609375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,57.0,0.00186920166015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,58.0,0.0024261474609375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,59.0,0.05029296875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,60.0,0.005035400390625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,61.0,0.018798828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,62.0,-0.048583984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,63.0,-0.0242919921875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,64.0,-0.002227783203125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,65.0,-0.00567626953125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,66.0,0.0458984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,67.0,0.031982421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,68.0,-0.0029754638671875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,69.0,0.003662109375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,70.0,-0.00201416015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,71.0,0.0047607421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,72.0,-0.0014190673828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,73.0,-0.0303955078125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,74.0,0.00177001953125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,75.0,0.00347900390625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,76.0,-0.01043701171875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,77.0,-0.01556396484375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,78.0,-0.006683349609375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,79.0,-0.002166748046875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,80.0,0.010009765625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,81.0,0.023193359375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,82.0,0.0166015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,83.0,0.0045166015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,84.0,-0.0181884765625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,85.0,0.034912109375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,86.0,0.00665283203125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,87.0,0.010498046875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,88.0,-0.0086669921875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,89.0,-0.00164031982421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,90.0,0.039794921875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,91.0,0.00115203857421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,92.0,-0.040771484375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,93.0,0.00811767578125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,94.0,0.00156402587890625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,95.0,0.00189971923828125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,96.0,0.0301513671875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,97.0,0.00543212890625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,98.0,-0.0026397705078125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,99.0,0.0031585693359375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,100.0,0.0308837890625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,101.0,-0.00174713134765625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,102.0,0.0019683837890625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,103.0,-0.0203857421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,104.0,0.00982666015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,105.0,-0.0189208984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,106.0,0.01025390625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,107.0,0.0135498046875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,108.0,-0.002685546875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,109.0,0.0216064453125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,110.0,-0.000530242919921875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,111.0,0.01544189453125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,112.0,-0.0216064453125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,113.0,-0.0184326171875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,114.0,-0.0013580322265625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,115.0,0.01092529296875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,116.0,0.04931640625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,117.0,-0.01611328125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,118.0,-0.0125732421875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,119.0,-0.0020751953125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,120.0,0.01416015625,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,121.0,0.00147247314453125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,122.0,0.0011444091796875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,123.0,0.0021820068359375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,124.0,-0.0264892578125,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,125.0,-0.00408935546875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,126.0,-0.017333984375,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,54,11,127.0,0.00848388671875,0.0021179933100938797,0.1796875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,0.0,-0.0103759765625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,1.0,-0.003814697265625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,2.0,0.000385284423828125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,3.0,-0.0005645751953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,4.0,-0.0135498046875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,5.0,0.00616455078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,6.0,0.0712890625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,7.0,0.005462646484375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,8.0,0.00567626953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,9.0,-0.00054168701171875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,10.0,-0.0133056640625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,11.0,0.1435546875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,12.0,0.0079345703125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,13.0,-0.004150390625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,14.0,7.963180541992188e-05,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,15.0,0.0037078857421875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,16.0,-0.0164794921875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,17.0,0.042236328125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,18.0,0.006011962890625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,19.0,-0.0189208984375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,20.0,0.01519775390625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,21.0,-0.00072479248046875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,22.0,0.0022125244140625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,23.0,0.0002651214599609375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,24.0,0.0035858154296875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,25.0,0.0034637451171875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,26.0,0.02099609375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,27.0,-3.886222839355469e-05,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,28.0,-0.0054931640625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,29.0,0.002960205078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,30.0,0.02978515625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,31.0,-0.012451171875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,32.0,0.0098876953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,33.0,-0.005615234375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,34.0,0.006103515625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,35.0,-0.00726318359375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,36.0,-0.0174560546875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,37.0,-0.0004024505615234375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,38.0,0.0031280517578125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,39.0,-0.00830078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,40.0,0.006378173828125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,41.0,-0.00095367431640625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,42.0,-0.01055908203125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,43.0,0.00811767578125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,44.0,0.078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,45.0,-0.0120849609375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,46.0,0.019287109375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,47.0,-0.036865234375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,48.0,0.0177001953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,49.0,0.00160980224609375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,50.0,-0.024169921875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,51.0,0.00095367431640625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,52.0,-0.00799560546875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,53.0,0.0034942626953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,54.0,0.0032958984375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,55.0,-0.0008544921875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,56.0,-0.0018157958984375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,57.0,-0.01007080078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,58.0,0.0031890869140625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,59.0,-0.02197265625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,60.0,0.01031494140625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,61.0,0.004302978515625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,62.0,0.03662109375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,63.0,-0.0113525390625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,64.0,0.00927734375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,65.0,0.00927734375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,66.0,0.0031890869140625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,67.0,0.000644683837890625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,68.0,0.00604248046875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,69.0,-0.0145263671875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,70.0,0.00750732421875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,71.0,-0.0024871826171875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,72.0,-0.026123046875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,73.0,0.00058746337890625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,74.0,-0.0004062652587890625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,75.0,0.00061798095703125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,76.0,-0.01470947265625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,77.0,0.00567626953125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,78.0,-0.0205078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,79.0,0.00124359130859375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,80.0,-0.002044677734375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,81.0,0.034423828125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,82.0,0.01055908203125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,83.0,-0.005157470703125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,84.0,-0.01019287109375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,85.0,0.029296875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,86.0,-0.017822265625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,87.0,-0.01043701171875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,88.0,-0.0004177093505859375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,89.0,0.0032196044921875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,90.0,0.0233154296875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,91.0,0.00286865234375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,92.0,-0.0033416748046875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,93.0,-0.00022792816162109375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,94.0,-0.0032501220703125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,95.0,0.00023937225341796875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,96.0,0.01129150390625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,97.0,-0.0027313232421875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,98.0,-0.0174560546875,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,99.0,-0.019775390625,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,100.0,0.0020599365234375,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
activation,llama32_3b,down_input,1,identity,55,11,101.0,-0.07080078125,0.0008945446461439133,0.21435546875,,frozen E1c wide_cal_a
