rotation,chunks,reference_ppl,rotation_only_ppl,mean_nll_delta,max_abs_nll_delta,ppl_abs_difference,min_layer_top8_agreement,min_layer_argmax_agreement,mean_layer_top8_agreement,tie_gap,max_tie_share,min_layer_nontie_top8_agreement,min_layer_nontie_argmax_agreement,max_flip_gap,flips_above_tie_gap,raw_gate_passed,passed
null,64,5.967954867645835,5.9679582803147415,5.718320608139038e-07,0.00031054019927978516,3.4126689065772098e-06,0.998931884765625,0.9997711181640625,0.9996757507324219,0.001,0.0129852294921875,0.999221682548523,0.9997690916061401,0.378070592880249,1455,False,True
