layer,expert,routed_tokens,share_of_tokens
24,17,819,0.003124237060546875
24,18,1810,0.00690460205078125
24,19,112,0.00042724609375
24,20,1259,0.004802703857421875
24,21,15962,0.06089019775390625
24,22,9379,0.035778045654296875
24,23,7728,0.02947998046875
24,24,10103,0.038539886474609375
24,25,23963,0.09141159057617188
24,26,26651,0.10166549682617188
24,27,54751,0.20885848999023438
24,28,284,0.0010833740234375
24,29,122,0.00046539306640625
24,30,27186,0.10370635986328125
24,31,18,6.866455078125e-05
24,32,46400,0.177001953125
24,33,182,0.00069427490234375
24,34,191200,0.7293701171875
24,35,4575,0.017452239990234375
24,36,21131,0.08060836791992188
24,37,1641,0.006259918212890625
24,38,26386,0.10065460205078125
24,39,8039,0.030666351318359375
24,40,29516,0.1125946044921875
24,41,1385,0.005283355712890625
24,42,45826,0.17481231689453125
24,43,19199,0.07323837280273438
24,44,4284,0.0163421630859375
24,45,720,0.00274658203125
24,46,106549,0.4064521789550781
24,47,1581,0.006031036376953125
24,48,1,3.814697265625e-06
24,49,6474,0.02469635009765625
24,50,2591,0.009883880615234375
24,51,1038,0.00395965576171875
24,52,29145,0.11117935180664062
24,53,37650,0.14362335205078125
24,54,371,0.001415252685546875
24,55,322,0.00122833251953125
24,56,4447,0.016963958740234375
24,57,454,0.00173187255859375
24,58,11085,0.042285919189453125
24,59,284,0.0010833740234375
24,60,3297,0.012577056884765625
24,61,59748,0.2279205322265625
24,62,1683,0.006420135498046875
24,63,29953,0.11426162719726562
24,64,18199,0.06942367553710938
24,65,18951,0.07229232788085938
24,66,6899,0.026317596435546875
24,67,9925,0.037860870361328125
24,68,33710,0.12859344482421875
24,69,26877,0.10252761840820312
24,70,104,0.000396728515625
24,71,10527,0.040157318115234375
24,72,8,3.0517578125e-05
24,73,32250,0.12302398681640625
24,74,12543,0.047847747802734375
24,75,66270,0.25279998779296875
24,76,14834,0.05658721923828125
24,77,580,0.0022125244140625
24,78,437,0.001667022705078125
24,79,18988,0.0724334716796875
24,80,29193,0.11136245727539062
24,81,5,1.9073486328125e-05
24,82,21,8.0108642578125e-05
24,83,1130,0.00431060791015625
24,84,35,0.000133514404296875
24,85,4369,0.016666412353515625
24,86,2,7.62939453125e-06
24,87,76696,0.292572021484375
24,88,0,0.0
24,89,2111,0.008052825927734375
24,90,9751,0.037197113037109375
24,91,2118,0.00807952880859375
24,92,15950,0.06084442138671875
24,93,455,0.001735687255859375
24,94,3014,0.01149749755859375
24,95,8468,0.0323028564453125
24,96,18444,0.0703582763671875
24,97,22641,0.08636856079101562
24,98,8,3.0517578125e-05
24,99,27762,0.10590362548828125
24,100,25252,0.0963287353515625
24,101,9128,0.034820556640625
24,102,37455,0.14287948608398438
24,103,21114,0.08054351806640625
24,104,0,0.0
24,105,5148,0.0196380615234375
24,106,140,0.0005340576171875
24,107,18966,0.07234954833984375
24,108,1347,0.005138397216796875
24,109,385,0.001468658447265625
24,110,2721,0.010379791259765625
24,111,3614,0.01378631591796875
24,112,11805,0.045032501220703125
24,113,96,0.0003662109375
24,114,27301,0.10414505004882812
24,115,25096,0.095733642578125
24,116,6160,0.02349853515625
24,117,11439,0.043636322021484375
24,118,24558,0.09368133544921875
24,119,56,0.000213623046875
24,120,17535,0.06689071655273438
24,121,21934,0.08367156982421875
24,122,359,0.001369476318359375
24,123,14917,0.056903839111328125
24,124,9455,0.036067962646484375
24,125,1760,0.0067138671875
24,126,4163,0.015880584716796875
24,127,53448,0.203887939453125
25,0,9797,0.037372589111328125
25,1,5518,0.02104949951171875
25,2,49014,0.18697357177734375
25,3,0,0.0
25,4,12827,0.048931121826171875
25,5,14,5.340576171875e-05
25,6,33419,0.12748336791992188
25,7,6,2.288818359375e-05
25,8,12661,0.048297882080078125
25,9,12,4.57763671875e-05
25,10,100769,0.3844032287597656
25,11,368,0.00140380859375
25,12,18985,0.07242202758789062
25,13,1612,0.0061492919921875
25,14,48,0.00018310546875
25,15,26491,0.10105514526367188
25,16,18925,0.07219314575195312
25,17,25,9.5367431640625e-05
25,18,27886,0.10637664794921875
25,19,6275,0.023937225341796875
25,20,15072,0.0574951171875
25,21,30085,0.11476516723632812
25,22,0,0.0
25,23,7224,0.027557373046875
25,24,27159,0.10360336303710938
25,25,3208,0.012237548828125
25,26,14123,0.053874969482421875
25,27,3032,0.011566162109375
25,28,27053,0.10319900512695312
25,29,2131,0.008129119873046875
25,30,74,0.00028228759765625
25,31,5220,0.0199127197265625
25,32,5829,0.022235870361328125
25,33,8557,0.032642364501953125
25,34,1609,0.006137847900390625
25,35,992,0.0037841796875
25,36,15964,0.0608978271484375
25,37,65,0.000247955322265625
25,38,5621,0.021442413330078125
25,39,23,8.7738037109375e-05
25,40,82390,0.31429290771484375
25,41,22784,0.0869140625
25,42,5593,0.021335601806640625
25,43,320,0.001220703125
25,44,36463,0.13909530639648438
25,45,15681,0.059818267822265625
25,46,0,0.0
25,47,42208,0.1610107421875
25,48,0,0.0
25,49,10910,0.04161834716796875
25,50,47,0.000179290771484375
25,51,202,0.00077056884765625
25,52,12435,0.047435760498046875
25,53,736,0.0028076171875
25,54,0,0.0
25,55,35606,0.13582611083984375
25,56,56,0.000213623046875
25,57,32345,0.12338638305664062
25,58,23799,0.09078598022460938
25,59,12733,0.048572540283203125
25,60,851,0.003246307373046875
25,61,25594,0.09763336181640625
25,62,27278,0.10405731201171875
25,63,4719,0.018001556396484375
25,64,0,0.0
25,65,24059,0.09177780151367188
25,66,32123,0.12253952026367188
25,67,12381,0.047229766845703125
25,68,6299,0.024028778076171875
25,69,2,7.62939453125e-06
25,70,7,2.6702880859375e-05
25,71,33649,0.12836074829101562
25,72,156,0.0005950927734375
25,73,32068,0.1223297119140625
25,74,651,0.002483367919921875
25,75,36797,0.14036941528320312
25,76,24898,0.09497833251953125
25,77,5465,0.020847320556640625
25,78,31690,0.12088775634765625
25,79,45887,0.17504501342773438
25,80,11776,0.044921875
25,81,8081,0.030826568603515625
25,82,40864,0.1558837890625
25,83,15623,0.059597015380859375
25,84,2100,0.0080108642578125
25,85,4787,0.018260955810546875
25,86,843,0.003215789794921875
25,87,3693,0.014087677001953125
25,88,567,0.002162933349609375
25,89,10450,0.03986358642578125
25,90,42,0.00016021728515625
25,91,12593,0.048038482666015625
25,92,44404,0.1693878173828125
25,93,30667,0.11698532104492188
25,94,1,3.814697265625e-06
25,95,21052,0.0803070068359375
25,96,1,3.814697265625e-06
25,97,1208,0.004608154296875
25,98,35405,0.13505935668945312
25,99,5982,0.02281951904296875
25,100,0,0.0
25,101,84755,0.3233146667480469
25,102,29705,0.11331558227539062
25,103,34558,0.13182830810546875
25,104,6578,0.02509307861328125
25,105,18479,0.07049179077148438
25,106,167435,0.6387138366699219
25,107,26239,0.10009384155273438
25,108,92,0.0003509521484375
25,109,33125,0.12636184692382812
25,110,312,0.001190185546875
25,111,7,2.6702880859375e-05
25,112,52654,0.20085906982421875
25,113,25552,0.09747314453125
25,114,87,0.000331878662109375
25,115,6659,0.025402069091796875
25,116,71,0.000270843505859375
25,117,17974,0.06856536865234375
25,118,16368,0.06243896484375
25,119,1050,0.00400543212890625
25,120,22776,0.086883544921875
25,121,25195,0.09611129760742188
25,122,387,0.001476287841796875
25,123,36778,0.14029693603515625
25,124,13453,0.051319122314453125
25,125,15908,0.0606842041015625
25,126,193,0.000736236572265625
25,127,34048,0.1298828125
26,0,315,0.001201629638671875
26,1,6252,0.0238494873046875
26,2,298,0.00113677978515625
26,3,166753,0.6361122131347656
26,4,21776,0.08306884765625
26,5,72,0.000274658203125
26,6,13899,0.053020477294921875
26,7,13338,0.05088043212890625
26,8,22232,0.084808349609375
26,9,102,0.00038909912109375
26,10,24637,0.09398269653320312
26,11,8826,0.03366851806640625
26,12,1321,0.005039215087890625
26,13,9,3.4332275390625e-05
26,14,14402,0.05493927001953125
26,15,41346,0.15772247314453125
26,16,31013,0.11830520629882812
26,17,24328,0.092803955078125
26,18,27273,0.10403823852539062
26,19,476,0.0018157958984375
26,20,25744,0.09820556640625
26,21,3615,0.013790130615234375
26,22,24969,0.09524917602539062
26,23,129257,0.4930763244628906
26,24,1901,0.007251739501953125
26,25,12,4.57763671875e-05
26,26,4027,0.015361785888671875
26,27,1527,0.005825042724609375
26,28,31609,0.12057876586914062
26,29,1039,0.003963470458984375
26,30,17375,0.06628036499023438
26,31,2551,0.009731292724609375
26,32,7845,0.029926300048828125
26,33,14919,0.056911468505859375
26,34,69641,0.2656593322753906
26,35,66,0.00025177001953125
26,36,3141,0.011981964111328125
26,37,10609,0.040470123291015625
26,38,78888,0.300933837890625
26,39,33091,0.12623214721679688
26,40,14500,0.0553131103515625
26,41,2,7.62939453125e-06
26,42,2200,0.008392333984375
26,43,4,1.52587890625e-05
26,44,94703,0.3612632751464844
26,45,1,3.814697265625e-06
26,46,483,0.001842498779296875
26,47,11708,0.0446624755859375
26,48,27752,0.105865478515625
26,49,7720,0.029449462890625
26,50,5689,0.021701812744140625
26,51,16159,0.061641693115234375
26,52,1226,0.00467681884765625
26,53,72182,0.27535247802734375
26,54,45,0.000171661376953125
26,55,3137,0.011966705322265625
26,56,0,0.0
26,57,99770,0.38059234619140625
26,58,3846,0.01467132568359375
26,59,1927,0.007350921630859375
26,60,35422,0.13512420654296875
26,61,1524,0.0058135986328125
26,62,21845,0.08333206176757812
26,63,2935,0.011196136474609375
26,64,17261,0.06584548950195312
26,65,0,0.0
26,66,7907,0.030162811279296875
26,67,9652,0.0368194580078125
26,68,27329,0.10425186157226562
26,69,61470,0.23448944091796875
26,70,2,7.62939453125e-06
26,71,28804,0.1098785400390625
26,72,346,0.00131988525390625
26,73,14536,0.055450439453125
26,74,2688,0.01025390625
26,75,2054,0.00783538818359375
26,76,40330,0.15384674072265625
26,77,2090,0.00797271728515625
26,78,351,0.001338958740234375
26,79,20359,0.07766342163085938
26,80,17869,0.06816482543945312
26,81,3240,0.012359619140625
26,82,15964,0.0608978271484375
26,83,2260,0.0086212158203125
26,84,14988,0.0571746826171875
26,85,3862,0.01473236083984375
26,86,17958,0.06850433349609375
26,87,6756,0.0257720947265625
26,88,1691,0.006450653076171875
26,89,1288,0.004913330078125
26,90,942,0.00359344482421875
26,91,44,0.0001678466796875
26,92,32100,0.1224517822265625
26,93,2847,0.010860443115234375
26,94,1119,0.004268646240234375
26,95,26570,0.10135650634765625
26,96,2787,0.010631561279296875
26,97,1595,0.006084442138671875
26,98,16641,0.06348037719726562
26,99,31360,0.11962890625
26,100,17693,0.06749343872070312
26,101,42165,0.16084671020507812
26,102,11898,0.04538726806640625
26,103,3,1.1444091796875e-05
26,104,77,0.000293731689453125
26,105,21396,0.0816192626953125
26,106,2,7.62939453125e-06
26,107,101,0.000385284423828125
26,108,18233,0.06955337524414062
26,109,22390,0.08541107177734375
26,110,37849,0.14438247680664062
26,111,36207,0.13811874389648438
26,112,46,0.00017547607421875
26,113,60,0.0002288818359375
26,114,7720,0.029449462890625
26,115,108402,0.41352081298828125
26,116,594,0.00226593017578125
26,117,1757,0.006702423095703125
26,118,638,0.00243377685546875
26,119,10566,0.04030609130859375
26,120,34,0.00012969970703125
26,121,3090,0.01178741455078125
26,122,21,8.0108642578125e-05
26,123,1,3.814697265625e-06
26,124,195,0.000743865966796875
26,125,8783,0.033504486083984375
26,126,4894,0.01866912841796875
26,127,3,1.1444091796875e-05
27,0,29249,0.11157608032226562
27,1,55435,0.21146774291992188
27,2,3386,0.01291656494140625
27,3,66648,0.254241943359375
27,4,7383,0.028163909912109375
27,5,77,0.000293731689453125
27,6,76443,0.2916069030761719
27,7,45575,0.17385482788085938
27,8,30608,0.11676025390625
27,9,16281,0.062107086181640625
27,10,22,8.392333984375e-05
27,11,2793,0.010654449462890625
27,12,126,0.00048065185546875
27,13,483,0.001842498779296875
27,14,493,0.001880645751953125
27,15,285,0.001087188720703125
27,16,90149,0.3438911437988281
27,17,165161,0.6300392150878906
27,18,4476,0.0170745849609375
27,19,547,0.002086639404296875
27,20,28117,0.10725784301757812
27,21,120,0.000457763671875
27,22,9,3.4332275390625e-05
27,23,29198,0.11138153076171875
27,24,4611,0.017589569091796875
27,25,20839,0.07949447631835938
27,26,56,0.000213623046875
27,27,1666,0.00635528564453125
27,28,4728,0.018035888671875
27,29,14049,0.053592681884765625
27,30,19626,0.07486724853515625
27,31,1277,0.004871368408203125
27,32,75009,0.2861366271972656
27,33,3524,0.0134429931640625
27,34,35018,0.13358306884765625
27,35,7301,0.027851104736328125
27,36,626,0.00238800048828125
27,37,16358,0.06240081787109375
27,38,293,0.001117706298828125
27,39,3688,0.014068603515625
27,40,157189,0.5996284484863281
27,41,10483,0.039989471435546875
27,42,0,0.0
27,43,27,0.000102996826171875
27,44,77,0.000293731689453125
27,45,15481,0.059055328369140625
27,46,580,0.0022125244140625
27,47,22,8.392333984375e-05
27,48,5700,0.0217437744140625
27,49,16748,0.0638885498046875
27,50,16168,0.061676025390625
27,51,13882,0.05295562744140625
27,52,14250,0.05435943603515625
27,53,129,0.000492095947265625
27,54,15685,0.059833526611328125
27,55,23915,0.09122848510742188
27,56,10740,0.0409698486328125
27,57,14688,0.0560302734375
27,58,18089,0.06900405883789062
27,59,1437,0.005481719970703125
27,60,18170,0.06931304931640625
27,61,13665,0.052127838134765625
27,62,2,7.62939453125e-06
27,63,1232,0.00469970703125
27,64,1047,0.003993988037109375
27,65,182,0.00069427490234375
27,66,66,0.00025177001953125
27,67,8,3.0517578125e-05
27,68,1335,0.005092620849609375
27,69,17473,0.06665420532226562
27,70,19533,0.07451248168945312
27,71,18529,0.07068252563476562
27,72,18477,0.07048416137695312
27,73,782,0.00298309326171875
27,74,1,3.814697265625e-06
27,75,1392,0.00531005859375
27,76,1381,0.005268096923828125
27,77,35893,0.13692092895507812
27,78,3916,0.0149383544921875
27,79,987,0.003765106201171875
27,80,7883,0.030071258544921875
27,81,112,0.00042724609375
27,82,52936,0.201934814453125
27,83,8749,0.033374786376953125
27,84,187,0.000713348388671875
27,85,26453,0.10091018676757812
27,86,13225,0.050449371337890625
27,87,26833,0.10235977172851562
27,88,95,0.000362396240234375
27,89,67610,0.25791168212890625
27,90,7993,0.030490875244140625
27,91,42972,0.1639251708984375
27,92,1,3.814697265625e-06
27,93,550,0.00209808349609375
27,94,52738,0.20117950439453125
27,95,37569,0.14331436157226562
27,96,12026,0.04587554931640625
27,97,1,3.814697265625e-06
27,98,45834,0.17484283447265625
27,99,602,0.00229644775390625
27,100,31625,0.12063980102539062
27,101,23189,0.08845901489257812
27,102,4147,0.015819549560546875
27,103,7350,0.02803802490234375
27,104,750,0.00286102294921875
27,105,9,3.4332275390625e-05
27,106,15025,0.057315826416015625
27,107,3962,0.01511383056640625
27,108,2,7.62939453125e-06
27,109,20328,0.077545166015625
27,110,5830,0.02223968505859375
27,111,89,0.000339508056640625
27,112,173,0.000659942626953125
27,113,19,7.2479248046875e-05
27,114,14,5.340576171875e-05
27,115,1435,0.005474090576171875
27,116,19369,0.07388687133789062
27,117,2626,0.01001739501953125
27,118,1913,0.007297515869140625
27,119,1074,0.00409698486328125
27,120,35201,0.13428115844726562
27,121,105148,0.4011077880859375
27,122,1036,0.0039520263671875
27,123,159,0.000606536865234375
27,124,7,2.6702880859375e-05
27,125,13734,0.05239105224609375
27,126,26506,0.10111236572265625
27,127,20969,0.07999038696289062
28,0,16718,0.06377410888671875
28,1,4195,0.016002655029296875
28,2,9,3.4332275390625e-05
28,3,7,2.6702880859375e-05
28,4,12231,0.046657562255859375
28,5,1551,0.005916595458984375
28,6,3134,0.01195526123046875
28,7,8044,0.0306854248046875
28,8,26064,0.09942626953125
28,9,14961,0.057071685791015625
28,10,867,0.003307342529296875
28,11,32790,0.12508392333984375
28,12,5261,0.020069122314453125
28,13,24753,0.09442520141601562
28,14,158324,0.6039581298828125
28,15,12900,0.0492095947265625
28,16,55998,0.21361541748046875
28,17,120,0.000457763671875
28,18,6296,0.024017333984375
28,19,10203,0.038921356201171875
28,20,16810,0.06412506103515625
28,21,34,0.00012969970703125
28,22,3504,0.01336669921875
28,23,3877,0.014789581298828125
28,24,26080,0.0994873046875
28,25,634,0.00241851806640625
28,26,99102,0.37804412841796875
28,27,8116,0.0309600830078125
28,28,8042,0.03067779541015625
28,29,22609,0.08624649047851562
28,30,153804,0.5867156982421875
28,31,8,3.0517578125e-05
28,32,2684,0.0102386474609375
28,33,8340,0.0318145751953125
28,34,604,0.0023040771484375
28,35,27646,0.10546112060546875
28,36,951,0.003627777099609375
28,37,29450,0.11234283447265625
28,38,2,7.62939453125e-06
28,39,23479,0.08956527709960938
28,40,15679,0.059810638427734375
28,41,544,0.0020751953125
28,42,3238,0.01235198974609375
28,43,34336,0.1309814453125
28,44,35654,0.13600921630859375
28,45,22504,0.085845947265625
28,46,1728,0.006591796875
28,47,3,1.1444091796875e-05
28,48,16989,0.06480789184570312
28,49,638,0.00243377685546875
28,50,18066,0.06891632080078125
28,51,21881,0.08346939086914062
28,52,13924,0.0531158447265625
28,53,2400,0.0091552734375
28,54,14136,0.053924560546875
28,55,13169,0.050235748291015625
28,56,626,0.00238800048828125
28,57,11458,0.04370880126953125
28,58,186,0.00070953369140625
28,59,63,0.000240325927734375
28,60,17655,0.06734848022460938
28,61,0,0.0
28,62,2766,0.01055145263671875
28,63,6074,0.02317047119140625
28,64,27,0.000102996826171875
28,65,8908,0.0339813232421875
28,66,31,0.000118255615234375
28,67,34,0.00012969970703125
28,68,100,0.0003814697265625
28,69,17,6.4849853515625e-05
28,70,1018,0.00388336181640625
28,71,52,0.0001983642578125
28,72,10590,0.04039764404296875
28,73,8731,0.033306121826171875
28,74,3535,0.013484954833984375
28,75,86778,0.33103179931640625
28,76,3218,0.01227569580078125
28,77,24985,0.09531021118164062
28,78,63467,0.24210739135742188
28,79,27528,0.105010986328125
28,80,99577,0.3798561096191406
28,81,19661,0.07500076293945312
28,82,14128,0.05389404296875
28,83,34886,0.13307952880859375
28,84,1421,0.005420684814453125
28,85,1343,0.005123138427734375
28,86,16,6.103515625e-05
28,87,31,0.000118255615234375
28,88,257,0.000980377197265625
28,89,10670,0.04070281982421875
28,90,20215,0.07711410522460938
28,91,860,0.0032806396484375
28,92,481,0.001834869384765625
28,93,11273,0.043003082275390625
28,94,20228,0.0771636962890625
28,95,30,0.00011444091796875
28,96,13,4.9591064453125e-05
28,97,14058,0.05362701416015625
28,98,240,0.00091552734375
28,99,1634,0.00623321533203125
28,100,15521,0.059207916259765625
28,101,27309,0.10417556762695312
28,102,60536,0.230926513671875
28,103,7743,0.029537200927734375
28,104,19,7.2479248046875e-05
28,105,40377,0.15402603149414062
28,106,4657,0.017765045166015625
28,107,778,0.00296783447265625
28,108,45449,0.17337417602539062
28,109,9017,0.034397125244140625
28,110,24872,0.094879150390625
28,111,6354,0.02423858642578125
28,112,10739,0.040966033935546875
28,113,9949,0.037952423095703125
28,114,60237,0.22978591918945312
28,115,3465,0.013217926025390625
28,116,30,0.00011444091796875
28,117,12025,0.045871734619140625
28,118,390,0.00148773193359375
28,119,20520,0.078277587890625
28,120,2,7.62939453125e-06
28,121,22768,0.08685302734375
28,122,236,0.0009002685546875
28,123,22601,0.08621597290039062
28,124,25430,0.09700775146484375
28,125,1,3.814697265625e-06
28,126,741,0.002826690673828125
28,127,91426,0.34876251220703125
29,0,26036,0.0993194580078125
29,1,89264,0.34051513671875
29,2,32001,0.12207412719726562
29,3,1050,0.00400543212890625
29,4,492,0.0018768310546875
29,5,21662,0.08263397216796875
29,6,48284,0.1841888427734375
29,7,14785,0.056400299072265625
29,8,1,3.814697265625e-06
29,9,117008,0.44635009765625
29,10,4312,0.016448974609375
29,11,15437,0.058887481689453125
29,12,511,0.001949310302734375
29,13,2453,0.009357452392578125
29,14,22784,0.0869140625
29,15,30312,0.115631103515625
29,16,88,0.000335693359375
29,17,51736,0.197357177734375
29,18,29034,0.11075592041015625
29,19,27137,0.10351943969726562
29,20,24124,0.0920257568359375
29,21,19449,0.07419204711914062
29,22,4064,0.0155029296875
29,23,52,0.0001983642578125
29,24,155,0.000591278076171875
29,25,889,0.003391265869140625
29,26,4286,0.01634979248046875
29,27,417,0.001590728759765625
29,28,152,0.000579833984375
29,29,222,0.00084686279296875
29,30,16839,0.06423568725585938
29,31,6,2.288818359375e-05
29,32,33,0.000125885009765625
29,33,210,0.00080108642578125
29,34,2436,0.0092926025390625
29,35,26978,0.10291290283203125
29,36,43321,0.16525650024414062
29,37,3342,0.01274871826171875
29,38,1143,0.004360198974609375
29,39,4730,0.01804351806640625
29,40,892,0.0034027099609375
29,41,289,0.001102447509765625
29,42,14590,0.05565643310546875
29,43,9,3.4332275390625e-05
29,44,6864,0.02618408203125
29,45,36817,0.14044570922851562
29,46,21064,0.080352783203125
29,47,9968,0.03802490234375
29,48,10609,0.040470123291015625
29,49,7306,0.02787017822265625
29,50,14056,0.053619384765625
29,51,690,0.00263214111328125
29,52,8552,0.032623291015625
29,53,30279,0.11550521850585938
29,54,8541,0.032581329345703125
29,55,15799,0.060268402099609375
29,56,13,4.9591064453125e-05
29,57,17720,0.067596435546875
29,58,1422,0.00542449951171875
29,59,2351,0.008968353271484375
29,60,36,0.0001373291015625
29,61,18414,0.07024383544921875
29,62,38148,0.1455230712890625
29,63,14831,0.056575775146484375
29,64,25986,0.09912872314453125
29,65,35554,0.13562774658203125
29,66,45977,0.17538833618164062
29,67,0,0.0
29,68,57065,0.21768569946289062
29,69,22621,0.08629226684570312
29,70,3,1.1444091796875e-05
29,71,107,0.000408172607421875
29,72,13929,0.053134918212890625
29,73,38826,0.14810943603515625
29,74,368,0.00140380859375
29,75,4244,0.0161895751953125
29,76,83,0.000316619873046875
29,77,82193,0.3135414123535156
29,78,5013,0.019123077392578125
29,79,42148,0.1607818603515625
29,80,25471,0.09716415405273438
29,81,11020,0.0420379638671875
29,82,68314,0.26059722900390625
29,83,5813,0.022174835205078125
29,84,25894,0.09877777099609375
29,85,30082,0.11475372314453125
29,86,192,0.000732421875
29,87,14287,0.054500579833984375
29,88,14254,0.05437469482421875
29,89,11180,0.0426483154296875
29,90,10851,0.041393280029296875
29,91,29,0.000110626220703125
29,92,34284,0.1307830810546875
29,93,9509,0.036273956298828125
29,94,98,0.00037384033203125
29,95,1209,0.004611968994140625
29,96,12,4.57763671875e-05
29,97,15294,0.05834197998046875
29,98,4,1.52587890625e-05
29,99,14422,0.05501556396484375
29,100,51935,0.19811630249023438
29,101,418,0.00159454345703125
29,102,12086,0.04610443115234375
29,103,67275,0.2566337585449219
29,104,1492,0.0056915283203125
29,105,4552,0.017364501953125
29,106,52574,0.20055389404296875
29,107,552,0.002105712890625
29,108,523,0.001995086669921875
29,109,1544,0.005889892578125
29,110,49,0.000186920166015625
29,111,141,0.000537872314453125
29,112,99951,0.3812828063964844
29,113,465,0.001773834228515625
29,114,1753,0.006687164306640625
29,115,3405,0.012989044189453125
29,116,1476,0.0056304931640625
29,117,19031,0.07259750366210938
29,118,7008,0.0267333984375
29,119,50,0.00019073486328125
29,120,10678,0.04073333740234375
29,121,94502,0.36049652099609375
29,122,13465,0.051364898681640625
29,123,7328,0.0279541015625
29,124,1040,0.00396728515625
29,125,228,0.0008697509765625
29,126,10649,0.040622711181640625
29,127,151,0.000576019287109375
30,0,19346,0.07379913330078125
30,1,14394,0.05490875244140625
30,2,4,1.52587890625e-05
30,3,27581,0.10521316528320312
30,4,25661,0.09788894653320312
30,5,3,1.1444091796875e-05
30,6,18808,0.071746826171875
30,7,8569,0.032688140869140625
30,8,41,0.000156402587890625
30,9,6131,0.023387908935546875
30,10,56238,0.21453094482421875
30,11,2360,0.009002685546875
30,12,8229,0.031391143798828125
30,13,10431,0.039791107177734375
30,14,44639,0.17028427124023438
30,15,1931,0.007366180419921875
30,16,145,0.000553131103515625
30,17,12671,0.048336029052734375
30,18,2952,0.011260986328125
30,19,1236,0.0047149658203125
30,20,6402,0.02442169189453125
30,21,31,0.000118255615234375
30,22,108981,0.4157295227050781
30,23,123574,0.47139739990234375
30,24,11040,0.0421142578125
30,25,8799,0.033565521240234375
30,26,10700,0.0408172607421875
30,27,622,0.00237274169921875
30,28,12821,0.048908233642578125
30,29,2214,0.00844573974609375
30,30,4748,0.0181121826171875
30,31,13,4.9591064453125e-05
30,32,174,0.00066375732421875
30,33,27231,0.10387802124023438
30,34,21018,0.08017730712890625
30,35,4340,0.0165557861328125
30,36,714,0.00272369384765625
30,37,1868,0.0071258544921875
30,38,13818,0.05271148681640625
30,39,33982,0.12963104248046875
30,40,59,0.000225067138671875
30,41,41336,0.157684326171875
30,42,13344,0.0509033203125
30,43,473,0.001804351806640625
30,44,5707,0.021770477294921875
30,45,5,1.9073486328125e-05
30,46,5607,0.021389007568359375
30,47,149,0.000568389892578125
30,48,544,0.0020751953125
30,49,14910,0.05687713623046875
30,50,14,5.340576171875e-05
30,51,54,0.00020599365234375
30,52,55794,0.21283721923828125
30,53,165,0.000629425048828125
30,54,123427,0.4708366394042969
30,55,9962,0.03800201416015625
30,56,38464,0.146728515625
30,57,73,0.000278472900390625
30,58,45590,0.17391204833984375
30,59,64,0.000244140625
30,60,6,2.288818359375e-05
30,61,10394,0.03964996337890625
30,62,13305,0.050754547119140625
30,63,80350,0.30651092529296875
30,64,24126,0.09203338623046875
30,65,23235,0.08863449096679688
30,66,485,0.001850128173828125
30,67,1983,0.007564544677734375
30,68,46,0.00017547607421875
30,69,27,0.000102996826171875
30,70,793,0.003025054931640625
30,71,1092,0.0041656494140625
30,72,8056,0.030731201171875
30,73,64,0.000244140625
30,74,1956,0.0074615478515625
30,75,23221,0.08858108520507812
30,76,129,0.000492095947265625
30,77,38156,0.1455535888671875
30,78,6977,0.026615142822265625
30,79,3432,0.013092041015625
30,80,96,0.0003662109375
30,81,751,0.002864837646484375
30,82,3648,0.013916015625
30,83,17922,0.06836700439453125
30,84,8343,0.031826019287109375
30,85,30732,0.1172332763671875
30,86,33391,0.12737655639648438
30,87,55749,0.21266555786132812
30,88,7430,0.02834320068359375
30,89,98591,0.3760948181152344
30,90,180,0.0006866455078125
30,91,59,0.000225067138671875
30,92,7616,0.029052734375
30,93,22942,0.08751678466796875
30,94,2721,0.010379791259765625
30,95,5602,0.02136993408203125
30,96,42445,0.16191482543945312
30,97,46842,0.17868804931640625
30,98,665,0.002536773681640625
30,99,15112,0.057647705078125
30,100,43063,0.16427230834960938
30,101,16544,0.0631103515625
30,102,44,0.0001678466796875
30,103,20175,0.07696151733398438
30,104,5920,0.0225830078125
30,105,24215,0.09237289428710938
30,106,22,8.392333984375e-05
30,107,12132,0.0462799072265625
30,108,666,0.00254058837890625
30,109,29255,0.11159896850585938
30,110,22519,0.08590316772460938
30,111,653,0.002490997314453125
30,112,4409,0.016819000244140625
30,113,50,0.00019073486328125
30,114,4618,0.01761627197265625
30,115,36805,0.14039993286132812
30,116,11679,0.044551849365234375
30,117,19,7.2479248046875e-05
30,118,32572,0.1242523193359375
30,119,37611,0.14347457885742188
30,120,584,0.002227783203125
30,121,7423,0.028316497802734375
30,122,14937,0.056980133056640625
30,123,5826,0.02222442626953125
30,124,1354,0.00516510009765625
30,125,38353,0.14630508422851562
30,126,3621,0.013813018798828125
30,127,73212,0.2792816162109375
31,0,65,0.000247955322265625
31,1,80367,0.3065757751464844
31,2,19341,0.07378005981445312
31,3,6612,0.0252227783203125
31,4,41575,0.15859603881835938
31,5,102787,0.3921012878417969
31,6,156,0.0005950927734375
31,7,10196,0.0388946533203125
31,8,12837,0.048969268798828125
31,9,2703,0.010311126708984375
31,10,6266,0.02390289306640625
31,11,5949,0.022693634033203125
31,12,12553,0.047885894775390625
31,13,30634,0.11685943603515625
31,14,109,0.000415802001953125
31,15,5344,0.0203857421875
31,16,687,0.002620697021484375
31,17,19438,0.07415008544921875
