layer,expert,routed_tokens,rows,f_at_k6,range_nar_over_hadamard,predicted_sqrt_1_minus_f
0,37,3475,256,0.24111323440726765,0.7668388797626244,0.8711410710055705
0,38,21587,256,0.10537469853417403,0.8222118393977564,0.9458463413609136
0,39,212,212,0.058313432827443536,0.7470574482524729,0.9704053622958586
0,40,19774,256,0.7207121638913504,0.44192631854340214,0.5284769021524495
0,41,13148,256,0.13940881643510672,0.8369467836775408,0.9276805396066543
0,42,1623,256,0.15598141248776717,0.7651185017232777,0.9187048424343004
0,43,9868,256,0.44351481484596467,0.6753396326409266,0.7459793463320786
0,44,3608,256,0.2622169429835784,0.8657559952965272,0.8589429882223975
0,45,10667,256,0.7810413460303011,0.552490254229603,0.4679301806570067
0,46,95961,256,0.15825261724650078,0.8284096290610651,0.9174679191958154
0,47,15141,256,0.13002809992515552,0.6442838059043707,0.9327228420462557
0,48,6915,256,0.3072482299285445,0.5734753630097741,0.8323171090825032
0,49,5785,256,0.5516178135455658,0.4969319980258465,0.6696134604788304
0,50,20277,256,0.35516108002883795,0.7033847559760036,0.8030186299029195
0,51,56622,256,0.1194110504828437,0.8332372504168759,0.938397010607534
0,52,11975,256,0.36079193193284764,0.8076230429864503,0.7995048893328622
0,53,19087,256,0.5649870632329304,0.6449552142270343,0.659555105178536
0,54,484,256,0.13146593128820977,0.6074328981243717,0.931951752351907
0,56,629,256,0.16360989565073356,0.6990074293268863,0.9145436590722535
0,57,18554,256,0.535055511675649,0.5566837992746092,0.6818683804990161
0,58,8760,256,0.8364695449541336,0.4382779651269122,0.40438898976834964
0,60,2487,256,0.9163718994473302,0.3352789490309328,0.28918523571003724
0,61,31844,256,0.17737166776890465,0.8553492063776457,0.9069886064505416
0,62,27028,256,0.11068369814774816,0.8768422277201804,0.9430356842942116
0,63,20908,256,0.1578961145143218,0.8167972905811001,0.9176621848401939
0,64,41459,256,0.13246790191385502,0.8639012153754446,0.9314140315059383
0,65,21125,256,0.8424195043551234,0.3802321333293585,0.3969640986851036
0,66,13939,256,0.13169158625752597,0.9319922620616953,0.9318306786871068
0,67,24691,256,0.17670388399146067,0.7476072118428683,0.9073566641671507
0,68,18008,256,0.13912376372383906,0.8011249614353927,0.9278341642104805
0,69,27806,256,0.1930035782144272,0.7778887137683792,0.8983297956683686
0,70,7971,256,0.11915290846739698,0.8869071110064919,0.9385345446666324
0,71,12248,256,0.27096160664942326,0.816303348307292,0.8538374513633006
0,72,55702,256,0.29793546890895656,0.5970404830089704,0.8378929114696241
0,73,10120,256,0.5117592592970992,0.5944953750206138,0.6987422562740147
0,74,5944,256,0.21633848891441015,0.8305922385788344,0.8852465820807159
0,75,32733,256,0.3370473761988535,0.7540699258370342,0.8142190269215934
