model,site,layer,method,seed,n,k,group_size,evaluation_tokens,evaluation_rule,f,subspace_projection_fraction,selected_numerical_rank,top8_angles_include_null_completion,sqrt_one_minus_f,mean_group_range,relative_quantization_error_nmse,paired_hadamard_range,range_over_paired_hadamard,range_reduction_vs_hadamard,nmse_delta_vs_hadamard,angle_1_degrees_vs_A_top8,angle_2_degrees_vs_A_top8,angle_3_degrees_vs_A_top8,angle_4_degrees_vs_A_top8,angle_5_degrees_vs_A_top8,angle_6_degrees_vs_A_top8,angle_7_degrees_vs_A_top8,angle_8_degrees_vs_A_top8,angles_mean_degrees_vs_A_top8,factor_file
llama31_8b,down,0,C_top1pct,20260903,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.7448082162264311,0.7448076463425222,-1,False,0.5051651054591646,0.023502055336891963,0.0015857761196308435,0.03458161640185559,0.6796112438408426,0.3203887561591574,-0.0025216767984387943,0.1833862873784827,26.381333686885508,47.37309443232493,81.04198410651455,89.07113577578443,89.30416499164811,89.34669602021317,89.96257777543099,64.08304663452252,activations/llama31_8b/e27/factors/C_top1pct/down_layer_00.pt
llama31_8b,down,0,C_top1pct,20260904,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.7448082162343685,0.7448076463425222,-1,False,0.5051651054513083,0.023501621167823585,0.0015859790195599571,0.03459506497357064,0.6793345000443838,0.3206654999556162,-0.0025211228843998665,0.1833862873784827,26.381333686885508,47.37309443232493,81.04198410651455,89.07113577578443,89.30416499164811,89.34669602021317,89.96257777543099,64.08304663452252,activations/llama31_8b/e27/factors/C_top1pct/down_layer_00.pt
llama31_8b,down,0,C_top1pct_no_bos,20260902,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.019251963295371724,0.019251963001868596,-1,False,0.990327237182048,0.024112047396406617,0.0017146542560307005,0.034589970611812806,0.6970820434340619,0.3029179565659381,-0.002400857542425274,25.61788186398562,46.045653271933325,80.85591187781668,88.22808166241533,89.1896372546311,89.34089563123283,89.86071303555791,89.98056945462687,74.88991800652497,activations/llama31_8b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama31_8b,down,0,C_top1pct_no_bos,20260903,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.019251963249199047,0.019251963001868596,-1,False,0.9903272372053598,0.024116108604357884,0.00174333903170521,0.03458161640185559,0.6973678825222251,0.30263211747777485,-0.0023641138863644278,25.61788186398562,46.045653271933325,80.85591187781668,88.22808166241533,89.1896372546311,89.34089563123283,89.86071303555791,89.98056945462687,74.88991800652497,activations/llama31_8b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama31_8b,down,0,C_top1pct_no_bos,20260904,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.019251963270954176,0.019251963001868596,-1,False,0.990327237194376,0.024113047577741704,0.0017438547587244851,0.03459506497357064,0.6970083043972655,0.30299169560273453,-0.0023632471452353387,25.61788186398562,46.045653271933325,80.85591187781668,88.22808166241533,89.1896372546311,89.34089563123283,89.86071303555791,89.98056945462687,74.88991800652497,activations/llama31_8b/e27/factors/C_top1pct_no_bos/down_layer_00.pt
llama31_8b,down,0,hadamard,20260902,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.001982604756287195,nan,-1,False,0.9990082057939829,0.034589970611812806,0.004115511798455975,0.034589970611812806,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama31_8b,down,0,hadamard,20260903,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0019826047590757703,nan,-1,False,0.9990082057925872,0.03458161640185559,0.004107452918069638,0.03458161640185559,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama31_8b,down,0,hadamard,20260904,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.0019826047643722593,nan,-1,False,0.9990082057899363,0.03459506497357064,0.004107101903959824,0.03459506497357064,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,
llama31_8b,down,1,A_full,20260902,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9997428922508375,0.9997431018844822,112,False,0.01603457979376273,0.03261459719384315,2.20261008556133e-06,0.17317723329362472,0.18833074402190378,0.8116692559780962,-0.0018375743206526644,0.0,0.0,0.0,8.537736462515939e-07,2.6998693283819165e-06,3.91248236030638e-06,4.00455336570039e-06,5.0509930079323e-06,2.0652089635715725e-06,activations/llama31_8b/activation_factors/down_layer_01.pt
llama31_8b,down,1,A_full,20260903,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9997429051972759,0.9997431018844822,112,False,0.016034176084977585,0.03261279824277809,2.201898095758714e-06,0.17317260780144952,0.1883253861960096,0.8116746138039904,-0.0018377321133789444,0.0,0.0,0.0,8.537736462515939e-07,2.6998693283819165e-06,3.91248236030638e-06,4.00455336570039e-06,5.0509930079323e-06,2.0652089635715725e-06,activations/llama31_8b/activation_factors/down_layer_01.pt
llama31_8b,down,1,A_full,20260904,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9997430568965687,0.9997431018844822,112,False,0.01602944488843182,0.032608932213138174,2.2016507089279144e-06,0.17315277518809832,0.18832462937838926,0.8116753706216108,-0.001839395566746587,0.0,0.0,0.0,8.537736462515939e-07,2.6998693283819165e-06,3.91248236030638e-06,4.00455336570039e-06,5.0509930079323e-06,2.0652089635715725e-06,activations/llama31_8b/activation_factors/down_layer_01.pt
llama31_8b,down,1,B_top1,20260902,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9996723024733483,0.999672150777203,1,True,0.018102417701835793,0.03669122408003876,2.6743726249807083e-06,0.17317723329362472,0.21187094505562526,0.7881290549443747,-0.001837102558113245,0.0011614281169939045,88.03024455859946,88.19610403218559,88.9285595031744,89.20132082341159,89.36190398882907,89.63188255256577,89.74237169273832,77.88669357245266,activations/llama31_8b/e27/factors/B_top1/down_layer_01.pt
llama31_8b,down,1,B_top1,20260903,14336,112,128,8192,E1c positions 0:2048:32 in all 128 frozen sequences,0.9996723024733722,0.999672150777203,1,True,0.018102417701173427,0.036689829495251625,2.6731453379111312e-06,0.17317260780144952,0.21186855104312008,0.7881314489568799,-0.001837260866136792,0.0011614281169939045,88.03024455859946,88.19610403218559,88.9285595031744,89.20132082341159,89.36190398882907,89.63188255256577,89.74237169273832,77.88669357245266,activations/llama31_8b/e27/factors/B_top1/down_layer_01.pt
