model,row,site,layer,direction,captured_share,energy_fraction
llama31_8b,hadamard_g256_m2,qkv,0,36,0.004122288431972265,0.002797061810269952
llama31_8b,hadamard_g256_m2,qkv,0,37,0.002581027103587985,0.002618106547743082
llama31_8b,hadamard_g256_m2,qkv,0,38,0.0014567689504474401,0.0025569635909050703
llama31_8b,hadamard_g256_m2,qkv,0,39,0.004719736985862255,0.0025418491568416357
llama31_8b,hadamard_g256_m2,qkv,0,40,0.002448392566293478,0.002487835008651018
llama31_8b,hadamard_g256_m2,qkv,0,41,0.004123078193515539,0.0024481420405209064
llama31_8b,hadamard_g256_m2,qkv,0,42,0.005477913189679384,0.0023579143453389406
llama31_8b,hadamard_g256_m2,qkv,0,43,0.008155117742717266,0.0023452755995094776
llama31_8b,hadamard_g256_m2,qkv,0,44,0.0016951076686382294,0.0023107773158699274
llama31_8b,hadamard_g256_m2,qkv,0,45,0.03899047151207924,0.0022259068209677935
llama31_8b,hadamard_g256_m2,qkv,0,46,0.0014929447788745165,0.002211566548794508
llama31_8b,hadamard_g256_m2,qkv,0,47,0.0014131346251815557,0.002179382834583521
llama31_8b,hadamard_g256_m2,qkv,0,48,0.007194471545517445,0.0021374563220888376
llama31_8b,hadamard_g256_m2,qkv,0,49,0.002541543683037162,0.002124732593074441
llama31_8b,hadamard_g256_m2,qkv,0,50,0.00564615661278367,0.0020474379416555166
llama31_8b,hadamard_g256_m2,qkv,0,51,0.0051077790558338165,0.00202847714535892
llama31_8b,hadamard_g256_m2,qkv,0,52,0.010056913830339909,0.001968645490705967
llama31_8b,hadamard_g256_m2,qkv,0,53,0.00855237990617752,0.001895700697787106
llama31_8b,hadamard_g256_m2,qkv,0,54,0.005808261223137379,0.00186860840767622
llama31_8b,hadamard_g256_m2,qkv,0,55,0.0014770374400541186,0.001847611740231514
llama31_8b,hadamard_g256_m2,qkv,0,56,0.000940620549954474,0.0018252989975735545
llama31_8b,hadamard_g256_m2,qkv,0,57,0.0020469287410378456,0.0017809205455705523
llama31_8b,hadamard_g256_m2,qkv,0,58,0.0054925051517784595,0.0017555905506014824
llama31_8b,hadamard_g256_m2,qkv,0,59,0.0309467576444149,0.0016986996633931994
llama31_8b,hadamard_g256_m2,qkv,0,60,0.004514784086495638,0.001661075628362596
llama31_8b,hadamard_g256_m2,qkv,0,61,0.004786721430718899,0.0016519831260666251
llama31_8b,hadamard_g256_m2,qkv,0,62,0.0008838187204673886,0.0016375037375837564
llama31_8b,hadamard_g256_m2,qkv,0,63,0.008705646730959415,0.0016093950252979994
llama31_8b,hadamard_g256_m2,qkv,1,0,0.0056735314428806305,0.41220858693122864
llama31_8b,hadamard_g256_m2,qkv,1,1,0.0016133952885866165,0.038523461669683456
llama31_8b,hadamard_g256_m2,qkv,1,2,0.000525320996530354,0.02871123142540455
llama31_8b,hadamard_g256_m2,qkv,1,3,0.009825746528804302,0.024602781981229782
llama31_8b,hadamard_g256_m2,qkv,1,4,0.03606261685490608,0.01858595758676529
llama31_8b,hadamard_g256_m2,qkv,1,5,0.01491900347173214,0.015377870760858059
llama31_8b,hadamard_g256_m2,qkv,1,6,0.0004186822916381061,0.015028185211122036
llama31_8b,hadamard_g256_m2,qkv,1,7,0.0005183587200008333,0.01307719573378563
llama31_8b,hadamard_g256_m2,qkv,1,8,0.007332649081945419,0.012362475506961346
llama31_8b,hadamard_g256_m2,qkv,1,9,0.019933076575398445,0.011519581079483032
llama31_8b,hadamard_g256_m2,qkv,1,10,0.021214211359620094,0.010781999677419662
llama31_8b,hadamard_g256_m2,qkv,1,11,0.0014980139676481485,0.009572370909154415
llama31_8b,hadamard_g256_m2,qkv,1,12,0.01085165236145258,0.00903999526053667
llama31_8b,hadamard_g256_m2,qkv,1,13,0.013272637501358986,0.008875805884599686
llama31_8b,hadamard_g256_m2,qkv,1,14,0.000497945467941463,0.008596002124249935
llama31_8b,hadamard_g256_m2,qkv,1,15,0.0013782153837382793,0.007383274380117655
llama31_8b,hadamard_g256_m2,qkv,1,16,0.018081359565258026,0.00728580029681325
llama31_8b,hadamard_g256_m2,qkv,1,17,0.06954622268676758,0.007143406663089991
llama31_8b,hadamard_g256_m2,qkv,1,18,0.0059865061193704605,0.006706536281853914
llama31_8b,hadamard_g256_m2,qkv,1,19,0.0009168002870865166,0.006368276197463274
llama31_8b,hadamard_g256_m2,qkv,1,20,0.015544233843684196,0.006026832852512598
llama31_8b,hadamard_g256_m2,qkv,1,21,0.0004060888313688338,0.005931330379098654
llama31_8b,hadamard_g256_m2,qkv,1,22,0.006303225643932819,0.005597413517534733
llama31_8b,hadamard_g256_m2,qkv,1,23,0.00566626014187932,0.00553941773250699
llama31_8b,hadamard_g256_m2,qkv,1,24,0.006665357854217291,0.005180137697607279
llama31_8b,hadamard_g256_m2,qkv,1,25,0.005151764024049044,0.005006017163395882
llama31_8b,hadamard_g256_m2,qkv,1,26,0.00547735346481204,0.004940683487802744
llama31_8b,hadamard_g256_m2,qkv,1,27,0.0004451422719284892,0.004666674416512251
llama31_8b,hadamard_g256_m2,qkv,1,28,0.04468945786356926,0.004616616293787956
llama31_8b,hadamard_g256_m2,qkv,1,29,0.0017216135747730732,0.004394421819597483
llama31_8b,hadamard_g256_m2,qkv,1,30,0.0034953258000314236,0.0043313587084412575
llama31_8b,hadamard_g256_m2,qkv,1,31,0.004635670688003302,0.004241830203682184
llama31_8b,hadamard_g256_m2,qkv,1,32,0.0007033362635411322,0.003989698830991983
llama31_8b,hadamard_g256_m2,qkv,1,33,0.0272330604493618,0.003939489368349314
llama31_8b,hadamard_g256_m2,qkv,1,34,0.000530647172126919,0.0038368289824575186
llama31_8b,hadamard_g256_m2,qkv,1,35,0.0010596332140266895,0.003778352402150631
llama31_8b,hadamard_g256_m2,qkv,1,36,0.0006494156550616026,0.00360667472705245
llama31_8b,hadamard_g256_m2,qkv,1,37,0.0023488367442041636,0.003475511446595192
llama31_8b,hadamard_g256_m2,qkv,1,38,0.0003857990668620914,0.0034533576108515263
llama31_8b,hadamard_g256_m2,qkv,1,39,0.04991072416305542,0.0033276283647865057
llama31_8b,hadamard_g256_m2,qkv,1,40,0.003104498842731118,0.003233845578506589
llama31_8b,hadamard_g256_m2,qkv,1,41,0.006455118302255869,0.0031275327783077955
llama31_8b,hadamard_g256_m2,qkv,1,42,0.004592249169945717,0.003111480502411723
llama31_8b,hadamard_g256_m2,qkv,1,43,0.0007655087974853814,0.002972482005134225
llama31_8b,hadamard_g256_m2,qkv,1,44,0.003586714854463935,0.0028272815980017185
llama31_8b,hadamard_g256_m2,qkv,1,45,0.0004697453696280718,0.002822467591613531
llama31_8b,hadamard_g256_m2,qkv,1,46,0.017670998349785805,0.002711320761591196
llama31_8b,hadamard_g256_m2,qkv,1,47,0.004300628323107958,0.002569732256233692
llama31_8b,hadamard_g256_m2,qkv,1,48,0.0007260484853759408,0.0024957675486803055
llama31_8b,hadamard_g256_m2,qkv,1,49,0.0006395117961801589,0.002454985398799181
llama31_8b,hadamard_g256_m2,qkv,1,50,0.00336615857668221,0.0023230223450809717
llama31_8b,hadamard_g256_m2,qkv,1,51,0.00037682073889300227,0.0022938072215765715
llama31_8b,hadamard_g256_m2,qkv,1,52,0.001281369710341096,0.0022234281059354544
llama31_8b,hadamard_g256_m2,qkv,1,53,0.0019164616242051125,0.00218098028562963
llama31_8b,hadamard_g256_m2,qkv,1,54,0.009948872961103916,0.002123134909197688
llama31_8b,hadamard_g256_m2,qkv,1,55,0.0003920772869605571,0.0020740842446684837
llama31_8b,hadamard_g256_m2,qkv,1,56,0.002833678387105465,0.0019739107228815556
llama31_8b,hadamard_g256_m2,qkv,1,57,0.002816131804138422,0.0018848832696676254
llama31_8b,hadamard_g256_m2,qkv,1,58,0.0009337968076579273,0.0018523127073422074
llama31_8b,hadamard_g256_m2,qkv,1,59,0.0011397548951208591,0.0018041335279121995
llama31_8b,hadamard_g256_m2,qkv,1,60,0.0004884364316239953,0.0017513888888061047
llama31_8b,hadamard_g256_m2,qkv,1,61,0.005822846665978432,0.0017438732320442796
llama31_8b,hadamard_g256_m2,qkv,1,62,0.004945624154061079,0.0016075073508545756
llama31_8b,hadamard_g256_m2,qkv,1,63,0.002084192121401429,0.0015852103242650628
llama31_8b,hadamard_g256_m2,qkv,2,0,0.009776059538125992,0.17969271540641785
llama31_8b,hadamard_g256_m2,qkv,2,1,0.006576971150934696,0.027844859287142754
llama31_8b,hadamard_g256_m2,qkv,2,2,0.010929785668849945,0.01861501671373844
llama31_8b,hadamard_g256_m2,qkv,2,3,0.008957349695265293,0.016949210315942764
llama31_8b,hadamard_g256_m2,qkv,2,4,0.002644813386723399,0.014832375571131706
llama31_8b,hadamard_g256_m2,qkv,2,5,0.022717822343111038,0.014657690189778805
llama31_8b,hadamard_g256_m2,qkv,2,6,0.0011167849879711866,0.011349569074809551
llama31_8b,hadamard_g256_m2,qkv,2,7,0.01551220566034317,0.010575082153081894
llama31_8b,hadamard_g256_m2,qkv,2,8,0.0010465855011716485,0.010064147412776947
llama31_8b,hadamard_g256_m2,qkv,2,9,0.0013512158766388893,0.009921194985508919
llama31_8b,hadamard_g256_m2,qkv,2,10,0.007816540077328682,0.008731612004339695
llama31_8b,hadamard_g256_m2,qkv,2,11,0.0035595481749624014,0.008684040978550911
llama31_8b,hadamard_g256_m2,qkv,2,12,0.0017499829409644008,0.008472712710499763
llama31_8b,hadamard_g256_m2,qkv,2,13,0.0014836597256362438,0.008031487464904785
llama31_8b,hadamard_g256_m2,qkv,2,14,0.001949625089764595,0.007788912393152714
llama31_8b,hadamard_g256_m2,qkv,2,15,0.018329080194234848,0.007624107878655195
llama31_8b,hadamard_g256_m2,qkv,2,16,0.001674089813604951,0.007349458057433367
llama31_8b,hadamard_g256_m2,qkv,2,17,0.0016875644214451313,0.007115071639418602
llama31_8b,hadamard_g256_m2,qkv,2,18,0.005191624630242586,0.00681482395157218
llama31_8b,hadamard_g256_m2,qkv,2,19,0.0007896149181760848,0.006617297418415546
llama31_8b,hadamard_g256_m2,qkv,2,20,0.0014692578697577119,0.006542783230543137
llama31_8b,hadamard_g256_m2,qkv,2,21,0.006528137717396021,0.00641267653554678
llama31_8b,hadamard_g256_m2,qkv,2,22,0.0006411910871975124,0.006271278951317072
llama31_8b,hadamard_g256_m2,qkv,2,23,0.008401497267186642,0.006237253546714783
llama31_8b,hadamard_g256_m2,qkv,2,24,0.0028872841503471136,0.005916563794016838
llama31_8b,hadamard_g256_m2,qkv,2,25,0.0035891947336494923,0.005838857032358646
llama31_8b,hadamard_g256_m2,qkv,2,26,0.0010495686437934637,0.005787204951047897
llama31_8b,hadamard_g256_m2,qkv,2,27,0.001411245670169592,0.005604743491858244
llama31_8b,hadamard_g256_m2,qkv,2,28,0.0006626521935686469,0.005400905851274729
llama31_8b,hadamard_g256_m2,qkv,2,29,0.0016267019091174006,0.005196473095566034
llama31_8b,hadamard_g256_m2,qkv,2,30,0.009061329998075962,0.0051328823901712894
llama31_8b,hadamard_g256_m2,qkv,2,31,0.011890498921275139,0.004965646658092737
llama31_8b,hadamard_g256_m2,qkv,2,32,0.008599083870649338,0.004945128224790096
llama31_8b,hadamard_g256_m2,qkv,2,33,0.0005770663265138865,0.004859384149312973
llama31_8b,hadamard_g256_m2,qkv,2,34,0.013399067334830761,0.004750843625515699
llama31_8b,hadamard_g256_m2,qkv,2,35,0.010763775557279587,0.004659987520426512
llama31_8b,hadamard_g256_m2,qkv,2,36,0.008141961880028248,0.004575932864099741
llama31_8b,hadamard_g256_m2,qkv,2,37,0.0007099224021658301,0.004430901724845171
llama31_8b,hadamard_g256_m2,qkv,2,38,0.010908817872405052,0.004346643108874559
llama31_8b,hadamard_g256_m2,qkv,2,39,0.0014411425217986107,0.004246813710778952
llama31_8b,hadamard_g256_m2,qkv,2,40,0.003318139584735036,0.004200377035886049
llama31_8b,hadamard_g256_m2,qkv,2,41,0.0045595718547701836,0.00410048570483923
llama31_8b,hadamard_g256_m2,qkv,2,42,0.0009518341394141316,0.004001800436526537
llama31_8b,hadamard_g256_m2,qkv,2,43,0.00821234006434679,0.003894925583153963
llama31_8b,hadamard_g256_m2,qkv,2,44,0.0009300445090048015,0.003831335809081793
llama31_8b,hadamard_g256_m2,qkv,2,45,0.0005297320312820375,0.0036821295507252216
llama31_8b,hadamard_g256_m2,qkv,2,46,0.0019744958262890577,0.0035667510237544775
llama31_8b,hadamard_g256_m2,qkv,2,47,0.0025773444212973118,0.003503244835883379
llama31_8b,hadamard_g256_m2,qkv,2,48,0.025060400366783142,0.003394938539713621
llama31_8b,hadamard_g256_m2,qkv,2,49,0.0058026742190122604,0.003343374002724886
llama31_8b,hadamard_g256_m2,qkv,2,50,0.0012930354569107294,0.003315757028758526
llama31_8b,hadamard_g256_m2,qkv,2,51,0.00686641177162528,0.003248362336307764
llama31_8b,hadamard_g256_m2,qkv,2,52,0.000753799278754741,0.0031707994639873505
llama31_8b,hadamard_g256_m2,qkv,2,53,0.005777386482805014,0.0031290228944271803
llama31_8b,hadamard_g256_m2,qkv,2,54,0.001222158782184124,0.0029860299546271563
llama31_8b,hadamard_g256_m2,qkv,2,55,0.0005968412733636796,0.002932220231741667
llama31_8b,hadamard_g256_m2,qkv,2,56,0.0029962044209241867,0.0028791730292141438
llama31_8b,hadamard_g256_m2,qkv,2,57,0.00494386674836278,0.0027693104930222034
llama31_8b,hadamard_g256_m2,qkv,2,58,0.009769544936716557,0.0027523343451321125
llama31_8b,hadamard_g256_m2,qkv,2,59,0.0010190850589424372,0.0027184034697711468
llama31_8b,hadamard_g256_m2,qkv,2,60,0.003644474782049656,0.002633645897731185
llama31_8b,hadamard_g256_m2,qkv,2,61,0.0027284573297947645,0.0025471628177911043
llama31_8b,hadamard_g256_m2,qkv,2,62,0.004706853069365025,0.0024989787489175797
llama31_8b,hadamard_g256_m2,qkv,2,63,0.0006104307249188423,0.0024577397853136063
llama31_8b,hadamard_g256_m2,qkv,3,0,0.009891301393508911,0.1914738565683365
llama31_8b,hadamard_g256_m2,qkv,3,1,0.010980726219713688,0.030947905033826828
llama31_8b,hadamard_g256_m2,qkv,3,2,0.002078454475849867,0.018081484362483025
llama31_8b,hadamard_g256_m2,qkv,3,3,0.0075681330636143684,0.014683029614388943
llama31_8b,hadamard_g256_m2,qkv,3,4,0.027522200718522072,0.01242922805249691
llama31_8b,hadamard_g256_m2,qkv,3,5,0.002608917886391282,0.010274776257574558
llama31_8b,hadamard_g256_m2,qkv,3,6,0.009608610533177853,0.009374427609145641
llama31_8b,hadamard_g256_m2,qkv,3,7,0.00548971351236105,0.008651988580822945
llama31_8b,hadamard_g256_m2,qkv,3,8,0.005330061074346304,0.007618461269885302
llama31_8b,hadamard_g256_m2,qkv,3,9,0.010094867087900639,0.007510608993470669
llama31_8b,hadamard_g256_m2,qkv,3,10,0.018781395629048347,0.00662374310195446
llama31_8b,hadamard_g256_m2,qkv,3,11,0.004577405285090208,0.006372613832354546
llama31_8b,hadamard_g256_m2,qkv,3,12,0.03288215398788452,0.005969571880996227
llama31_8b,hadamard_g256_m2,qkv,3,13,0.018925106152892113,0.005677917040884495
llama31_8b,hadamard_g256_m2,qkv,3,14,0.00471362192183733,0.005527188535779715
llama31_8b,hadamard_g256_m2,qkv,3,15,0.02402976155281067,0.005043018143624067
llama31_8b,hadamard_g256_m2,qkv,3,16,0.0023863643873482943,0.004953079856932163
llama31_8b,hadamard_g256_m2,qkv,3,17,0.007348669692873955,0.004902602173388004
llama31_8b,hadamard_g256_m2,qkv,3,18,0.0062929666601121426,0.004667964763939381
llama31_8b,hadamard_g256_m2,qkv,3,19,0.0037141460925340652,0.0044200182892382145
llama31_8b,hadamard_g256_m2,qkv,3,20,0.012531250715255737,0.004388057626783848
llama31_8b,hadamard_g256_m2,qkv,3,21,0.006021738983690739,0.00406066095456481
llama31_8b,hadamard_g256_m2,qkv,3,22,0.005948624573647976,0.003983444068580866
llama31_8b,hadamard_g256_m2,qkv,3,23,0.015692338347434998,0.003902361262589693
llama31_8b,hadamard_g256_m2,qkv,3,24,0.0047803218476474285,0.0038149477913975716
llama31_8b,hadamard_g256_m2,qkv,3,25,0.008118333294987679,0.00358904292806983
llama31_8b,hadamard_g256_m2,qkv,3,26,0.0031845225021243095,0.003361436305567622
llama31_8b,hadamard_g256_m2,qkv,3,27,0.003698007669299841,0.003317139344289899
llama31_8b,hadamard_g256_m2,qkv,3,28,0.010944779962301254,0.0033144985791295767
llama31_8b,hadamard_g256_m2,qkv,3,29,0.016563579440116882,0.0029245810583233833
llama31_8b,hadamard_g256_m2,qkv,3,30,0.00490290904417634,0.0028702542185783386
llama31_8b,hadamard_g256_m2,qkv,3,31,0.006474184338003397,0.0027318967040628195
llama31_8b,hadamard_g256_m2,qkv,3,32,0.004092914517968893,0.002708123531192541
llama31_8b,hadamard_g256_m2,qkv,3,33,0.0027002436108887196,0.002605452435091138
llama31_8b,hadamard_g256_m2,qkv,3,34,0.018239839002490044,0.0025518194306641817
llama31_8b,hadamard_g256_m2,qkv,3,35,0.007721100002527237,0.002507791854441166
llama31_8b,hadamard_g256_m2,qkv,3,36,0.011604239232838154,0.002425139769911766
llama31_8b,hadamard_g256_m2,qkv,3,37,0.002622483763843775,0.002378299133852124
llama31_8b,hadamard_g256_m2,qkv,3,38,0.0036630025133490562,0.0022777479607611895
llama31_8b,hadamard_g256_m2,qkv,3,39,0.017086654901504517,0.0022546984255313873
llama31_8b,hadamard_g256_m2,qkv,3,40,0.004843059927225113,0.0022476171143352985
llama31_8b,hadamard_g256_m2,qkv,3,41,0.005141125060617924,0.002186270197853446
llama31_8b,hadamard_g256_m2,qkv,3,42,0.003564501414075494,0.002164265140891075
llama31_8b,hadamard_g256_m2,qkv,3,43,0.00558992475271225,0.00201205862686038
llama31_8b,hadamard_g256_m2,qkv,3,44,0.004699736833572388,0.001986495219171047
llama31_8b,hadamard_g256_m2,qkv,3,45,0.0031207576394081116,0.001973855309188366
llama31_8b,hadamard_g256_m2,qkv,3,46,0.005584388040006161,0.0019398010335862637
llama31_8b,hadamard_g256_m2,qkv,3,47,0.005958252120763063,0.001872543478384614
llama31_8b,hadamard_g256_m2,qkv,3,48,0.00334039400331676,0.0018511139787733555
llama31_8b,hadamard_g256_m2,qkv,3,49,0.02257309854030609,0.0018275500042364001
llama31_8b,hadamard_g256_m2,qkv,3,50,0.006152905989438295,0.0017897664802148938
llama31_8b,hadamard_g256_m2,qkv,3,51,0.002874351106584072,0.0017409964930266142
llama31_8b,hadamard_g256_m2,qkv,3,52,0.0029962416738271713,0.0017094071954488754
llama31_8b,hadamard_g256_m2,qkv,3,53,0.006289471406489611,0.0016641932306811213
llama31_8b,hadamard_g256_m2,qkv,3,54,0.005990542471408844,0.0016140014631673694
llama31_8b,hadamard_g256_m2,qkv,3,55,0.0038606415037065744,0.0015995139256119728
llama31_8b,hadamard_g256_m2,qkv,3,56,0.002209191210567951,0.0015516206622123718
llama31_8b,hadamard_g256_m2,qkv,3,57,0.004237140994518995,0.0015301088569685817
llama31_8b,hadamard_g256_m2,qkv,3,58,0.00993572548031807,0.0014495932264253497
llama31_8b,hadamard_g256_m2,qkv,3,59,0.015020821243524551,0.0014298432506620884
llama31_8b,hadamard_g256_m2,qkv,3,60,0.003934493288397789,0.0013993204338476062
llama31_8b,hadamard_g256_m2,qkv,3,61,0.002607212867587805,0.0013844436034560204
llama31_8b,hadamard_g256_m2,qkv,3,62,0.008616222999989986,0.0013362262398004532
llama31_8b,hadamard_g256_m2,qkv,3,63,0.01102992333471775,0.0013322570594027638
llama31_8b,hadamard_g256_m2,qkv,4,0,0.01790173351764679,0.22776982188224792
llama31_8b,hadamard_g256_m2,qkv,4,1,0.020019041374325752,0.029556579887866974
llama31_8b,hadamard_g256_m2,qkv,4,2,0.006216042675077915,0.020916540175676346
llama31_8b,hadamard_g256_m2,qkv,4,3,0.002436209935694933,0.01653432846069336
llama31_8b,hadamard_g256_m2,qkv,4,4,0.027145082131028175,0.013181556947529316
llama31_8b,hadamard_g256_m2,qkv,4,5,0.015364925377070904,0.011950819753110409
llama31_8b,hadamard_g256_m2,qkv,4,6,0.022666199132800102,0.009783289395272732
llama31_8b,hadamard_g256_m2,qkv,4,7,0.006344331428408623,0.009258843958377838
llama31_8b,hadamard_g256_m2,qkv,4,8,0.0025652283802628517,0.008697031065821648
llama31_8b,hadamard_g256_m2,qkv,4,9,0.0037087108939886093,0.008140957914292812
llama31_8b,hadamard_g256_m2,qkv,4,10,0.0648343563079834,0.00701870396733284
llama31_8b,hadamard_g256_m2,qkv,4,11,0.004051452036947012,0.0065740249119699
llama31_8b,hadamard_g256_m2,qkv,4,12,0.004607181530445814,0.006387995555996895
llama31_8b,hadamard_g256_m2,qkv,4,13,0.041907407343387604,0.0060283527709543705
llama31_8b,hadamard_g256_m2,qkv,4,14,0.004774891771376133,0.005700553301721811
llama31_8b,hadamard_g256_m2,qkv,4,15,0.007347986102104187,0.005499393213540316
llama31_8b,hadamard_g256_m2,qkv,4,16,0.0358661450445652,0.005314571317285299
llama31_8b,hadamard_g256_m2,qkv,4,17,0.01331440731883049,0.005150291603058577
llama31_8b,hadamard_g256_m2,qkv,4,18,0.0027500607538968325,0.00506153330206871
llama31_8b,hadamard_g256_m2,qkv,4,19,0.0034232267644256353,0.004747884813696146
llama31_8b,hadamard_g256_m2,qkv,4,20,0.002465470926836133,0.00463583180680871
llama31_8b,hadamard_g256_m2,qkv,4,21,0.0018962211906909943,0.004237615503370762
llama31_8b,hadamard_g256_m2,qkv,4,22,0.005530410446226597,0.004094496835023165
llama31_8b,hadamard_g256_m2,qkv,4,23,0.01034734770655632,0.004000410903245211
llama31_8b,hadamard_g256_m2,qkv,4,24,0.003427434479817748,0.003940932918339968
llama31_8b,hadamard_g256_m2,qkv,4,25,0.0022366128396242857,0.0038338066078722477
llama31_8b,hadamard_g256_m2,qkv,4,26,0.0017576771788299084,0.0036335226614028215
llama31_8b,hadamard_g256_m2,qkv,4,27,0.005089143291115761,0.0035318597219884396
llama31_8b,hadamard_g256_m2,qkv,4,28,0.0040032025426626205,0.0033893301151692867
llama31_8b,hadamard_g256_m2,qkv,4,29,0.004131936002522707,0.003373461775481701
llama31_8b,hadamard_g256_m2,qkv,4,30,0.005485755391418934,0.0032861600629985332
llama31_8b,hadamard_g256_m2,qkv,4,31,0.027796201407909393,0.003241573926061392
llama31_8b,hadamard_g256_m2,qkv,4,32,0.005281869787722826,0.0031272699125111103
llama31_8b,hadamard_g256_m2,qkv,4,33,0.018239308148622513,0.003028577659279108
llama31_8b,hadamard_g256_m2,qkv,4,34,0.0027081482112407684,0.002897821832448244
llama31_8b,hadamard_g256_m2,qkv,4,35,0.0029978007078170776,0.0028609263245016336
llama31_8b,hadamard_g256_m2,qkv,4,36,0.015365537256002426,0.0027592128608375788
llama31_8b,hadamard_g256_m2,qkv,4,37,0.002752840518951416,0.0027018277905881405
llama31_8b,hadamard_g256_m2,qkv,4,38,0.0022460503969341516,0.002673699287697673
llama31_8b,hadamard_g256_m2,qkv,4,39,0.007383557502180338,0.0025557023473083973
llama31_8b,hadamard_g256_m2,qkv,4,40,0.0028083561919629574,0.002480104798451066
llama31_8b,hadamard_g256_m2,qkv,4,41,0.00894620455801487,0.0024150831159204245
llama31_8b,hadamard_g256_m2,qkv,4,42,0.009048819541931152,0.002359891775995493
llama31_8b,hadamard_g256_m2,qkv,4,43,0.016558652743697166,0.0023344699293375015
llama31_8b,hadamard_g256_m2,qkv,4,44,0.0023398869670927525,0.0023148437030613422
llama31_8b,hadamard_g256_m2,qkv,4,45,0.001895470661111176,0.0022889398969709873
llama31_8b,hadamard_g256_m2,qkv,4,46,0.003246195614337921,0.0022037639282643795
llama31_8b,hadamard_g256_m2,qkv,4,47,0.004030726850032806,0.002167040016502142
llama31_8b,hadamard_g256_m2,qkv,4,48,0.003468186128884554,0.002059733960777521
llama31_8b,hadamard_g256_m2,qkv,4,49,0.003151691984385252,0.0020269951783120632
llama31_8b,hadamard_g256_m2,qkv,4,50,0.008208706974983215,0.0020086707081645727
llama31_8b,hadamard_g256_m2,qkv,4,51,0.003710054559633136,0.0019565599504858255
llama31_8b,hadamard_g256_m2,qkv,4,52,0.00284209824167192,0.0019463906064629555
llama31_8b,hadamard_g256_m2,qkv,4,53,0.04102405160665512,0.0018929543439298868
llama31_8b,hadamard_g256_m2,qkv,4,54,0.003584216581657529,0.001872166176326573
llama31_8b,hadamard_g256_m2,qkv,4,55,0.004625305067747831,0.001833464833907783
