model,layer,top_eigenvalue,trace,rows,anchor_error
llama31_8b,0,0.021057191026202456,0.17264085628767134,2097152,2.9802322387695312e-08
llama31_8b,1,0.022687253291433337,0.7583212542485853,2097152,1.1920928955078125e-07
llama31_8b,2,0.19185151819328952,3.5501333976499145,2097152,3.725290298461914e-09
llama31_8b,3,0.20297288926069648,5.501480444305343,2097152,2.384185791015625e-07
llama31_8b,4,0.15075578012785468,5.158829199455795,2097152,7.450580596923828e-09
llama31_8b,5,0.15143023930802363,5.209850750572514,2097152,5.960464477539063e-08
llama31_8b,6,0.1490763191582085,5.879425095350597,2097152,1.1920928955078125e-07
llama31_8b,7,0.2466160809674829,7.321606981946388,2097152,1.1920928955078125e-07
llama31_8b,8,0.16732323289202064,7.604855714220321,2097152,7.450580596923828e-09
llama31_8b,9,0.24648069579893025,10.409886233246652,2097152,2.9802322387695312e-08
llama31_8b,10,0.22129873772555858,8.809095718781464,2097152,1.4901161193847656e-08
llama31_8b,11,0.2743720889669406,10.639637439511716,2097152,2.980232238769531e-07
llama31_8b,12,0.2935684715899332,9.673234022775432,2097152,1.4901161193847656e-08
llama31_8b,13,0.21061707595576348,10.413222328177653,2097152,2.384185791015625e-07
llama31_8b,14,0.24902567370214385,11.065790788590675,2097152,1.1920928955078125e-07
llama31_8b,15,0.19099851108273586,10.136144704883918,2097152,1.1920928955078125e-07
llama31_8b,16,0.2682627381337173,10.048000657057854,2097152,1.1920928955078125e-07
llama31_8b,17,0.213486621002349,10.262213264068123,2097152,1.1920928955078125e-07
llama31_8b,18,0.44075228882297235,11.14596018724842,2097152,1.7881393432617188e-07
llama31_8b,19,0.5703514065376051,13.076215784763914,2097152,5.960464477539063e-08
llama31_8b,20,1.2802253946430422,13.442232977540696,2097152,2.9802322387695312e-08
llama31_8b,21,0.6936662086139521,14.53118009242462,2097152,5.960464477539063e-08
llama31_8b,22,0.7961677507433863,15.1911206455552,2097152,1.1920928955078125e-07
llama31_8b,23,0.6573044279848996,17.006730629189402,2097152,5.960464477539063e-08
llama31_8b,24,0.7453740866057739,20.61378820415121,2097152,1.1920928955078125e-07
llama31_8b,25,1.5257756614110056,23.85124021139927,2097152,5.960464477539063e-08
llama31_8b,26,0.5614635374107122,18.81920976319816,2097152,1.1920928955078125e-07
llama31_8b,27,2.421419193492426,29.84948434436228,2097152,1.1920928955078125e-07
llama31_8b,28,0.7420971984305313,26.084795402828604,2097152,7.450580596923828e-09
llama31_8b,29,3.5389233404594385,35.19375056796707,2097152,3.725290298461914e-09
llama31_8b,30,1.2205930921878836,36.74770705238916,2097152,5.960464477539063e-08
llama31_8b,31,23.103910637493783,54.31695224659053,2097152,1.1920928955078125e-07
