model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
llama31_8b,qkv,0,1,21.339736038427404,0.2923144672137187,0.2923144672137187,3.617721757064904e-05
llama31_8b,qkv,0,2,3.9036133239736257,0.053472200731580086,0.3457866679452988,0.0008838925798759628
llama31_8b,qkv,0,3,3.580221702698526,0.049042340432268815,0.39482900837756757,0.001603086445165136
llama31_8b,qkv,0,4,1.6435076188099271,0.02251298015537755,0.41734198853294513,0.00548061562162538
llama31_8b,qkv,0,5,1.2121686229116462,0.016604442742006707,0.43394643127495186,0.010080961954448972
llama31_8b,qkv,0,6,1.168347550930558,0.016004176024282595,0.4499506072992344,0.011030633141293471
llama31_8b,qkv,0,7,1.073775682357895,0.014708718323894795,0.4646593256231292,0.013744357617689187
llama31_8b,qkv,0,8,0.9395600929303054,0.012870215802370997,0.47752954142550025,0.01446860837925835
llama31_8b,qkv,0,9,0.8291448085373126,0.011357732940752272,0.48888727436625246,0.018606957516904665
llama31_8b,qkv,0,10,0.7465943288442244,0.010226945781704532,0.49911422014795703,0.024052255110888838
llama31_8b,qkv,0,11,0.7250522154283933,0.009931859122972354,0.5090460792709295,0.02139308894430316
llama31_8b,qkv,0,12,0.6572139814842033,0.009002602211058985,0.5180486814819883,0.032974601768607455
llama31_8b,qkv,0,13,0.6226399110902632,0.008529002118329862,0.5265776836003183,0.031180669689157708
llama31_8b,qkv,0,14,0.5981222846442534,0.008193156496856164,0.5347708400971743,0.02894183000538218
llama31_8b,qkv,0,15,0.5176069222263148,0.007090246637739948,0.5418610867349144,0.05782930148726881
llama31_8b,qkv,0,16,0.4733668371159508,0.006484240223919348,0.5483453269588336,0.04541192505505748
llama31_8b,qkv,0,17,0.42890994626655854,0.005875263977014646,0.5542205909358483,0.04298961427036381
llama31_8b,qkv,0,18,0.41882091883453904,0.005737063172975427,0.5599576541088238,0.06022529320982439
llama31_8b,qkv,0,19,0.3857234603538119,0.005283689901417617,0.5652413440102413,0.07194015216823292
llama31_8b,qkv,0,20,0.38356273860988066,0.005254092055210101,0.5704954360654515,0.07507800476477601
llama31_8b,qkv,0,21,0.35857568664134765,0.004911816182150076,0.5754072522476016,0.07576455379391878
llama31_8b,qkv,0,22,0.33699444925444827,0.004616193598196635,0.5800234458457982,0.10079516712203274
llama31_8b,qkv,0,23,0.32240342829805874,0.004416323903965612,0.5844397697497639,0.10388166904257795
llama31_8b,qkv,0,24,0.31680381391551143,0.00433961966114419,0.588779389410908,0.08148659607710595
llama31_8b,qkv,0,25,0.3066320453568096,0.004200285458438781,0.5929796748693468,0.1129983695330493
llama31_8b,qkv,0,26,0.3020784708440055,0.004137910005188966,0.5971175848745358,0.10845420556641143
llama31_8b,qkv,0,27,0.2794603649722925,0.003828084262482146,0.6009456691370179,0.0923403092584109
llama31_8b,qkv,0,28,0.26025676708454254,0.003565030892232596,0.6045107000292504,0.12799555498235396
llama31_8b,qkv,0,29,0.2487227862625427,0.0034070369295722876,0.6079177369588227,0.15546586055532502
llama31_8b,qkv,0,30,0.246509048101911,0.0033767128576245153,0.6112944498164473,0.12887835686251803
llama31_8b,qkv,0,31,0.23464050039819767,0.003214135954500496,0.6145085857709477,0.1235740553498829
llama31_8b,qkv,0,32,0.23095565358676448,0.0031636604457824583,0.6176722462167301,0.1416233654540245
llama31_8b,qkv,0,33,0.22288226618478307,0.0030530701398494117,0.6207253163565796,0.15902095622960727
llama31_8b,qkv,0,34,0.2170351855344551,0.0029729760720512695,0.6236982924286308,0.15211316583435822
llama31_8b,qkv,0,35,0.20980452270716332,0.002873929516453968,0.6265722219450848,0.13300717983063484
llama31_8b,qkv,0,36,0.20708122433375536,0.0028366254227363496,0.6294088473678212,0.15888966661374032
llama31_8b,qkv,0,37,0.20419296977979656,0.0027970617378998675,0.632205909105721,0.14218117330266278
llama31_8b,qkv,0,38,0.19112876308161933,0.0026181065430619,0.6348240156487829,0.1508124911482916
llama31_8b,qkv,0,39,0.1866651594259751,0.0025569635222624262,0.6373809791710453,0.1618417832613012
llama31_8b,qkv,0,40,0.18556176570064586,0.002541849092151118,0.6399228282631964,0.1743385774419848
llama31_8b,qkv,0,41,0.18161860152903941,0.0024878351187878228,0.6424106633819842,0.18534633467104683
llama31_8b,qkv,0,42,0.17872090272227362,0.002448142065353597,0.6448588054473379,0.17935997612943896
llama31_8b,qkv,0,43,0.17213403243094227,0.0023579142632688304,0.6472167197106067,0.18904525457139804
llama31_8b,qkv,0,44,0.17121136903292447,0.002345275500581068,0.6495619952111877,0.18455478991024463
llama31_8b,qkv,0,45,0.16869290967813283,0.0023107773182619593,0.6518727725294498,0.1931195688100124
llama31_8b,qkv,0,46,0.16249713629357104,0.002225906812243339,0.6540986793416931,0.19272806430448441
llama31_8b,qkv,0,47,0.1614502669530159,0.002211566660473153,0.6563102460021663,0.17883084556817058
llama31_8b,qkv,0,48,0.1591007649011725,0.0021793828771655525,0.6584896288793317,0.1844674014249009
llama31_8b,qkv,0,49,0.15604001659997815,0.0021374563506458342,0.6606270852299775,0.18312475145224547
llama31_8b,qkv,0,50,0.15511114169469045,0.002124732501927255,0.6627518177319047,0.19787283906460051
llama31_8b,qkv,0,51,0.1494684358261211,0.002047437986351038,0.6647992557182558,0.19084908782396268
llama31_8b,qkv,0,52,0.1480842356711897,0.0020284770334096664,0.6668277327516656,0.2077284102821819
