model,method,layer,direction,s_i,top_magnitude_channel
llama31_8b,smoothquant_hadamard,12,v7,0.00013481604401022196,2932
llama31_8b,smoothquant_hadamard,12,v8,0.0001789074594853446,2932
llama31_8b,smoothquant_hadamard,12,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,12,v1,0.7277956008911133,2932
llama31_8b,duquant_style,12,v2,0.7208096981048584,2932
llama31_8b,duquant_style,12,v3,0.6810489296913147,2932
llama31_8b,duquant_style,12,v4,0.6417203545570374,2932
llama31_8b,duquant_style,12,v5,0.6660244464874268,2932
llama31_8b,duquant_style,12,v6,0.7704874873161316,2932
llama31_8b,duquant_style,12,v7,0.7312089800834656,2932
llama31_8b,duquant_style,12,v8,0.6893936991691589,2932
llama31_8b,duquant_style,12,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,12,v1,0.9999999403953552,2932
llama31_8b,nar,12,v2,0.9999999403953552,2932
llama31_8b,nar,12,v3,0.9999997019767761,2932
llama31_8b,nar,12,v4,0.9999996423721313,2932
llama31_8b,nar,12,v5,0.9999999403953552,2932
llama31_8b,nar,12,v6,0.9999998211860657,2932
llama31_8b,nar,12,v7,1.000000238418579,2932
llama31_8b,nar,12,v8,0.9999997019767761,2932
llama31_8b,nar,12,top_magnitude_channel,0.8319656848907471,2932
llama31_8b,hadamard,13,v1,0.0010173993650823832,1189
llama31_8b,hadamard,13,v2,0.0013701127609238029,1189
llama31_8b,hadamard,13,v3,0.0012751733884215355,1189
llama31_8b,hadamard,13,v4,0.000919926562346518,1189
llama31_8b,hadamard,13,v5,0.0012809495674446225,1189
llama31_8b,hadamard,13,v6,0.0014947280287742615,1189
llama31_8b,hadamard,13,v7,0.0019904342480003834,1189
llama31_8b,hadamard,13,v8,0.0011044827988371253,1189
llama31_8b,hadamard,13,top_magnitude_channel,0.0,1189
llama31_8b,smoothquant_hadamard,13,v1,5.604961916105822e-05,1189
llama31_8b,smoothquant_hadamard,13,v2,7.395246939267963e-05,1189
llama31_8b,smoothquant_hadamard,13,v3,7.898556941654533e-05,1189
llama31_8b,smoothquant_hadamard,13,v4,5.456636063172482e-05,1189
llama31_8b,smoothquant_hadamard,13,v5,7.182025001384318e-05,1189
llama31_8b,smoothquant_hadamard,13,v6,9.056970884557813e-05,1189
llama31_8b,smoothquant_hadamard,13,v7,0.00011592343798838556,1189
llama31_8b,smoothquant_hadamard,13,v8,6.501461029984057e-05,1189
llama31_8b,smoothquant_hadamard,13,top_magnitude_channel,0.0,1189
llama31_8b,duquant_style,13,v1,0.7663460969924927,1189
llama31_8b,duquant_style,13,v2,0.794593334197998,1189
llama31_8b,duquant_style,13,v3,0.7637957334518433,1189
llama31_8b,duquant_style,13,v4,0.7654981017112732,1189
llama31_8b,duquant_style,13,v5,0.7454497218132019,1189
llama31_8b,duquant_style,13,v6,0.7681512832641602,1189
llama31_8b,duquant_style,13,v7,0.771872341632843,1189
llama31_8b,duquant_style,13,v8,0.7671099901199341,1189
llama31_8b,duquant_style,13,top_magnitude_channel,0.9999999403953552,1189
llama31_8b,nar,13,v1,0.9999998211860657,1189
llama31_8b,nar,13,v2,0.9999998807907104,1189
llama31_8b,nar,13,v3,1.0000003576278687,1189
llama31_8b,nar,13,v4,1.0000003576278687,1189
llama31_8b,nar,13,v5,0.9999997019767761,1189
llama31_8b,nar,13,v6,0.9999998211860657,1189
llama31_8b,nar,13,v7,0.9999999403953552,1189
llama31_8b,nar,13,v8,0.9999999403953552,1189
llama31_8b,nar,13,top_magnitude_channel,0.8484310507774353,1189
llama31_8b,hadamard,14,v1,0.0012217352632433176,2932
llama31_8b,hadamard,14,v2,0.001321498304605484,2932
llama31_8b,hadamard,14,v3,0.001280062715522945,2932
llama31_8b,hadamard,14,v4,0.0009140919428318739,2932
llama31_8b,hadamard,14,v5,0.0015006420435383916,2932
llama31_8b,hadamard,14,v6,0.0010977120837196708,2932
llama31_8b,hadamard,14,v7,0.001781641854904592,2932
llama31_8b,hadamard,14,v8,0.0007418554159812629,2932
llama31_8b,hadamard,14,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,14,v1,7.465768430847675e-05,2932
llama31_8b,smoothquant_hadamard,14,v2,7.325316983042285e-05,2932
llama31_8b,smoothquant_hadamard,14,v3,7.947029371280223e-05,2932
llama31_8b,smoothquant_hadamard,14,v4,5.642050746246241e-05,2932
llama31_8b,smoothquant_hadamard,14,v5,9.295072231907398e-05,2932
llama31_8b,smoothquant_hadamard,14,v6,6.730981840519235e-05,2932
llama31_8b,smoothquant_hadamard,14,v7,0.00010267623292747885,2932
llama31_8b,smoothquant_hadamard,14,v8,4.6261320676421747e-05,2932
llama31_8b,smoothquant_hadamard,14,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,14,v1,0.7041307687759399,2932
llama31_8b,duquant_style,14,v2,0.7546191215515137,2932
llama31_8b,duquant_style,14,v3,0.7468043565750122,2932
llama31_8b,duquant_style,14,v4,0.7401610016822815,2932
llama31_8b,duquant_style,14,v5,0.6965181827545166,2932
llama31_8b,duquant_style,14,v6,0.7806552648544312,2932
llama31_8b,duquant_style,14,v7,0.7895963191986084,2932
llama31_8b,duquant_style,14,v8,0.8232269287109375,2932
llama31_8b,duquant_style,14,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,14,v1,0.9999999403953552,2932
llama31_8b,nar,14,v2,0.9999999403953552,2932
llama31_8b,nar,14,v3,0.9999999403953552,2932
llama31_8b,nar,14,v4,0.9999998807907104,2932
llama31_8b,nar,14,v5,0.9999999403953552,2932
llama31_8b,nar,14,v6,0.9999999403953552,2932
llama31_8b,nar,14,v7,0.9999998211860657,2932
llama31_8b,nar,14,v8,1.000000238418579,2932
llama31_8b,nar,14,top_magnitude_channel,0.8429197072982788,2932
llama31_8b,hadamard,15,v1,0.001267258427105844,2932
llama31_8b,hadamard,15,v2,0.0016135330079123378,2932
llama31_8b,hadamard,15,v3,0.002020954852923751,2932
llama31_8b,hadamard,15,v4,0.001614676322788,2932
llama31_8b,hadamard,15,v5,0.0023028196301311255,2932
llama31_8b,hadamard,15,v6,0.0012110413517802954,2932
llama31_8b,hadamard,15,v7,0.0023885846603661776,2932
llama31_8b,hadamard,15,v8,0.001408312702551484,2932
llama31_8b,hadamard,15,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,15,v1,7.848814857425168e-05,2932
llama31_8b,smoothquant_hadamard,15,v2,8.930169860832393e-05,2932
llama31_8b,smoothquant_hadamard,15,v3,0.0001270734501304105,2932
llama31_8b,smoothquant_hadamard,15,v4,9.810771734919399e-05,2932
llama31_8b,smoothquant_hadamard,15,v5,0.00013824629422742873,2932
llama31_8b,smoothquant_hadamard,15,v6,7.75853477534838e-05,2932
llama31_8b,smoothquant_hadamard,15,v7,0.0001365247298963368,2932
llama31_8b,smoothquant_hadamard,15,v8,8.731293928576633e-05,2932
llama31_8b,smoothquant_hadamard,15,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,15,v1,0.6735252141952515,2932
llama31_8b,duquant_style,15,v2,0.7612406611442566,2932
llama31_8b,duquant_style,15,v3,0.651099443435669,2932
llama31_8b,duquant_style,15,v4,0.7670257091522217,2932
llama31_8b,duquant_style,15,v5,0.6636662483215332,2932
llama31_8b,duquant_style,15,v6,0.7816789746284485,2932
llama31_8b,duquant_style,15,v7,0.7186523675918579,2932
llama31_8b,duquant_style,15,v8,0.7178674936294556,2932
llama31_8b,duquant_style,15,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,15,v1,1.000000238418579,2932
llama31_8b,nar,15,v2,1.0000003576278687,2932
llama31_8b,nar,15,v3,0.9999998211860657,2932
llama31_8b,nar,15,v4,0.9999999403953552,2932
llama31_8b,nar,15,v5,1.0000001192092896,2932
llama31_8b,nar,15,v6,0.9999998807907104,2932
llama31_8b,nar,15,v7,1.0,2932
llama31_8b,nar,15,v8,1.000000238418579,2932
llama31_8b,nar,15,top_magnitude_channel,0.8725243806838989,2932
llama31_8b,hadamard,16,v1,0.0011688059894368052,2932
llama31_8b,hadamard,16,v2,0.0013555794721469283,2932
llama31_8b,hadamard,16,v3,0.0008957427344284952,2932
llama31_8b,hadamard,16,v4,0.001649519894272089,2932
llama31_8b,hadamard,16,v5,0.0019387269858270884,2932
llama31_8b,hadamard,16,v6,0.0010396832367405295,2932
llama31_8b,hadamard,16,v7,0.0013828389346599579,2932
llama31_8b,hadamard,16,v8,0.0010279222624376416,2932
llama31_8b,hadamard,16,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,16,v1,6.903280882397667e-05,2932
llama31_8b,smoothquant_hadamard,16,v2,7.50718463677913e-05,2932
llama31_8b,smoothquant_hadamard,16,v3,5.6519958889111876e-05,2932
llama31_8b,smoothquant_hadamard,16,v4,9.238252823706716e-05,2932
llama31_8b,smoothquant_hadamard,16,v5,0.00011085001460742205,2932
llama31_8b,smoothquant_hadamard,16,v6,6.508881779154763e-05,2932
llama31_8b,smoothquant_hadamard,16,v7,8.431924652541056e-05,2932
llama31_8b,smoothquant_hadamard,16,v8,6.205467798281461e-05,2932
llama31_8b,smoothquant_hadamard,16,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,16,v1,0.6707122921943665,2932
llama31_8b,duquant_style,16,v2,0.7599323391914368,2932
llama31_8b,duquant_style,16,v3,0.7216789722442627,2932
llama31_8b,duquant_style,16,v4,0.7406794428825378,2932
llama31_8b,duquant_style,16,v5,0.7215432524681091,2932
llama31_8b,duquant_style,16,v6,0.7030779123306274,2932
llama31_8b,duquant_style,16,v7,0.7979938387870789,2932
llama31_8b,duquant_style,16,v8,0.7693255543708801,2932
llama31_8b,duquant_style,16,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,16,v1,0.9999999403953552,2932
llama31_8b,nar,16,v2,1.000000238418579,2932
llama31_8b,nar,16,v3,0.9999999403953552,2932
llama31_8b,nar,16,v4,1.0,2932
llama31_8b,nar,16,v5,0.9999999403953552,2932
llama31_8b,nar,16,v6,1.0,2932
llama31_8b,nar,16,v7,1.0,2932
llama31_8b,nar,16,v8,1.0,2932
llama31_8b,nar,16,top_magnitude_channel,0.8722332119941711,2932
llama31_8b,hadamard,17,v1,0.0014670748496428132,2932
llama31_8b,hadamard,17,v2,0.002254603197798133,2932
llama31_8b,hadamard,17,v3,0.0020846815314143896,2932
llama31_8b,hadamard,17,v4,0.0019122610101476312,2932
llama31_8b,hadamard,17,v5,0.001429791678674519,2932
llama31_8b,hadamard,17,v6,0.0017086428124457598,2932
llama31_8b,hadamard,17,v7,0.0014671466778963804,2932
llama31_8b,hadamard,17,v8,0.005505871027708054,2932
llama31_8b,hadamard,17,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,17,v1,7.65305376262404e-05,2932
llama31_8b,smoothquant_hadamard,17,v2,0.00011234416160732508,2932
llama31_8b,smoothquant_hadamard,17,v3,0.00010737571574281901,2932
llama31_8b,smoothquant_hadamard,17,v4,9.650635183788836e-05,2932
llama31_8b,smoothquant_hadamard,17,v5,7.884065416874364e-05,2932
llama31_8b,smoothquant_hadamard,17,v6,0.0001009411716950126,2932
llama31_8b,smoothquant_hadamard,17,v7,8.174899267032743e-05,2932
llama31_8b,smoothquant_hadamard,17,v8,0.00021949101937934756,2932
llama31_8b,smoothquant_hadamard,17,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,17,v1,0.6240739822387695,2932
llama31_8b,duquant_style,17,v2,0.7226324677467346,2932
llama31_8b,duquant_style,17,v3,0.5031919479370117,2932
llama31_8b,duquant_style,17,v4,0.7099277377128601,2932
llama31_8b,duquant_style,17,v5,0.7093992233276367,2932
llama31_8b,duquant_style,17,v6,0.6854265332221985,2932
llama31_8b,duquant_style,17,v7,0.7034302353858948,2932
llama31_8b,duquant_style,17,v8,0.5774749517440796,2932
llama31_8b,duquant_style,17,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,17,v1,1.0000003576278687,2932
llama31_8b,nar,17,v2,1.0,2932
llama31_8b,nar,17,v3,0.9999995827674866,2932
llama31_8b,nar,17,v4,0.9999998807907104,2932
llama31_8b,nar,17,v5,1.0000001192092896,2932
llama31_8b,nar,17,v6,1.0,2932
llama31_8b,nar,17,v7,0.9999999403953552,2932
llama31_8b,nar,17,v8,0.9999999403953552,2932
llama31_8b,nar,17,top_magnitude_channel,0.8655064105987549,2932
llama31_8b,hadamard,18,v1,0.0016352733364328742,2932
llama31_8b,hadamard,18,v2,0.002706085331737995,2932
llama31_8b,hadamard,18,v3,0.002284102840349078,2932
llama31_8b,hadamard,18,v4,0.0013704634038731456,2932
llama31_8b,hadamard,18,v5,0.0011514846701174974,2932
llama31_8b,hadamard,18,v6,0.0016134341713041067,2932
llama31_8b,hadamard,18,v7,0.0019128855783492327,2932
llama31_8b,hadamard,18,v8,0.003428862662985921,2932
llama31_8b,hadamard,18,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,18,v1,8.527874160790816e-05,2932
llama31_8b,smoothquant_hadamard,18,v2,0.00011853233445435762,2932
llama31_8b,smoothquant_hadamard,18,v3,0.00011152950173709542,2932
llama31_8b,smoothquant_hadamard,18,v4,7.364887278527021e-05,2932
llama31_8b,smoothquant_hadamard,18,v5,6.624720845138654e-05,2932
llama31_8b,smoothquant_hadamard,18,v6,9.526722715236247e-05,2932
llama31_8b,smoothquant_hadamard,18,v7,0.00010346310591557994,2932
llama31_8b,smoothquant_hadamard,18,v8,0.00014660482702311128,2932
llama31_8b,smoothquant_hadamard,18,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,18,v1,0.5731316804885864,2932
llama31_8b,duquant_style,18,v2,0.6802728772163391,2932
llama31_8b,duquant_style,18,v3,0.40738174319267273,2932
llama31_8b,duquant_style,18,v4,0.7221221923828125,2932
llama31_8b,duquant_style,18,v5,0.6392419934272766,2932
llama31_8b,duquant_style,18,v6,0.7382051348686218,2932
llama31_8b,duquant_style,18,v7,0.6449989080429077,2932
llama31_8b,duquant_style,18,v8,0.5976114273071289,2932
llama31_8b,duquant_style,18,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,18,v1,1.0,2932
llama31_8b,nar,18,v2,1.0000001192092896,2932
llama31_8b,nar,18,v3,1.0000001192092896,2932
llama31_8b,nar,18,v4,1.000000238418579,2932
llama31_8b,nar,18,v5,0.9999998211860657,2932
llama31_8b,nar,18,v6,1.0,2932
llama31_8b,nar,18,v7,0.9999999403953552,2932
llama31_8b,nar,18,v8,0.9999999403953552,2932
llama31_8b,nar,18,top_magnitude_channel,0.8717924356460571,2932
llama31_8b,hadamard,19,v1,0.0020860210061073303,2932
llama31_8b,hadamard,19,v2,0.00466465950012207,2932
llama31_8b,hadamard,19,v3,0.001936902990564704,2932
llama31_8b,hadamard,19,v4,0.0016950333956629038,2932
llama31_8b,hadamard,19,v5,0.0010830742539837956,2932
llama31_8b,hadamard,19,v6,0.0022732592187821865,2932
llama31_8b,hadamard,19,v7,0.0028714861255139112,2932
llama31_8b,hadamard,19,v8,0.007146036252379417,2932
llama31_8b,hadamard,19,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,19,v1,8.969067130237818e-05,2932
llama31_8b,smoothquant_hadamard,19,v2,0.00016997853526845574,2932
llama31_8b,smoothquant_hadamard,19,v3,9.914054680848494e-05,2932
llama31_8b,smoothquant_hadamard,19,v4,9.155992302112281e-05,2932
llama31_8b,smoothquant_hadamard,19,v5,6.172862049425021e-05,2932
llama31_8b,smoothquant_hadamard,19,v6,0.00011946053564315662,2932
llama31_8b,smoothquant_hadamard,19,v7,0.00011983159492956474,2932
llama31_8b,smoothquant_hadamard,19,v8,0.00023639936989638954,2932
llama31_8b,smoothquant_hadamard,19,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,19,v1,0.5538549423217773,2932
llama31_8b,duquant_style,19,v2,0.6151509881019592,2932
llama31_8b,duquant_style,19,v3,0.3955713212490082,2932
llama31_8b,duquant_style,19,v4,0.6540316939353943,2932
llama31_8b,duquant_style,19,v5,0.5352669954299927,2932
llama31_8b,duquant_style,19,v6,0.6193140745162964,2932
llama31_8b,duquant_style,19,v7,0.6533691883087158,2932
llama31_8b,duquant_style,19,v8,0.5547441244125366,2932
llama31_8b,duquant_style,19,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,19,v1,0.9999999403953552,2932
llama31_8b,nar,19,v2,0.9999999403953552,2932
llama31_8b,nar,19,v3,1.000000238418579,2932
llama31_8b,nar,19,v4,0.9999995827674866,2932
llama31_8b,nar,19,v5,1.000000238418579,2932
llama31_8b,nar,19,v6,0.9999999403953552,2932
llama31_8b,nar,19,v7,0.9999999403953552,2932
llama31_8b,nar,19,v8,1.0000005960464478,2932
llama31_8b,nar,19,top_magnitude_channel,0.8565231561660767,2932
llama31_8b,hadamard,20,v1,0.00231906003318727,2932
llama31_8b,hadamard,20,v2,0.0062490846030414104,2932
llama31_8b,hadamard,20,v3,0.001693788100965321,2932
llama31_8b,hadamard,20,v4,0.0013836858561262488,2932
llama31_8b,hadamard,20,v5,0.001059408183209598,2932
llama31_8b,hadamard,20,v6,0.006007942371070385,2932
llama31_8b,hadamard,20,v7,0.0016151809832081199,2932
llama31_8b,hadamard,20,v8,0.0037811249494552612,2932
llama31_8b,hadamard,20,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,20,v1,8.765142410993576e-05,2932
llama31_8b,smoothquant_hadamard,20,v2,0.00019304727902635932,2932
llama31_8b,smoothquant_hadamard,20,v3,9.490818774793297e-05,2932
llama31_8b,smoothquant_hadamard,20,v4,7.726612966507673e-05,2932
llama31_8b,smoothquant_hadamard,20,v5,5.940936171100475e-05,2932
llama31_8b,smoothquant_hadamard,20,v6,0.00019340116705279797,2932
llama31_8b,smoothquant_hadamard,20,v7,9.055546252056956e-05,2932
llama31_8b,smoothquant_hadamard,20,v8,0.00013129993749316782,2932
llama31_8b,smoothquant_hadamard,20,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,20,v1,0.6127071380615234,2932
llama31_8b,duquant_style,20,v2,0.5983240008354187,2932
llama31_8b,duquant_style,20,v3,0.4434242248535156,2932
llama31_8b,duquant_style,20,v4,0.704270601272583,2932
llama31_8b,duquant_style,20,v5,0.5230274200439453,2932
llama31_8b,duquant_style,20,v6,0.6514776349067688,2932
llama31_8b,duquant_style,20,v7,0.6879381537437439,2932
llama31_8b,duquant_style,20,v8,0.5696981549263,2932
llama31_8b,duquant_style,20,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,20,v1,1.0000001192092896,2932
llama31_8b,nar,20,v2,0.9999996423721313,2932
llama31_8b,nar,20,v3,0.9999999403953552,2932
llama31_8b,nar,20,v4,0.9999998211860657,2932
llama31_8b,nar,20,v5,1.0,2932
llama31_8b,nar,20,v6,0.9999998807907104,2932
llama31_8b,nar,20,v7,0.9999998807907104,2932
llama31_8b,nar,20,v8,1.0000001192092896,2932
llama31_8b,nar,20,top_magnitude_channel,0.8404438495635986,2932
llama31_8b,hadamard,21,v1,0.003403302514925599,291
llama31_8b,hadamard,21,v2,0.007748323027044535,291
llama31_8b,hadamard,21,v3,0.002717143390327692,291
llama31_8b,hadamard,21,v4,0.0018250526627525687,291
llama31_8b,hadamard,21,v5,0.001452900585718453,291
llama31_8b,hadamard,21,v6,0.003842896083369851,291
llama31_8b,hadamard,21,v7,0.009569755755364895,291
llama31_8b,hadamard,21,v8,0.001209184410981834,291
llama31_8b,hadamard,21,top_magnitude_channel,0.0,291
llama31_8b,smoothquant_hadamard,21,v1,9.114243584917858e-05,291
llama31_8b,smoothquant_hadamard,21,v2,0.00019413190602790564,291
llama31_8b,smoothquant_hadamard,21,v3,0.00010763658792711794,291
llama31_8b,smoothquant_hadamard,21,v4,9.083015902433544e-05,291
llama31_8b,smoothquant_hadamard,21,v5,8.448718290310353e-05,291
llama31_8b,smoothquant_hadamard,21,v6,0.00012747259461320937,291
llama31_8b,smoothquant_hadamard,21,v7,0.00023735762806609273,291
llama31_8b,smoothquant_hadamard,21,v8,6.768211460439488e-05,291
llama31_8b,smoothquant_hadamard,21,top_magnitude_channel,0.0,291
llama31_8b,duquant_style,21,v1,0.6059322357177734,291
llama31_8b,duquant_style,21,v2,0.6173310875892639,291
llama31_8b,duquant_style,21,v3,0.4340527057647705,291
llama31_8b,duquant_style,21,v4,0.6607584357261658,291
llama31_8b,duquant_style,21,v5,0.5066580176353455,291
llama31_8b,duquant_style,21,v6,0.5899658203125,291
llama31_8b,duquant_style,21,v7,0.6214564442634583,291
llama31_8b,duquant_style,21,v8,0.635101318359375,291
llama31_8b,duquant_style,21,top_magnitude_channel,0.9999999403953552,291
llama31_8b,nar,21,v1,1.000000238418579,291
llama31_8b,nar,21,v2,0.9999999403953552,291
llama31_8b,nar,21,v3,0.9999999403953552,291
llama31_8b,nar,21,v4,0.9999998211860657,291
llama31_8b,nar,21,v5,0.9999999403953552,291
llama31_8b,nar,21,v6,1.000000238418579,291
llama31_8b,nar,21,v7,1.0,291
llama31_8b,nar,21,v8,1.0,291
llama31_8b,nar,21,top_magnitude_channel,0.7135621309280396,291
llama31_8b,hadamard,22,v1,0.0029416847974061966,2932
llama31_8b,hadamard,22,v2,0.005727207753807306,2932
llama31_8b,hadamard,22,v3,0.0017204212490469217,2932
llama31_8b,hadamard,22,v4,0.001894543063826859,2932
llama31_8b,hadamard,22,v5,0.0013905009254813194,2932
llama31_8b,hadamard,22,v6,0.0041374461725354195,2932
llama31_8b,hadamard,22,v7,0.007155400700867176,2932
llama31_8b,hadamard,22,v8,0.0012047369964420795,2932
llama31_8b,hadamard,22,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,22,v1,7.677509711356834e-05,2932
llama31_8b,smoothquant_hadamard,22,v2,0.000149915213114582,2932
llama31_8b,smoothquant_hadamard,22,v3,8.015071216505021e-05,2932
llama31_8b,smoothquant_hadamard,22,v4,7.599023956572637e-05,2932
llama31_8b,smoothquant_hadamard,22,v5,6.561496411450207e-05,2932
llama31_8b,smoothquant_hadamard,22,v6,0.00012594372674357146,2932
llama31_8b,smoothquant_hadamard,22,v7,0.00019516950123943388,2932
llama31_8b,smoothquant_hadamard,22,v8,6.210172432474792e-05,2932
llama31_8b,smoothquant_hadamard,22,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,22,v1,0.6222442984580994,2932
llama31_8b,duquant_style,22,v2,0.572314441204071,2932
llama31_8b,duquant_style,22,v3,0.45818254351615906,2932
llama31_8b,duquant_style,22,v4,0.7183632850646973,2932
llama31_8b,duquant_style,22,v5,0.5380219221115112,2932
llama31_8b,duquant_style,22,v6,0.6200255155563354,2932
llama31_8b,duquant_style,22,v7,0.6280652284622192,2932
llama31_8b,duquant_style,22,v8,0.6237612366676331,2932
llama31_8b,duquant_style,22,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,22,v1,1.0,2932
llama31_8b,nar,22,v2,0.9999998807907104,2932
llama31_8b,nar,22,v3,1.0000001192092896,2932
llama31_8b,nar,22,v4,0.9999992847442627,2932
llama31_8b,nar,22,v5,1.0000001192092896,2932
llama31_8b,nar,22,v6,0.9999999403953552,2932
llama31_8b,nar,22,v7,0.9999998807907104,2932
llama31_8b,nar,22,v8,0.9999998807907104,2932
llama31_8b,nar,22,top_magnitude_channel,0.8550887703895569,2932
llama31_8b,hadamard,23,v1,0.0026855270843952894,2932
llama31_8b,hadamard,23,v2,0.006839487701654434,2932
llama31_8b,hadamard,23,v3,0.007862650789320469,2932
llama31_8b,hadamard,23,v4,0.0025492243003100157,2932
llama31_8b,hadamard,23,v5,0.002380440244451165,2932
llama31_8b,hadamard,23,v6,0.0028310713823884726,2932
llama31_8b,hadamard,23,v7,0.012424781918525696,2932
llama31_8b,hadamard,23,v8,0.0019201877294108272,2932
llama31_8b,hadamard,23,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,23,v1,6.554434366989881e-05,2932
llama31_8b,smoothquant_hadamard,23,v2,0.00020490291353780776,2932
llama31_8b,smoothquant_hadamard,23,v3,0.0001791922841221094,2932
llama31_8b,smoothquant_hadamard,23,v4,0.00010339063737774268,2932
llama31_8b,smoothquant_hadamard,23,v5,0.00010947840928565711,2932
llama31_8b,smoothquant_hadamard,23,v6,0.00012231225264258683,2932
llama31_8b,smoothquant_hadamard,23,v7,0.0002709560503717512,2932
llama31_8b,smoothquant_hadamard,23,v8,9.32295952225104e-05,2932
llama31_8b,smoothquant_hadamard,23,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,23,v1,0.5846663117408752,2932
llama31_8b,duquant_style,23,v2,0.3877878189086914,2932
llama31_8b,duquant_style,23,v3,0.4806380867958069,2932
llama31_8b,duquant_style,23,v4,0.4143783152103424,2932
llama31_8b,duquant_style,23,v5,0.5435405969619751,2932
llama31_8b,duquant_style,23,v6,0.5429977774620056,2932
llama31_8b,duquant_style,23,v7,0.6097215414047241,2932
llama31_8b,duquant_style,23,v8,0.5333588123321533,2932
llama31_8b,duquant_style,23,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,23,v1,0.9999999403953552,2932
llama31_8b,nar,23,v2,1.0000003576278687,2932
llama31_8b,nar,23,v3,1.0000001192092896,2932
llama31_8b,nar,23,v4,1.0000001192092896,2932
llama31_8b,nar,23,v5,1.0000003576278687,2932
llama31_8b,nar,23,v6,0.9999999403953552,2932
llama31_8b,nar,23,v7,0.9999998211860657,2932
llama31_8b,nar,23,v8,1.0000001192092896,2932
llama31_8b,nar,23,top_magnitude_channel,0.7983782291412354,2932
llama31_8b,hadamard,24,v1,0.003320089541375637,2932
llama31_8b,hadamard,24,v2,0.009165816009044647,2932
llama31_8b,hadamard,24,v3,0.006447107531130314,2932
llama31_8b,hadamard,24,v4,0.001764768618158996,2932
llama31_8b,hadamard,24,v5,0.0028028537053614855,2932
llama31_8b,hadamard,24,v6,0.00625619338825345,2932
llama31_8b,hadamard,24,v7,0.004863089881837368,2932
llama31_8b,hadamard,24,v8,0.005353332497179508,2932
llama31_8b,hadamard,24,top_magnitude_channel,0.0,2932
llama31_8b,smoothquant_hadamard,24,v1,7.631818880327046e-05,2932
llama31_8b,smoothquant_hadamard,24,v2,0.00023123448772821575,2932
llama31_8b,smoothquant_hadamard,24,v3,0.00016119932115543634,2932
llama31_8b,smoothquant_hadamard,24,v4,7.42435222491622e-05,2932
llama31_8b,smoothquant_hadamard,24,v5,0.00011002673272741958,2932
llama31_8b,smoothquant_hadamard,24,v6,0.00019737072580028325,2932
llama31_8b,smoothquant_hadamard,24,v7,0.00014696303696837276,2932
llama31_8b,smoothquant_hadamard,24,v8,0.0001404916838509962,2932
llama31_8b,smoothquant_hadamard,24,top_magnitude_channel,0.0,2932
llama31_8b,duquant_style,24,v1,0.6196082830429077,2932
llama31_8b,duquant_style,24,v2,0.4609764814376831,2932
llama31_8b,duquant_style,24,v3,0.3855331838130951,2932
llama31_8b,duquant_style,24,v4,0.6653270721435547,2932
llama31_8b,duquant_style,24,v5,0.3455565273761749,2932
llama31_8b,duquant_style,24,v6,0.5238528251647949,2932
llama31_8b,duquant_style,24,v7,0.6754506230354309,2932
llama31_8b,duquant_style,24,v8,0.5542003512382507,2932
llama31_8b,duquant_style,24,top_magnitude_channel,0.9999999403953552,2932
llama31_8b,nar,24,v1,1.0000001192092896,2932
llama31_8b,nar,24,v2,0.9999998807907104,2932
llama31_8b,nar,24,v3,0.9999999403953552,2932
llama31_8b,nar,24,v4,0.9999999403953552,2932
llama31_8b,nar,24,v5,1.000000238418579,2932
llama31_8b,nar,24,v6,1.0,2932
llama31_8b,nar,24,v7,1.0000003576278687,2932
llama31_8b,nar,24,v8,1.000000238418579,2932
