model,site,layer,method,selected_tokens,selected_bos,selected_sequences,bos_fraction,indices_sha256,values_sha256,selection_artifact
llama31_8b,qkv,23,B_top1_no_bos,128,0,128,0.0,f97891a264d0e417a2a96064f32b37a196e8a22ab8027c01d9ab003a4062fa59,2d4408f55d9b4aeda6ab40268073b70d34b54d66e392d0a7b1c6b4e2699e831a,qkv_layer_23.selection.pt
llama31_8b,qkv,23,C_top1pct,2622,0,120,0.0,49cd596ef49c591190a8ec28cca0bdd7077de35ca0dd5cce23f6f1b1a07d8aa4,dfd4928b7d00e8e8a3ebcdc0434e03f3c4d4170bd1773393c61c178726102c7b,qkv_layer_23.selection.pt
llama31_8b,qkv,23,C_top1pct_no_bos,2621,0,120,0.0,94d95cab82a863cff52c49535b158f997f1647113fd120c3ab2f8e0952482fac,bcb48f1ddeb6b6627ae24ae0188263ffd8183c843baedba5766425890a53542b,qkv_layer_23.selection.pt
llama31_8b,qkv,24,B_top1,128,0,128,0.0,fb8b9586ad271f85c645dcb933b087e347ae5e443e1eebc066e04996fcff9c64,ab784cf4be3d3af57b71cae517f4445ecdb2e485ff011a11347640a55c2de1f3,qkv_layer_24.selection.pt
llama31_8b,qkv,24,B_top1_no_bos,128,0,128,0.0,fb8b9586ad271f85c645dcb933b087e347ae5e443e1eebc066e04996fcff9c64,ab784cf4be3d3af57b71cae517f4445ecdb2e485ff011a11347640a55c2de1f3,qkv_layer_24.selection.pt
llama31_8b,qkv,24,C_top1pct,2622,0,123,0.0,9c1deedac5b0ba90f8616db4b21650d2ce14eab810d0daf3b8258fcf57c1d4b3,6f179a626cdd09389f4eea4fdf02f582fbcb2384b0c3851ff1eee862bbce158b,qkv_layer_24.selection.pt
llama31_8b,qkv,24,C_top1pct_no_bos,2621,0,123,0.0,adb2f27030d34df19334882c515a8290e8f2cdb78552e2cd50e918644b46a445,de79b20d9fece0598d6f0607b08e1ab8047655ff6957517cbe38e63d71128252,qkv_layer_24.selection.pt
llama31_8b,qkv,25,B_top1,128,0,128,0.0,f16e6f7d51b8cce20112e2acaa2602c2b08a232716cdf98eb4fdf4ef84a1671e,35b8aa9d5cf65c00dceece2ab8ba16986f686ca0f64c7a86e731424dfb3c1ef4,qkv_layer_25.selection.pt
llama31_8b,qkv,25,B_top1_no_bos,128,0,128,0.0,f16e6f7d51b8cce20112e2acaa2602c2b08a232716cdf98eb4fdf4ef84a1671e,35b8aa9d5cf65c00dceece2ab8ba16986f686ca0f64c7a86e731424dfb3c1ef4,qkv_layer_25.selection.pt
llama31_8b,qkv,25,C_top1pct,2622,0,123,0.0,fd66cec0d098c8649d5881e5668468319f541dfdc07564f7921a5094b5f2da5e,28bb34dc9733140c6f529530adc47273e09d0a50c4897503f41b2d00e015e148,qkv_layer_25.selection.pt
llama31_8b,qkv,25,C_top1pct_no_bos,2621,0,123,0.0,5c82ad630c322508363d7ebbf8e1cbae3026ebf4200159a451fd2bf001abf28d,427fee2ae63e094121a84cd980461ccb7df6133e49a7f3b8b53f2f525617baa4,qkv_layer_25.selection.pt
llama31_8b,qkv,26,B_top1,128,0,128,0.0,c6cb4666c9dca8066d4f45fa7c1e5717c1751fadd7461742df2cc416e2b4e174,592a13f7fca708a4f23a6198c6f5c89b909db7cf2aac7677255e3625f753e852,qkv_layer_26.selection.pt
llama31_8b,qkv,26,B_top1_no_bos,128,0,128,0.0,c6cb4666c9dca8066d4f45fa7c1e5717c1751fadd7461742df2cc416e2b4e174,592a13f7fca708a4f23a6198c6f5c89b909db7cf2aac7677255e3625f753e852,qkv_layer_26.selection.pt
llama31_8b,qkv,26,C_top1pct,2622,0,128,0.0,539d8c903c3408990103d6d786da25db96c6eeda7f92d86ca735842665fe893e,7e802f9acbf16c5c2bc13bba4577298e51513178c7b2e67c662c5fc971a4d6b1,qkv_layer_26.selection.pt
llama31_8b,qkv,26,C_top1pct_no_bos,2621,0,128,0.0,395799fd9c7f4b157e614a3ddcfdd65a904d18218db0769bd32aa7894f965393,7cbaaa1d3c621119310984f0668c4f4b717b16deddd38ed72ab0dd3a7d2d34cc,qkv_layer_26.selection.pt
llama31_8b,qkv,27,B_top1,128,0,128,0.0,a246b890accfce415bf95998ce93dd997254cf7ef492406db1bcc58d57cdc493,cff52b9ed4fc87fc11800722339b96d7656e92fb12bc56aa45274f50883f91bf,qkv_layer_27.selection.pt
llama31_8b,qkv,27,B_top1_no_bos,128,0,128,0.0,a246b890accfce415bf95998ce93dd997254cf7ef492406db1bcc58d57cdc493,cff52b9ed4fc87fc11800722339b96d7656e92fb12bc56aa45274f50883f91bf,qkv_layer_27.selection.pt
llama31_8b,qkv,27,C_top1pct,2622,0,126,0.0,64d9f0f5b347067b5ca330113655556ba975c1c0d1a4ddc8dc2507567907dd4c,0f79f5d7c035d86b84a9994d6f6ccf4825d87da22868096d8c359535b3c43140,qkv_layer_27.selection.pt
llama31_8b,qkv,27,C_top1pct_no_bos,2621,0,126,0.0,efa26ecfdc608f9af1efcb6db71adf93c1aadd6d6d0c8684d2bb6a4830d5ed90,1110e982549da9dd1073380b79e731871b0da4b3fcd67b3fe88067382a1e81db,qkv_layer_27.selection.pt
llama31_8b,qkv,28,B_top1,128,0,128,0.0,78a32f175bb14740a4e45a313afa49733d1499851bfc39ca63325bcf0cc6564c,65d7add58700b75b23b656e7eae5b1fb9177fcbc7ae8b456fcbf1c1303670837,qkv_layer_28.selection.pt
llama31_8b,qkv,28,B_top1_no_bos,128,0,128,0.0,78a32f175bb14740a4e45a313afa49733d1499851bfc39ca63325bcf0cc6564c,65d7add58700b75b23b656e7eae5b1fb9177fcbc7ae8b456fcbf1c1303670837,qkv_layer_28.selection.pt
llama31_8b,qkv,28,C_top1pct,2622,0,123,0.0,a73b81a0da56379fbdb9e36390d158ab06062c20fddb79b50612574e6aa0b068,2a48e09765fbc0818a980ae1c80a27129b2b54038d325a39ae8503ebebf35b9f,qkv_layer_28.selection.pt
llama31_8b,qkv,28,C_top1pct_no_bos,2621,0,123,0.0,3e57117634c7a12f55e7ff8387c1812e1a253ba1c72e33fc223eae994c8c3b15,e62047a2e836f527dbcb99a8b30ff6d5ef267a4fe41c89aa7bc180ede566440d,qkv_layer_28.selection.pt
llama31_8b,qkv,29,B_top1,128,0,128,0.0,1f5064c2cbc9ddeae2c437ef94b2dcecc849fec985d7a5c422e9696146cf3397,640a223b3d4d1c58a8c03e9523bd782c1b14e759ca8df73862e277fcd88d430c,qkv_layer_29.selection.pt
llama31_8b,qkv,29,B_top1_no_bos,128,0,128,0.0,1f5064c2cbc9ddeae2c437ef94b2dcecc849fec985d7a5c422e9696146cf3397,640a223b3d4d1c58a8c03e9523bd782c1b14e759ca8df73862e277fcd88d430c,qkv_layer_29.selection.pt
llama31_8b,qkv,29,C_top1pct,2622,0,120,0.0,5dfa27c9f88d5fffab1e8b12b377133bcf105f172c8c250d084373208677dae9,15648b0b950286d97f4984f71d2ba28b79ade71dbf60a0214c6cd9d1cc3d7542,qkv_layer_29.selection.pt
llama31_8b,qkv,29,C_top1pct_no_bos,2621,0,120,0.0,5b8be1fe51e24eb6a6bb6b5c3feac80e81c4b597f1324e7aef403926505ccd2c,1d73e995841ae85e486b11df2ed7866f11f8ddc81d4278d643d8741d10d5655a,qkv_layer_29.selection.pt
llama31_8b,qkv,30,B_top1,128,0,128,0.0,94c94ec24e9b35abc4fb9cb893eb0f30ee7ebad33aaefe2c21021f04db3bcae7,d27b00ad1dddfdf39ef380e1a4b06b4e8832ca959a240be93d34dad8d549b7c6,qkv_layer_30.selection.pt
llama31_8b,qkv,30,B_top1_no_bos,128,0,128,0.0,94c94ec24e9b35abc4fb9cb893eb0f30ee7ebad33aaefe2c21021f04db3bcae7,d27b00ad1dddfdf39ef380e1a4b06b4e8832ca959a240be93d34dad8d549b7c6,qkv_layer_30.selection.pt
llama31_8b,qkv,30,C_top1pct,2622,0,119,0.0,d7125ff0a25e31377120f721445129fe1fec6a1e06f04c9720a0287907754531,6030afc6b4f4eeba833429e7a33247123079ea7793574eb0a84691e09f13dfcd,qkv_layer_30.selection.pt
llama31_8b,qkv,30,C_top1pct_no_bos,2621,0,119,0.0,28d70d1e39c702d7d17670a1292a78b89c31fac7acf446125a3ac6790ac804a5,be288bca9087f24405a9cc4814c5d0dff12c5ddfeea7d945135c89b78ca88a60,qkv_layer_30.selection.pt
llama31_8b,qkv,31,B_top1,128,0,128,0.0,7435026801bf331ba0bf811aa3bcb605a2e6cdf019d67c1a0cace35b118ab1ef,638eca898c224c04c1abe4699d971ed42e72a065facfe59faff02c23eaed57d1,qkv_layer_31.selection.pt
llama31_8b,qkv,31,B_top1_no_bos,128,0,128,0.0,7435026801bf331ba0bf811aa3bcb605a2e6cdf019d67c1a0cace35b118ab1ef,638eca898c224c04c1abe4699d971ed42e72a065facfe59faff02c23eaed57d1,qkv_layer_31.selection.pt
llama31_8b,qkv,31,C_top1pct,2622,0,127,0.0,3cd29b9738ac1c4b23c4232adfa6bc6627988ff4d89e02098328c6ee8dede509,68ae65f697f1bfdea3dd25263ce4d422804793cd92c7161723139bfac67d3c76,qkv_layer_31.selection.pt
llama31_8b,qkv,31,C_top1pct_no_bos,2621,0,127,0.0,485b1d08d672ce8735e800fc3a907ebf003296b199c19a94bbd7fdad7fa3a41c,ce598cdaa2bf36a35c7684e9f6650752fedc0d554356f5a8d72724fc8bf10e43,qkv_layer_31.selection.pt
llama31_8b,down,0,B_top1,128,128,128,1.0,14461865478ef86759e877872abcf7e8b51d2a56c76eb453cf6cf9d2129399c3,9b67d38c7f76044317925ccbedd34ebb8a9bd937a33ae34c6e1ccc990b377e96,down_layer_00.selection.pt
llama31_8b,down,0,B_top1_no_bos,128,0,128,0.0,2812e812b57f925d8d5355f569fcba52dadf7509dbf678a13e8f3b59a6a93d0f,90a9723e7742f84f63df173f4944a28bb0a772442a48fd6d7aeca90ca66adcda,down_layer_00.selection.pt
llama31_8b,down,0,C_top1pct,2622,128,128,0.04881769641495042,78f698e951a82fa4566da6958f52062b23f175a7e70465a503a5d74811d51bb9,1b4d2770214444ee22153000fd44ceedd66b15655511b955f597bc9fbcde9bee,down_layer_00.selection.pt
llama31_8b,down,0,C_top1pct_no_bos,2621,0,128,0.0,ae08919e1bf2d29aaff39f88bab6ca30c49e64ad3b60cb9174e0cd4dd1e10d07,75ff4c7dbe1e03fba45294d06e19e302edd86db8ba8a1927bbdabe179d86c576,down_layer_00.selection.pt
llama31_8b,down,1,B_top1,128,128,128,1.0,14461865478ef86759e877872abcf7e8b51d2a56c76eb453cf6cf9d2129399c3,d4b82ac6f921de5085b38d57dfcbebac70fca72795b873fd64aeca7141a10de1,down_layer_01.selection.pt
llama31_8b,down,1,B_top1_no_bos,128,0,128,0.0,8735a965bc3c2c5a0778ade2c74d2caa066c7db346a5698d5c25717d7de05e8e,1d6a0a1253448e4961a370ab0b514b82a1392aecc50b70fab67855bdaa5df4f1,down_layer_01.selection.pt
llama31_8b,down,1,C_top1pct,2622,128,128,0.04881769641495042,93dafc53ac67a0fd87541f6e1f8548fa10bced66e23f9cee930865f99d5dddba,8e3d8bd9a3d59058528d98218848968f325e0b6aa15fce2469e90454a324b0c9,down_layer_01.selection.pt
llama31_8b,down,1,C_top1pct_no_bos,2621,0,128,0.0,ce3ed6a0c7a03adde0c8b3dfba11459cd46f874f11b652facda649f271ced6c6,87154aeb250546b7be7cc39a22db857c6dc887c4edae198e16ab036efe2d28d8,down_layer_01.selection.pt
llama31_8b,down,2,B_top1,128,0,128,0.0,3b06b2e4717f21b7c0e83f38ead329dd9e19fa36a00b885c5548826c42e295e4,c30411914ab0f41ab17806bd2fa08ec30ff7a8830692f1c1f4bbd434caea4b98,down_layer_02.selection.pt
llama31_8b,down,2,B_top1_no_bos,128,0,128,0.0,3b06b2e4717f21b7c0e83f38ead329dd9e19fa36a00b885c5548826c42e295e4,c30411914ab0f41ab17806bd2fa08ec30ff7a8830692f1c1f4bbd434caea4b98,down_layer_02.selection.pt
llama31_8b,down,2,C_top1pct,2622,0,128,0.0,b8361463fd4a73c8c81d47fb57f7f735ba179aaffbec25f7b11fa6849302fe0c,7430951e419876a0604b5e9256894b59f7c4a6a2fd12c5c96de87d2ce7f9f76f,down_layer_02.selection.pt
llama31_8b,down,2,C_top1pct_no_bos,2621,0,128,0.0,00a64463bdcbb0f984031cc56f3de2cff326587fd0fecc09ae59116d4e2b1262,38405400456f45e98b7eab889114a436f89c6a18a88fd99062ddd8220782f37f,down_layer_02.selection.pt
llama31_8b,down,3,B_top1,128,0,128,0.0,da2e917da375649f267e7f0bd20dca966394b31e2e4be53b03ac93ce2d7157bb,eb16a4aad061ec698a365b78726d584a86d79b953b096280b1fbe2485e1c681b,down_layer_03.selection.pt
llama31_8b,down,3,B_top1_no_bos,128,0,128,0.0,da2e917da375649f267e7f0bd20dca966394b31e2e4be53b03ac93ce2d7157bb,eb16a4aad061ec698a365b78726d584a86d79b953b096280b1fbe2485e1c681b,down_layer_03.selection.pt
llama31_8b,down,3,C_top1pct,2622,0,128,0.0,48a4e68d5a7db58cb7d43f8598522a596aef58a706677fb1c58e35e9d6c81976,92f7a5aa1b61e92430dde49e9b9cdf803a06cc4e66af72eface502b3b8af95a5,down_layer_03.selection.pt
llama31_8b,down,3,C_top1pct_no_bos,2621,0,128,0.0,24e7246f8c4ef7ece88c431e5813e3691057becefe874c8f6290627ab9d14e17,8dfbacd47524720181fa1ff212bac9da929a21169997644ed9a78d1321f75a60,down_layer_03.selection.pt
llama31_8b,down,4,B_top1,128,0,128,0.0,f6fab53106022e1b4049609767b4358ea0b22cdd4fb1957ef4809aa346e1a29f,6479a6ae4de0c98daf53c13c2b88a093ec6c4d6d3c1cdc873e0af9f2e75f849e,down_layer_04.selection.pt
llama31_8b,down,4,B_top1_no_bos,128,0,128,0.0,f6fab53106022e1b4049609767b4358ea0b22cdd4fb1957ef4809aa346e1a29f,6479a6ae4de0c98daf53c13c2b88a093ec6c4d6d3c1cdc873e0af9f2e75f849e,down_layer_04.selection.pt
llama31_8b,down,4,C_top1pct,2622,0,128,0.0,35af1b8a232401b6d3611f7890866824c72b6bbcd926b6fb4bf21ae4e222638d,c0f06f856813b3645eacb3f59a0e82170837e0b8761407c9080369198ae7e71d,down_layer_04.selection.pt
llama31_8b,down,4,C_top1pct_no_bos,2621,0,128,0.0,a03eff4a5adf750cc8f818462f7acffd938c99d09fc1f274ea7d3027958161df,1af1dc1102a7ad9de806ba2fa8340fa0ffbdc47b948c19098dd120a11fc204e3,down_layer_04.selection.pt
llama31_8b,down,5,B_top1,128,0,128,0.0,32925bbe8c537f2c8ec1ee3396afb733e0ba427100681ecaacf66187d3b8c55b,a862036222d6a809b77f9df3b3214d9a2b7b8a3f4d33ea9403cc4ea36da26023,down_layer_05.selection.pt
llama31_8b,down,5,B_top1_no_bos,128,0,128,0.0,32925bbe8c537f2c8ec1ee3396afb733e0ba427100681ecaacf66187d3b8c55b,a862036222d6a809b77f9df3b3214d9a2b7b8a3f4d33ea9403cc4ea36da26023,down_layer_05.selection.pt
llama31_8b,down,5,C_top1pct,2622,0,128,0.0,179c9bb3f418bcde962752751026ff24e4e7c298d59490b1268dd63095c0fd5b,30cebfcaf8879e75027bc9ccaa61e7e06b0b34a0c9433b5b257dca452d107c5b,down_layer_05.selection.pt
llama31_8b,down,5,C_top1pct_no_bos,2621,0,128,0.0,41ea21412dab180a02c1d60e8018b80e2d016a78830e7013d9723fc016dd025e,9bb5d7ede2d4ea1f71721801cf7a2320a1583b3826447f670b45ace8d7464940,down_layer_05.selection.pt
llama31_8b,down,6,B_top1,128,0,128,0.0,eb3e66bb564e8d2eecc99fd335c29ad653dacde7fba6f2bb09b29db6f14d2f5f,2de35cf798f6e3e49432fe02c13319b9d4a602da5af1d612a1635d7326e70087,down_layer_06.selection.pt
llama31_8b,down,6,B_top1_no_bos,128,0,128,0.0,eb3e66bb564e8d2eecc99fd335c29ad653dacde7fba6f2bb09b29db6f14d2f5f,2de35cf798f6e3e49432fe02c13319b9d4a602da5af1d612a1635d7326e70087,down_layer_06.selection.pt
llama31_8b,down,6,C_top1pct,2622,0,128,0.0,4b19b2bd5c923777904fa4b8548f5e19cb85c474a2be0647f1051ab967f29a6b,5c7422c98c66a029f114ce3c11938e132b987d08b4974e7a9db9ff9b47e4b45a,down_layer_06.selection.pt
llama31_8b,down,6,C_top1pct_no_bos,2621,0,128,0.0,0335af309a5d6e05adc3183865b95edc950de3b0ac9ef241e2e0761ed53056fb,d59057d7be7d2440ac3d35a6906716027ff4c2e48084a7082ee82099074b8245,down_layer_06.selection.pt
llama31_8b,down,7,B_top1,128,0,128,0.0,f61ec6f2cd86382aa13466e22e8d0e561e18d684688332fcec37982fc83f66ea,9f405b7dc564b95cdd9e70d62d88ecebb109e2ba830f1f32a32da17afb56edbd,down_layer_07.selection.pt
llama31_8b,down,7,B_top1_no_bos,128,0,128,0.0,f61ec6f2cd86382aa13466e22e8d0e561e18d684688332fcec37982fc83f66ea,9f405b7dc564b95cdd9e70d62d88ecebb109e2ba830f1f32a32da17afb56edbd,down_layer_07.selection.pt
llama31_8b,down,7,C_top1pct,2622,0,128,0.0,69a7b2c9e76173daae4308590e28cb3296745e47fa8c2be8e86e1c00a1244a2f,4aa4c89e636cb1739a0e7c335845d7b2ddbb620b4372534f8483612fb5d82ba1,down_layer_07.selection.pt
llama31_8b,down,7,C_top1pct_no_bos,2621,0,128,0.0,63779106931e1ffb447be157e0345f3f3edde7933f8ab318eeee512a412274ab,98b79b2369c7f458acde77a6221046c289bb83c1d396c5fcc2626742c72f7039,down_layer_07.selection.pt
llama31_8b,down,8,B_top1,128,0,128,0.0,326f79fef2f9e2f1aaa0ab1daf24f51e40f24cbaddf5f210d7698170dc5df077,43cede58090ec02b2ead9701c15fb0836406d900fc6f4798fb6360649da1dc69,down_layer_08.selection.pt
llama31_8b,down,8,B_top1_no_bos,128,0,128,0.0,326f79fef2f9e2f1aaa0ab1daf24f51e40f24cbaddf5f210d7698170dc5df077,43cede58090ec02b2ead9701c15fb0836406d900fc6f4798fb6360649da1dc69,down_layer_08.selection.pt
llama31_8b,down,8,C_top1pct,2622,0,128,0.0,4af96a398f0e0876a973330205f542210bfe1b72f369463d9e79e9a4d46e8a42,85ba9c5d7223040b4ed3333116a546ef38b8a79cf4cf975fd07d0f3e4eaec4bd,down_layer_08.selection.pt
llama31_8b,down,8,C_top1pct_no_bos,2621,0,128,0.0,d501431a710702cbf55e0af93b34e88e7c1664fedaa99f337372cfdeb03484b9,21d69cc7bc04bb5037fd55d1dbc516f33d080e830ca52f2f506a9891d46c3396,down_layer_08.selection.pt
llama31_8b,down,9,B_top1,128,0,128,0.0,e0473308e9895ed2a9c8ded3629ba8ebb04a97668ab1cb2eb8c8b4eaf27076a9,7d31af508f98bb728e52cbc355bdb8e63545fe9f91d73c55507d5675b9d58b1f,down_layer_09.selection.pt
llama31_8b,down,9,B_top1_no_bos,128,0,128,0.0,e0473308e9895ed2a9c8ded3629ba8ebb04a97668ab1cb2eb8c8b4eaf27076a9,7d31af508f98bb728e52cbc355bdb8e63545fe9f91d73c55507d5675b9d58b1f,down_layer_09.selection.pt
llama31_8b,down,9,C_top1pct,2622,0,128,0.0,dd151c2a0ba777e762f727b9f6214a7414c40b1ad5e8b29a2edaf04d239b3fe6,93d9a3b4f004aaa11876444db1705df4c8158f39b4fe94a52f421b800061cf55,down_layer_09.selection.pt
llama31_8b,down,9,C_top1pct_no_bos,2621,0,128,0.0,f88a91df29e09d518c2c79be994b87aca4ba720be2e05463cc97a203a383e584,ea8b12348a0c7c28d12bf7dd55c33f38b8dbcc5bb031822e5faf6ba153ed7a49,down_layer_09.selection.pt
llama31_8b,down,10,B_top1,128,128,128,1.0,14461865478ef86759e877872abcf7e8b51d2a56c76eb453cf6cf9d2129399c3,07f2223c84b1c50a8e881fc60be8cbc3ddefd8b8f98d6b956fe01f4e94548659,down_layer_10.selection.pt
llama31_8b,down,10,B_top1_no_bos,128,0,128,0.0,ac8ad5524a3b0c2683634b577db49f41fd409970ffabb08911e95dd84a7aefb8,359aec151882dc4f60bae2e1bfce4421f5f896ff8e6e462495493041717c4a9e,down_layer_10.selection.pt
llama31_8b,down,10,C_top1pct,2622,128,128,0.04881769641495042,b5e1e7742ce483c2ef25ea09217338b4c7482f490438d1d4b8cedc3622e5fae8,589ab3b3af7704b29714d4eca012c3abcf1dd8f046d2eb69cf827820e20d0fcb,down_layer_10.selection.pt
llama31_8b,down,10,C_top1pct_no_bos,2621,0,128,0.0,2d885048b1802bac682aefd8bfe1f06b72d53175051fb00b77222f812dde5875,93efb303449bb448e1a439da2656477980ac3a7c7e18ac3ef39884a26df38784,down_layer_10.selection.pt
llama31_8b,down,11,B_top1,128,0,128,0.0,a41e50b0189657ce3e84c3c8b58a909410b2978247ec31906e323ee278c0c4b1,170e056faea19761556c8c44d4d6504cef5a26145f3475375a14a22841830b57,down_layer_11.selection.pt
llama31_8b,down,11,B_top1_no_bos,128,0,128,0.0,a41e50b0189657ce3e84c3c8b58a909410b2978247ec31906e323ee278c0c4b1,170e056faea19761556c8c44d4d6504cef5a26145f3475375a14a22841830b57,down_layer_11.selection.pt
llama31_8b,down,11,C_top1pct,2622,0,128,0.0,b0d8948ba21d3f53e05c5826306eb68fb2e3e17f525f526d8aa4b961a0aa2666,1ffd44f23e37bd9556e047eac2b55ba47c234d34b83496b6d1ccbebcb44ed7b1,down_layer_11.selection.pt
llama31_8b,down,11,C_top1pct_no_bos,2621,0,128,0.0,eb02eb91a07a13cf70642d4be8caf9c49c03f0ac72ac80698ae6c2280bb9ed79,90e0ccb0b9c8fd2c92419adc9076ecf4cb4d2b0f08a62bf7f658508bdc2fcfff,down_layer_11.selection.pt
llama31_8b,down,12,B_top1,128,0,128,0.0,0bf070032994a9f1ac38e272e83abdd628111ea5c061b6e8cf2e89d3589ac610,081a0c6b46f780685bf5f0bf44b8c7aadd942f6fc7a8878a38a874e65b16102f,down_layer_12.selection.pt
llama31_8b,down,12,B_top1_no_bos,128,0,128,0.0,0bf070032994a9f1ac38e272e83abdd628111ea5c061b6e8cf2e89d3589ac610,081a0c6b46f780685bf5f0bf44b8c7aadd942f6fc7a8878a38a874e65b16102f,down_layer_12.selection.pt
llama31_8b,down,12,C_top1pct,2622,0,128,0.0,b2a2f23cb8a62198277a3964e907c6841fcc81694329fb787122e33aa65f1712,bf5ffc85753e5f14bf32b12201c3960f0ed63267c3fadb1a9718a60236903c40,down_layer_12.selection.pt
llama31_8b,down,12,C_top1pct_no_bos,2621,0,128,0.0,f419e35201dad17f6d81f1c9c10e4416f1994fb36a47592f7f2d196fdd492ad9,6b8a9beb663559d851edf9b8add5c3b0e8c2b7d16c8aef06ea6dfc7eff158a65,down_layer_12.selection.pt
llama31_8b,down,13,B_top1,128,0,128,0.0,9888dd8dd746afee0246402273262041ac7c8bc885fa8538112263f14c976270,a50d84b0b20cd1acce45db17f2afc2d9e6f9e31854a79f71dd226f5b23825da6,down_layer_13.selection.pt
llama31_8b,down,13,B_top1_no_bos,128,0,128,0.0,9888dd8dd746afee0246402273262041ac7c8bc885fa8538112263f14c976270,a50d84b0b20cd1acce45db17f2afc2d9e6f9e31854a79f71dd226f5b23825da6,down_layer_13.selection.pt
llama31_8b,down,13,C_top1pct,2622,0,128,0.0,b935524929213a2ac06b5a445121ceb38f8f1b0f61e5a23a855d31bbfc216bde,ab523caa80813a7531d725121c9f1e16c9485ad0fffa5a93a8db1cc3230f4488,down_layer_13.selection.pt
llama31_8b,down,13,C_top1pct_no_bos,2621,0,128,0.0,27e20d3e6fdd37a18b9ed2bfa3ace2a841149c7324820ae5ee0b8d332b60249a,19ca95025074a7292a6d6c765e7eed1b8b499a1e1a807f7541b57564e2652973,down_layer_13.selection.pt
llama31_8b,down,14,B_top1,128,0,128,0.0,12f01855d0dc3abe5fa05c525ee00c7f1908df511f99d752e8732c01b8e5b32e,4b3457054f91f749968ddaa32c11c9ff67eab33d9ab790ac7e71c4cd6c078168,down_layer_14.selection.pt
llama31_8b,down,14,B_top1_no_bos,128,0,128,0.0,12f01855d0dc3abe5fa05c525ee00c7f1908df511f99d752e8732c01b8e5b32e,4b3457054f91f749968ddaa32c11c9ff67eab33d9ab790ac7e71c4cd6c078168,down_layer_14.selection.pt
llama31_8b,down,14,C_top1pct,2622,0,128,0.0,9110b786f94c8fc97f45add70a1fb43d9220ed6ebd361a1aaa0e9d19e8c07e3c,581e650de28fc76baa0c389f4d30cde884cb25f20dcb4f9d897a31bcde4d94b6,down_layer_14.selection.pt
llama31_8b,down,14,C_top1pct_no_bos,2621,0,128,0.0,4f75a344a84810339117dda94be51f8ba8c281dfc7db5d15a2083e617aec73c3,fc7bb055cb26f4212cc1a12f15693f59c7435daf5b8cc9ed3fcbbbd848dfb0a8,down_layer_14.selection.pt
llama31_8b,down,15,B_top1,128,0,128,0.0,7cacc9e1a3edc53278e6c64b7fea40044af1bfde095c4e7ef263d00810206c07,c42b74de382f4ce314061440c5bc0951f60497bd1cb601a1e0ee7bf1e6ed2643,down_layer_15.selection.pt
llama31_8b,down,15,B_top1_no_bos,128,0,128,0.0,7cacc9e1a3edc53278e6c64b7fea40044af1bfde095c4e7ef263d00810206c07,c42b74de382f4ce314061440c5bc0951f60497bd1cb601a1e0ee7bf1e6ed2643,down_layer_15.selection.pt
llama31_8b,down,15,C_top1pct,2622,0,128,0.0,0db586489e540f4a105f88ff96ff6cb0dd4c8e100df9e80f8004c86dac0c7717,77ff3ab4126b61570ae159850596391d2271ad4c901d16588e1b58948b2bccc8,down_layer_15.selection.pt
llama31_8b,down,15,C_top1pct_no_bos,2621,0,128,0.0,d508a076c825bd6ad6ceb58c939c7276cb8e91476e66decab2c08a2596ec1e48,11d1e24d47a4f21bf0dc82c1936663eeeb397ce60fbfbf364513f56f87089c62,down_layer_15.selection.pt
llama31_8b,down,16,B_top1,128,0,128,0.0,3ad1e1bb69492902a2c9e2b6e81f7fdbe0014fb099f9cda3d89e040093ef8f51,154f5c52cfcd58f6b78d0f13abe75b726b3faf1c7211e86f40ad9c647d6993a6,down_layer_16.selection.pt
llama31_8b,down,16,B_top1_no_bos,128,0,128,0.0,3ad1e1bb69492902a2c9e2b6e81f7fdbe0014fb099f9cda3d89e040093ef8f51,154f5c52cfcd58f6b78d0f13abe75b726b3faf1c7211e86f40ad9c647d6993a6,down_layer_16.selection.pt
llama31_8b,down,16,C_top1pct,2622,0,128,0.0,f2da4b82d383846e4a2fb5911e2f069fb7c2058c82e9dd5536f4be5b68581453,633c4ba1459e4d43a6c8e156259d6e1d29cabb45db32f397d3ea141d5d5851a8,down_layer_16.selection.pt
llama31_8b,down,16,C_top1pct_no_bos,2621,0,128,0.0,97d2033a94d4c8169fb5e48cfd0841795a42f393148742b0463ba83daa8bc7b3,32e35e6e440cbeb24bf8179ccb3d7e2a148af2c387055ed79bfafe2b413a3eae,down_layer_16.selection.pt
llama31_8b,down,17,B_top1,128,0,128,0.0,5993d236d4aafab0f9002a16fda7ccef6664ed2f4a2cd49fe3c58a0621fd3355,8cfc85483fb39914bac5b6eecd9914cdcc101a30b17ce53aec4a38bceb93e2d5,down_layer_17.selection.pt
llama31_8b,down,17,B_top1_no_bos,128,0,128,0.0,5993d236d4aafab0f9002a16fda7ccef6664ed2f4a2cd49fe3c58a0621fd3355,8cfc85483fb39914bac5b6eecd9914cdcc101a30b17ce53aec4a38bceb93e2d5,down_layer_17.selection.pt
llama31_8b,down,17,C_top1pct,2622,0,128,0.0,79cabb89c0955bebb1741ceedd530167d7569de8e12b330b27e68da0eed005e3,29749e853c22207dc10231622ae3ae10cfea8f17c74c6deced891672e3137ab8,down_layer_17.selection.pt
