model,site,layer,method,selected_tokens,selected_bos,selected_sequences,bos_fraction,indices_sha256,values_sha256,selection_artifact
llama31_8b,down,17,C_top1pct_no_bos,2621,0,128,0.0,fe998f42e3364b53e8d58a4c5c6e52872220aafe40446d57a9d8a5b1287221f2,ab7b1a1d6fd4a5a03f23a30f49d36a8e350175ba5e28c05219eab95f5fe0f6c5,down_layer_17.selection.pt
llama31_8b,down,18,B_top1,128,0,128,0.0,f0f0382ccbf38351dc35d79fb292d8ac437326358d5d723d28ff176f125508cb,518a58bac66273f0d119a4d00e28f3013ab9754b897fd11075609ed8edc86c65,down_layer_18.selection.pt
llama31_8b,down,18,B_top1_no_bos,128,0,128,0.0,f0f0382ccbf38351dc35d79fb292d8ac437326358d5d723d28ff176f125508cb,518a58bac66273f0d119a4d00e28f3013ab9754b897fd11075609ed8edc86c65,down_layer_18.selection.pt
llama31_8b,down,18,C_top1pct,2622,0,128,0.0,53bfba3c96a8be78b79d2838467598cea824463bca36c39e8241863369b33f48,cd1b27120f1315500fbffebe2e04603bd1f4c476ad400faa608c7970e09a7ca9,down_layer_18.selection.pt
llama31_8b,down,18,C_top1pct_no_bos,2621,0,128,0.0,046adadadc3dd164a7d603218f8a22bcda456011e3403260ccb46896db71220d,40c1dc295d9ba7543deb7ec8c18be86aae5668bbf03a7e76b8acfe856f215940,down_layer_18.selection.pt
llama31_8b,down,19,B_top1,128,0,128,0.0,17dc6b0cbbd210374f017495da11bda60f0e010a9bbd06721441bc02a095c2bb,d042ff0c74c9687933230d39004407249e570f90ac467fe0fd0e165f34f286bc,down_layer_19.selection.pt
llama31_8b,down,19,B_top1_no_bos,128,0,128,0.0,17dc6b0cbbd210374f017495da11bda60f0e010a9bbd06721441bc02a095c2bb,d042ff0c74c9687933230d39004407249e570f90ac467fe0fd0e165f34f286bc,down_layer_19.selection.pt
llama31_8b,down,19,C_top1pct,2622,0,128,0.0,2cf7a31a5a37ec2bd0ef383ea52d75dba9bc18b002faa94589ba1694fb0172bd,3050efffda1eac90ac33e047ee5a56ef1908f836585fe2e80edde02eda8c5ed1,down_layer_19.selection.pt
llama31_8b,down,19,C_top1pct_no_bos,2621,0,128,0.0,43abc1ece6ec63b740c2e6f928d5c7f5086c3755c4bce44d825f35850c4c4b84,ea21f95c07fbb9dad10e3b1b880c5298d12139dc5f7e05d1a73b5e4124e5e879,down_layer_19.selection.pt
llama31_8b,down,20,B_top1,128,0,128,0.0,d20a761b7717f69ef75c1cc277b593386cfe5165bd3103d0e0e9b11eca8e0ac4,7f37582932888b2339817acf0a6a0b9611af2a6b7759a52fd7a0dc0049748a79,down_layer_20.selection.pt
llama31_8b,down,20,B_top1_no_bos,128,0,128,0.0,d20a761b7717f69ef75c1cc277b593386cfe5165bd3103d0e0e9b11eca8e0ac4,7f37582932888b2339817acf0a6a0b9611af2a6b7759a52fd7a0dc0049748a79,down_layer_20.selection.pt
llama31_8b,down,20,C_top1pct,2622,0,128,0.0,3b3fcaec5747b397b04e4468f2ec251633971e1b857a9ac93ca28012a3248c39,ef3eb826ecd70a54be633869fe32456507b8b4323082a9ef13c05bd20d62fdbb,down_layer_20.selection.pt
llama31_8b,down,20,C_top1pct_no_bos,2621,0,128,0.0,5de53d1ea41efe1a7655df04aeaff6a9bbb5c18d29844e9b44e902dad99fd678,de9b65a4070f2a871c3767053b709d2e9a3ba8a01ebb65714894d295ffefb821,down_layer_20.selection.pt
llama31_8b,down,21,B_top1,128,0,128,0.0,ce76c06cae83570b8a1ec6ec40973dda15a7716b0259f8f4b6f6e787cfa0d95b,a9669fcea76e44e0e3ca7df87ef142ee73a11700ada1c97a89d17c4b1cfa906b,down_layer_21.selection.pt
llama31_8b,down,21,B_top1_no_bos,128,0,128,0.0,ce76c06cae83570b8a1ec6ec40973dda15a7716b0259f8f4b6f6e787cfa0d95b,a9669fcea76e44e0e3ca7df87ef142ee73a11700ada1c97a89d17c4b1cfa906b,down_layer_21.selection.pt
llama31_8b,down,21,C_top1pct,2622,0,128,0.0,f3013d2c185f2dc7fe340764d4240a85af21062f68b3b17f2df22663a09d3100,7bec610dd32ad820587d4d800a0fbf38686621e8da2d4ebf9e87007db9f8458f,down_layer_21.selection.pt
llama31_8b,down,21,C_top1pct_no_bos,2621,0,128,0.0,6b57f7242d9ba680ddd1f9db7c2100513e66a7e441d4d8d8bee4d61e913d3465,b2cbd828398a5db6f2d55a7c1d71d96051e842c58711f5ea4542b1ade9a0a091,down_layer_21.selection.pt
llama31_8b,down,22,B_top1,128,0,128,0.0,716299937aadd4e91a6dc12c9198e81f087f91ba3e3a26190f9b88ea237c6732,e0d483821ed52268abfcbd0c3ace723db5951eb5adfd81e44f611bc5b8e6bc2f,down_layer_22.selection.pt
llama31_8b,down,22,B_top1_no_bos,128,0,128,0.0,716299937aadd4e91a6dc12c9198e81f087f91ba3e3a26190f9b88ea237c6732,e0d483821ed52268abfcbd0c3ace723db5951eb5adfd81e44f611bc5b8e6bc2f,down_layer_22.selection.pt
llama31_8b,down,22,C_top1pct,2622,0,128,0.0,c0d77ad5fd326400033c3d75b13ab63b2603269fb811fb10c422a276746a254d,6a555bc7be26e50d2d6f2230bb91857223260673e19240bfedda89f15fa64aec,down_layer_22.selection.pt
llama31_8b,down,22,C_top1pct_no_bos,2621,0,128,0.0,99445fb81f49cded491a15db2a4809a50684030b24fb07f69c30fc9b68d9ed73,c101b7a882ac6e69f597c45959245f947b528bc38c4302f48f8a4e042f2675a3,down_layer_22.selection.pt
llama31_8b,down,23,B_top1,128,0,128,0.0,10694eb9cb18366fec19ab9d246a9e468abdc2ab78bc20140f17d32227453994,b9a9f348071f9d38ff6e0073276bf03a683992ef178ed1af613911e872a2053d,down_layer_23.selection.pt
llama31_8b,down,23,B_top1_no_bos,128,0,128,0.0,10694eb9cb18366fec19ab9d246a9e468abdc2ab78bc20140f17d32227453994,b9a9f348071f9d38ff6e0073276bf03a683992ef178ed1af613911e872a2053d,down_layer_23.selection.pt
llama31_8b,down,23,C_top1pct,2622,0,128,0.0,cd25b162b8f90e4e794044a643f56d7bf24e4ffee039484a2e177f7dd94d705a,ac70df1563c461d5de9086c7e207c1fd610d05ae16ce92e40e83e6e218b65ddc,down_layer_23.selection.pt
llama31_8b,down,23,C_top1pct_no_bos,2621,0,128,0.0,4a106fdb4a882c666b16eecf9fd5d677b3e4d75a17285a40d577c9f6e80e4667,a4066e40e034792034913a6765c35919cafaffaf3a866f11f798bc0d7bc429d8,down_layer_23.selection.pt
llama31_8b,down,24,B_top1,128,0,128,0.0,66ee4d7163ed7dc646307f0255f09ffcf8e7a16f3e622f261d0a1a932ae4c6e2,e7a1392c674ba2c817e15d4e78d7172ac4c133d91a90085034c03a7f77b86269,down_layer_24.selection.pt
llama31_8b,down,24,B_top1_no_bos,128,0,128,0.0,66ee4d7163ed7dc646307f0255f09ffcf8e7a16f3e622f261d0a1a932ae4c6e2,e7a1392c674ba2c817e15d4e78d7172ac4c133d91a90085034c03a7f77b86269,down_layer_24.selection.pt
llama31_8b,down,24,C_top1pct,2622,0,128,0.0,e2af1dbee7727d6f33afa5162def360cfd3454247e269234c7d4a3f0cc966ca2,615be17059fc0362daae00b6ca8d42b593abb009eaa7bbb271d92da5303dcf22,down_layer_24.selection.pt
llama31_8b,down,24,C_top1pct_no_bos,2621,0,128,0.0,7578a1c1b4a9e0eadaa4965d4c1ac49e5d9bc26eeb6ee330e3bc8d41d0c8c645,c960f6ccde5fadb59df97a1892920be829c58a8fd52532dafd89d4dd7cb15f11,down_layer_24.selection.pt
llama31_8b,down,25,B_top1,128,0,128,0.0,df1ae6b1da50a88adfce2077462e54e188398925cc4a4330fe51f24e97d56350,ed16094414e7ce52dffff68f82314b6cce7d45f78c87538fd63078625e95b501,down_layer_25.selection.pt
llama31_8b,down,25,B_top1_no_bos,128,0,128,0.0,df1ae6b1da50a88adfce2077462e54e188398925cc4a4330fe51f24e97d56350,ed16094414e7ce52dffff68f82314b6cce7d45f78c87538fd63078625e95b501,down_layer_25.selection.pt
llama31_8b,down,25,C_top1pct,2622,0,128,0.0,91694ff6e0e14207d3d3c6eb8137e762d88b46d3da462c36476cdcf6ea4b73ae,c351c9de00f28be8de17a05957c1bdb2e06bce12243662506f5ed4c63c047274,down_layer_25.selection.pt
llama31_8b,down,25,C_top1pct_no_bos,2621,0,128,0.0,1e58da8245a367763a4c5696ad123b4da6fdd7eae40b35fb03a837bb7f250ca3,8c4b9e5e567e105a767043be14e0f424af5e345fb132fb01d798a0011e8e6961,down_layer_25.selection.pt
llama31_8b,down,26,B_top1,128,0,128,0.0,9e2360e0ff1acbb36f362937fb3b13804f635a1253e152f7465b6064ff152152,1e9b3e0490305095deb65c29fcd04f4e772004d5a56ccd2e3e013e1d45e60712,down_layer_26.selection.pt
llama31_8b,down,26,B_top1_no_bos,128,0,128,0.0,9e2360e0ff1acbb36f362937fb3b13804f635a1253e152f7465b6064ff152152,1e9b3e0490305095deb65c29fcd04f4e772004d5a56ccd2e3e013e1d45e60712,down_layer_26.selection.pt
llama31_8b,down,26,C_top1pct,2622,0,128,0.0,06eeb156cb7028b7b6d10c3881771db23ebc8104c9c71ea4e5c7a49b0cafb26e,4c3e0697cf6ad98addaeaceef2de33540a55f0accf0b9965fccdffce298aa739,down_layer_26.selection.pt
llama31_8b,down,26,C_top1pct_no_bos,2621,0,128,0.0,8a63326d8f2cd369c0528eb399da4acdb88e08b0dea6f1b4dd9cf79814aabad0,1ab3683b1227334b0454d34c54e224ad11092cfd6a8c7cde23ef5f86473e8ac3,down_layer_26.selection.pt
llama31_8b,down,27,B_top1,128,0,128,0.0,7cbf95a4a2911e9c3f74002b4beda4ea64c8433bce1a53d1e06516822286d653,7a5815a08a2dab430e837071794d007afd294e2abae43018ac8873aedba0e87a,down_layer_27.selection.pt
llama31_8b,down,27,B_top1_no_bos,128,0,128,0.0,7cbf95a4a2911e9c3f74002b4beda4ea64c8433bce1a53d1e06516822286d653,7a5815a08a2dab430e837071794d007afd294e2abae43018ac8873aedba0e87a,down_layer_27.selection.pt
llama31_8b,down,27,C_top1pct,2622,0,128,0.0,b1cff89131fa2d3c9f9b19f944a97c96287cbd33340eb4407a6487dfa4efded7,daa9b3997440e52d9d0991c493d71cf392aeca8007db1311e9b8a30dc0fd4edb,down_layer_27.selection.pt
llama31_8b,down,27,C_top1pct_no_bos,2621,0,128,0.0,4a8eeb8195ea9195c9fb708cd9f1497d5aed527fb8bb25ad9f96ff4656a287cc,ec3fc7cd5b5b633a6cb8c62bc54bff2fce813b2f4999fad7c36f26c64d90ae66,down_layer_27.selection.pt
llama31_8b,down,28,B_top1,128,0,128,0.0,59f3f5fd8a1ebd210a315f48930b0ad64242caed5a4894b674c00ee70bc8bc6a,921f72b413112de2adc5b8061c91e6b7c9f043372d73597ce2cf631efcc236ae,down_layer_28.selection.pt
llama31_8b,down,28,B_top1_no_bos,128,0,128,0.0,59f3f5fd8a1ebd210a315f48930b0ad64242caed5a4894b674c00ee70bc8bc6a,921f72b413112de2adc5b8061c91e6b7c9f043372d73597ce2cf631efcc236ae,down_layer_28.selection.pt
llama31_8b,down,28,C_top1pct,2622,0,128,0.0,3d71f3c082747154b893fc4eb58849697c595d524857803c5fbc4e489d83fd10,1f24a5c45f0e52cd2dfa74559a1a6b13c6a980a218a9ae65f29f873f24f971ba,down_layer_28.selection.pt
llama31_8b,down,28,C_top1pct_no_bos,2621,0,128,0.0,05a0b5503bf7d18556405792ca609d0a78f4b005efd41a2ddf2766da45971c79,3e92aefb052d201b2cb509dc2092305b863cb6da46c488627e961cdb5b9c45c6,down_layer_28.selection.pt
llama31_8b,down,29,B_top1,128,0,128,0.0,a36ec5f6b672ec7e35a0ced32d82ad98855fedb580e12bd79318e70f6bb68b52,2244fef9204b5708cfc35f8b9549455f6a94b9f4917726a2bf9b89e636b5a2e4,down_layer_29.selection.pt
llama31_8b,down,29,B_top1_no_bos,128,0,128,0.0,a36ec5f6b672ec7e35a0ced32d82ad98855fedb580e12bd79318e70f6bb68b52,2244fef9204b5708cfc35f8b9549455f6a94b9f4917726a2bf9b89e636b5a2e4,down_layer_29.selection.pt
llama31_8b,down,29,C_top1pct,2622,0,128,0.0,76d5ef9ccf077de6cb7e618390c97c5feda233e99e86ae80831467aee85d352c,6e1bd48b88045c76967469715dd648ac4b8cc8ae163edb134abd5309bba0467a,down_layer_29.selection.pt
llama31_8b,down,29,C_top1pct_no_bos,2621,0,128,0.0,6fe61368e1d704fac3c600c5c723193b54ecf679661496fdf36c422da7ca0c98,47916f634cf7cb77f856d369d384cc551503abf2876165bc83eff04c090a8652,down_layer_29.selection.pt
llama31_8b,down,30,B_top1,128,10,128,0.078125,447c548e5379151ce9a8e5ef140cd97909981c48cf0c94c15900310c3d49d2fa,58bf9db25c7514945f50ac84fb2661ad1d6f31aa41024b54569cbc15190ee2bc,down_layer_30.selection.pt
llama31_8b,down,30,B_top1_no_bos,128,0,128,0.0,f19b2d6b6d22370e4a556b81e6337209485bfe47a9fb11970b8cda87f323cd77,b605b586748f842942f49e1ad5e9d8556dd823e94fe1bea583e359f25a7918f8,down_layer_30.selection.pt
llama31_8b,down,30,C_top1pct,2622,128,128,0.04881769641495042,71b1da675b57c3828cf26204f0ce2224e44ff2ca47131e069db98f68c111c608,12289f661ba385efeede60fefb9aba2d20a720fd328f510ab179e9572e0c7109,down_layer_30.selection.pt
llama31_8b,down,30,C_top1pct_no_bos,2621,0,128,0.0,9954a7b78b22c8d236973c743ea723375bbeb9491df53c312238822e3f78603b,0053be2a17e4577d3a8827c73c2ee3abfc652840452b165f39af85d445dab04b,down_layer_30.selection.pt
llama31_8b,down,31,B_top1,128,103,128,0.8046875,745d3fb19be87c3f165de3cb54d8bee580b3e9ff2b38873d906d8f7e9fd8ccbe,02ab592f38111d3f1ab722f379ddc330081697d238daff2193a008d6c6185a3e,down_layer_31.selection.pt
llama31_8b,down,31,B_top1_no_bos,128,0,128,0.0,8ad6a4d736046def2008d57db4592371342194116fec98a9d1223823a3b3682a,74e097fae57a6b4def112b1a8c5ffcc9fd1ea8bbb90577eb3b3f5b086bce1c81,down_layer_31.selection.pt
llama31_8b,down,31,C_top1pct,2622,128,128,0.04881769641495042,9a080dab5b93b25112382b6d850201850169d054bc3e8f22b64e7a5f65e86f97,7afdc3221f424cbf43615e6d9808714f90d035642123e78dc34dc15a30e1b208,down_layer_31.selection.pt
llama31_8b,down,31,C_top1pct_no_bos,2621,0,124,0.0,25fade07e1f22668616978101b3fe8950a6718285c0e9b46a5c10fff14b61e9b,9e78bd01ecf7d22a136e0c3b217a20b43da31b8c82ded611085891cbc55f2794,down_layer_31.selection.pt
