model,method,seeds,mean_ppl,seed_ppl_std,seed_ppls,chunks,site_kmax,site_k_actual,source,protocol
llama31_8b,nar_b128_k64,3,6.28674352322354,0.0025095940161466443,"{""20260902"": 6.284650271042182, ""20260903"": 6.2860547002066935, ""20260904"": 6.2895255984217435}",64,"{""down"": 112, ""qkv"": 32}","{""down"": 64, ""qkv"": 32}",e11_k64_per_sequence.csv,"frozen E11 activation-only, original 64 chunks, three original rotation seeds"
