model,row,method,group,m,seed,chunk,nll,tokens_scored,effective_bits,slots,coeff,bit_accounted
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,3,1.8565483093261719,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,4,1.7472506761550903,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,5,1.3299775123596191,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,6,1.3720178604125977,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,7,1.7236355543136597,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,8,2.0309128761291504,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,9,1.8535184860229492,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,10,1.7582454681396484,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,11,2.086723804473877,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,12,1.982271432876587,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,13,2.0861237049102783,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,14,1.9987539052963257,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,15,2.2430784702301025,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,16,1.9520140886306763,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,17,1.9278115034103394,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,18,1.5924382209777832,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,19,1.8917244672775269,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,20,1.9999613761901855,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,21,1.9686264991760254,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,22,1.9558308124542236,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,23,2.0209925174713135,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,24,2.075577974319458,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,25,2.1969735622406006,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,26,2.2604501247406006,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,27,2.0824573040008545,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,28,1.8060857057571411,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,29,1.6133170127868652,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,30,1.4489043951034546,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,31,1.4806469678878784,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,32,1.8405689001083374,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,33,1.807951807975769,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,34,1.973858118057251,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,35,1.3023626804351807,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,36,1.313261866569519,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,37,1.3251149654388428,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,38,1.3151448965072632,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,39,1.5378447771072388,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,40,2.0757405757904053,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,41,2.5517849922180176,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,42,2.5369796752929688,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,43,2.0591037273406982,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,44,2.071784257888794,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,45,2.110997438430786,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,46,2.1930606365203857,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,47,2.0536437034606934,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,48,1.849821925163269,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,49,1.8590906858444214,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,50,1.5492479801177979,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,51,1.6852424144744873,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,52,1.5269224643707275,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,53,1.7266688346862793,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,54,1.4605772495269775,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,55,1.4289714097976685,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,56,1.502402663230896,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,57,1.6443603038787842,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,58,1.9710370302200317,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,59,2.1784842014312744,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,60,2.1896142959594727,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,61,2.3081414699554443,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,62,1.2912665605545044,2047,4.125,0,,
llama31_8b,hadamard_g256_m1,hadamard,256,1,2,63,1.739074945449829,2047,4.125,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,0,1.5969914197921753,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,1,2.218066930770874,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,2,2.28967547416687,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,3,1.859161376953125,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,4,1.7434165477752686,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,5,1.3230241537094116,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,6,1.344924807548523,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,7,1.7243074178695679,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,8,2.0324575901031494,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,9,1.8552830219268799,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,10,1.7656883001327515,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,11,2.0796563625335693,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,12,1.9796820878982544,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,13,2.0959768295288086,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,14,2.0107626914978027,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,15,2.235952615737915,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,16,1.9450011253356934,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,17,1.9400396347045898,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,18,1.5978599786758423,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,19,1.8837413787841797,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,20,2.008514642715454,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,21,1.9643440246582031,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,22,1.9611419439315796,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,23,2.024951219558716,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,24,2.075336456298828,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,25,2.1972453594207764,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,26,2.2504091262817383,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,27,2.0930092334747314,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,28,1.8051035404205322,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,29,1.618725061416626,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,30,1.4585728645324707,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,31,1.493303894996643,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,32,1.8445907831192017,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,33,1.806222915649414,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,34,1.9590978622436523,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,35,1.306329369544983,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,36,1.3214099407196045,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,37,1.3319153785705566,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,38,1.3162428140640259,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,39,1.531009554862976,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,40,2.072711944580078,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,41,2.5518412590026855,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,42,2.549835205078125,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,43,2.0584683418273926,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,44,2.069596529006958,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,45,2.1093735694885254,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,46,2.202341318130493,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,47,2.0501363277435303,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,48,1.8447644710540771,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,49,1.8618569374084473,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,50,1.5587354898452759,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,51,1.6889371871948242,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,52,1.5249643325805664,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,53,1.7123030424118042,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,54,1.4598608016967773,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,55,1.4366928339004517,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,56,1.5192490816116333,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,57,1.650618076324463,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,58,1.9706988334655762,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,59,2.175045967102051,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,60,2.2030112743377686,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,61,2.316854238510132,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,62,1.3078144788742065,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,0,63,1.7510015964508057,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,0,1.6021990776062012,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,1,2.2292001247406006,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,2,2.2877016067504883,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,3,1.8642547130584717,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,4,1.7598096132278442,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,5,1.3169853687286377,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,6,1.3680192232131958,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,7,1.7253252267837524,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,8,2.0326287746429443,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,9,1.8572479486465454,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,10,1.770938754081726,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,11,2.08642315864563,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,12,1.987317442893982,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,13,2.0989463329315186,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,14,2.0195627212524414,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,15,2.23598575592041,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,16,1.9592365026474,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,17,1.9442073106765747,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,18,1.593327522277832,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,19,1.888146996498108,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,20,1.9922021627426147,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,21,1.958543062210083,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,22,1.9560184478759766,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,23,2.0273663997650146,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,24,2.0725269317626953,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,25,2.2007148265838623,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,26,2.258352041244507,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,27,2.084519386291504,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,28,1.8007726669311523,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,29,1.6166285276412964,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,30,1.4659667015075684,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,31,1.4952934980392456,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,32,1.8396071195602417,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,33,1.8161414861679077,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,34,1.9679534435272217,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,35,1.314863920211792,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,36,1.3172564506530762,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,37,1.3274352550506592,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,38,1.3218704462051392,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,39,1.5311239957809448,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,40,2.081890821456909,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,41,2.5507888793945312,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,42,2.548693895339966,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,43,2.0586705207824707,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,44,2.06935453414917,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,45,2.125105381011963,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,46,2.1963648796081543,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,47,2.0452311038970947,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,48,1.8525089025497437,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,49,1.8614860773086548,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,50,1.5543383359909058,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,51,1.6903650760650635,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,52,1.5330315828323364,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,53,1.7221760749816895,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,54,1.4608924388885498,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,55,1.4445003271102905,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,56,1.527277946472168,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,57,1.648815631866455,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,58,1.9664182662963867,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,59,2.1714987754821777,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,60,2.1927528381347656,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,61,2.320070266723633,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,62,1.2943387031555176,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,1,63,1.7496986389160156,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,0,1.6091327667236328,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,1,2.220134973526001,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,2,2.2873830795288086,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,3,1.8530752658843994,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,4,1.7433801889419556,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,5,1.3130780458450317,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,6,1.3593676090240479,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,7,1.732985258102417,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,8,2.036621332168579,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,9,1.852949619293213,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,10,1.7579346895217896,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,11,2.0858569145202637,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,12,1.978564977645874,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,13,2.0898454189300537,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,14,2.0075581073760986,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,15,2.229351758956909,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,16,1.9491084814071655,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,17,1.941674828529358,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,18,1.6038470268249512,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,19,1.8937186002731323,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,20,1.9970009326934814,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,21,1.9744454622268677,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,22,1.9606517553329468,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,23,2.0156614780426025,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,24,2.070476531982422,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,25,2.198129415512085,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,26,2.2577147483825684,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,27,2.0846903324127197,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,28,1.8045940399169922,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,29,1.6154245138168335,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,30,1.4592889547348022,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,31,1.4851540327072144,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,32,1.8396360874176025,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,33,1.815427541732788,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,34,1.9721269607543945,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,35,1.3150964975357056,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,36,1.3095426559448242,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,37,1.323526382446289,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,38,1.3126096725463867,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,39,1.5356566905975342,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,40,2.084477663040161,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,41,2.552370071411133,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,42,2.5458216667175293,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,43,2.065664768218994,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,44,2.0666120052337646,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,45,2.105966806411743,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,46,2.1951208114624023,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,47,2.0479986667633057,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,48,1.8456034660339355,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,49,1.8687680959701538,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,50,1.5624208450317383,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,51,1.685300350189209,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,52,1.5329408645629883,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,53,1.719093680381775,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,54,1.4612865447998047,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,55,1.441076636314392,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,56,1.515824794769287,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,57,1.6535494327545166,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,58,1.9610050916671753,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,59,2.174558401107788,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,60,2.188488006591797,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,61,2.3122894763946533,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,62,1.298080563545227,2047,4.1875,0,,
llama31_8b,hadamard_g256_m2,hadamard,256,2,2,63,1.7528942823410034,2047,4.1875,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,0,1.5781643390655518,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,1,2.2153828144073486,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,2,2.284274101257324,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,3,1.8544137477874756,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,4,1.7468570470809937,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,5,1.320603370666504,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,6,1.3576785326004028,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,7,1.734745740890503,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,8,2.0398969650268555,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,9,1.8536492586135864,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,10,1.7542048692703247,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,11,2.086646795272827,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,12,1.987345814704895,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,13,2.0930700302124023,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,14,2.007577896118164,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,15,2.23651123046875,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,16,1.9428675174713135,2047,4.25,0,,
llama31_8b,hadamard_g256_m3,hadamard,256,3,0,17,1.9299813508987427,2047,4.25,0,,
