model,row,site,layer,seed,group,m,k,s_meas,s_hadamard,f_calibration,f_test_capture,s_pred,relative_error,observations,groups_measured,f_definition
llama31_8b,E20_hadamard_g256_m1,qkv,0,1,256,1,0,0.04855983157167465,0.04855983157167465,0.007039316929876804,0.008608452505228629,0.048388615706613104,-0.003525874359939444,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m1,qkv,0,2,256,1,0,0.048788234190178414,0.048788234190178414,0.007039317395538092,0.008608452509211455,0.04861621299478096,-0.0035258745935938425,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m2,qkv,0,0,256,2,0,0.048658031950203906,0.048676427374442,0.007217623759061098,0.009234130584009128,0.048500445186721024,-0.0032386588023978215,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m2,qkv,0,1,256,2,0,0.04853986886329231,0.04855983157167465,0.007217624224722385,0.00923413059262056,0.048384270906921024,-0.0032055701841616872,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m2,qkv,0,2,256,2,0,0.04877192541773567,0.048788234190178414,0.007217624224722385,0.009234130546800464,0.04861184777059331,-0.003282167881855872,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m3,qkv,0,0,256,3,0,0.04858068776550084,0.048676427374442,0.009171528741717339,0.011592579895066655,0.048452694573476514,-0.0026346517085585625,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m3,qkv,0,1,256,3,0,0.048435117304890696,0.04855983157167465,0.009171529673039913,0.011592579971780037,0.0483366346604851,-0.0020332900978780343,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g256_m3,qkv,0,2,256,3,0,0.048708916485831644,0.048788234190178414,0.009171529673039913,0.011592579940204791,0.04856398746564916,-0.0029754104718104197,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g128_m2,qkv,0,0,128,2,0,0.04483141094684484,0.04498200483658854,0.010552121326327324,0.014446568915550944,0.04474404764724908,-0.0019487073404703189,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g128_m2,qkv,0,1,128,2,0,0.04477067468621687,0.04494701471312812,0.010552121326327324,0.014446568908557228,0.04470924262339602,-0.001372149587903471,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_hadamard_g128_m2,qkv,0,2,128,2,0,0.04494055794983387,0.04506803320715003,0.010552122257649899,0.01444656892799903,0.044829620902073306,-0.0024685284923342808,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g64_m1,qkv,0,0,64,1,64,0.012093458925722014,0.040932846775603604,0.6880288124084473,0.6785770307254315,0.022862788188609564,0.8905086070935317,131072,8388608,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g64_m1,qkv,0,1,64,1,64,0.012083949225117305,0.04095621906092006,0.6880288124084473,0.6785770323306868,0.022875842633896578,0.893076692704699,131072,8388608,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g64_m1,qkv,0,2,64,1,64,0.012086511993918641,0.040991715144929275,0.6880288124084473,0.6785770220711954,0.022895668751896057,0.8943156440349432,131072,8388608,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m1,qkv,0,0,128,1,32,0.01504580945327005,0.04498200483658854,0.617672324180603,0.6087242554598609,0.027813566167099225,0.8485922112388733,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m1,qkv,0,1,128,1,32,0.01500218369220832,0.04494701471312812,0.6176723837852478,0.6087242503819766,0.027791928679722442,0.8525255556067299,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m1,qkv,0,2,128,1,32,0.015050699710592082,0.04506803320715003,0.617672324180603,0.6087242570487279,0.0278667597894278,0.8515258642637249,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m1,qkv,0,0,256,1,16,0.018237583580199047,0.048676427374442,0.5483453869819641,0.5410966419129313,0.03271311652828017,0.7937198963023552,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m1,qkv,0,1,256,1,16,0.01823761162382852,0.04855983157167465,0.5483453869819641,0.5410966411497026,0.03263475802318086,0.7894206048637209,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m1,qkv,0,2,256,1,16,0.018279751655917578,0.048788234190178414,0.5483453869819641,0.5410966593536618,0.0327882565824938,0.7936926715237667,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m2,qkv,0,0,256,2,32,0.016423384091155898,0.048676427374442,0.617672324180603,0.6087243178626883,0.030097925569911532,0.8326262969225365,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m2,qkv,0,1,256,2,32,0.016403123879718824,0.04855983157167465,0.617672324180603,0.608724274345645,0.030025831293836985,0.8304946980837943,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m2,qkv,0,2,256,2,32,0.016421347203629272,0.048788234190178414,0.617672324180603,0.608724315526726,0.030167058688337772,0.8370635681870588,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m3,qkv,0,0,256,3,48,0.015473145016811714,0.048676427374442,0.6584897041320801,0.6493447984264533,0.028445960077064476,0.838408419630119,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m3,qkv,0,1,256,3,48,0.015454704112187244,0.04855983157167465,0.6584897041320801,0.6493448009052599,0.028377822793176324,0.8361932125764989,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g256_m3,qkv,0,2,256,3,48,0.015473122855669954,0.048788234190178414,0.6584897041320801,0.6493448123206836,0.02851129873046063,0.8426337718900088,131072,2097152,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2,qkv,0,0,128,2,64,0.013588504420126742,0.04498200483658854,0.6880288124084473,0.6785769479750533,0.025124420358929936,0.8489466965707178,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2,qkv,0,1,128,2,64,0.013586177247625548,0.04494701471312812,0.6880288124084473,0.6785769750940984,0.025104876842063042,0.8478249167881726,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2,qkv,0,2,128,2,64,0.013577961562402936,0.04506803320715003,0.6880288124084473,0.67857695581567,0.02517247097278391,0.853921213217005,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2_c32,qkv,0,0,128,2,64,0.013588504420126742,0.04498200483658854,0.6880288124084473,0.6785769479750533,0.025124420358929936,0.8489466965707178,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2_c32,qkv,0,1,128,2,64,0.013586177247625548,0.04494701471312812,0.6880288124084473,0.6785769750940984,0.025104876842063042,0.8478249167881726,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
llama31_8b,E20_nar_g128_m2_c32,qkv,0,2,128,2,64,0.013577961562402936,0.04506803320715003,0.6880288124084473,0.67857695581567,0.02517247097278391,0.853921213217005,131072,4194304,E11 energy-weighted P_N capture; frozen E20 construction
