model,method,site,layer,k,anchor_error,selected_numerical_rank,null_completion_directions,permutation_identical_to_A,factor_sha256
llama31_8b,C_top1pct_no_bos,down,6,112,2.384185791015625e-07,-1,0,True,cb0979f6b1f451ea8b7f296a370c9263d6b48a1149db2896d7a6f11bd68bc233
llama31_8b,B_top1,down,7,112,3.5762786865234375e-07,128,0,True,cf9615458e1574f670e8ed2cf06f5ed6c79f7bac585e676c33d53faec491930d
llama31_8b,B_top1_no_bos,down,7,112,3.5762786865234375e-07,128,0,True,a8f4ef11209fb4b2542402eb0c3f2494fca5d0027c7ba35a4bdb5f264754ce9a
llama31_8b,C_top1pct,down,7,112,2.980232238769531e-07,-1,0,True,c15e5275e8eaa4025502a6d11a439759c796b5b66b8b04ae2a24a9e70088fcd4
llama31_8b,C_top1pct_no_bos,down,7,112,4.76837158203125e-07,-1,0,True,2036daba96f2e6a9967bae7a11e1e1a299430909616bc268f1c03029308971ee
llama31_8b,B_top1,down,8,112,3.5762786865234375e-07,128,0,True,d3d39f401306a41a73cd4e02caa68cde7f320e5eefd11eeb3526bd255b0c1c6d
llama31_8b,B_top1_no_bos,down,8,112,3.5762786865234375e-07,128,0,True,637273b699403435027cbd664fb2f51f00122295448f5c204ce14c0796994c51
llama31_8b,C_top1pct,down,8,112,2.384185791015625e-07,-1,0,True,1c06afcdff797990ef43f8814e6d035d40789324034672dc437974d02c2327d9
llama31_8b,C_top1pct_no_bos,down,8,112,2.980232238769531e-07,-1,0,True,16cc041b121a9c21228c7d7eb2f25673fe4925fc9700e7d92882a7908e2dc52b
llama31_8b,B_top1,down,9,112,3.5762786865234375e-07,128,0,True,65846648b91288def7c05458f278fb64de2ab443ef1852795f2b801c7ff675cd
llama31_8b,B_top1_no_bos,down,9,112,3.5762786865234375e-07,128,0,True,7c8978dee1a53393103a69ed5e70540c317fc37d54465e2d3bfb2b3ad36aea23
llama31_8b,C_top1pct,down,9,112,2.980232238769531e-07,-1,0,True,371928f53d8f65747a7af712a25dec667820956e0aa3436a4108391f64cc0194
llama31_8b,C_top1pct_no_bos,down,9,112,3.5762786865234375e-07,-1,0,True,18d27779d4a9dc64717c038f0367b6aa7c43a6bf2ae6f5088c3ab9ee4396c6a0
llama31_8b,B_top1,down,10,112,4.172325134277344e-07,1,111,True,1109b3ef0ee2934eb5334bb46ac8536f26f4ce8fdc594cfea1cedd163c10d857
llama31_8b,B_top1_no_bos,down,10,112,2.980232238769531e-07,128,0,True,95797f89c16543078bb208f1e536047d6bf6ac07ebce5f0eccbeefe6e3435d11
llama31_8b,C_top1pct,down,10,112,2.980232238769531e-07,-1,0,True,ea5c51f2e0a700e23af63f098a64d70b2c07e7b554ba60faae523a83d19825cf
llama31_8b,C_top1pct_no_bos,down,10,112,2.980232238769531e-07,-1,0,True,1a36a12f26863f3474378138b8663fe89174a379731ff5846a7211a8c42511a5
llama31_8b,B_top1,down,11,112,2.384185791015625e-07,128,0,True,7f5bda1fbe1a2556995c26e60100bb357cd73f5d33d8a1510c8140ab7c094012
llama31_8b,B_top1_no_bos,down,11,112,2.384185791015625e-07,128,0,True,f9d90607f9ea4b300c9c2751428f1c47b28ddea7eb45dc4b65e44f5033c4dd78
llama31_8b,C_top1pct,down,11,112,3.5762786865234375e-07,-1,0,True,85955b74ee8f2b6ee6673e3ccc58fbfafc12ba35776ed8a362f768e67faf77b4
llama31_8b,C_top1pct_no_bos,down,11,112,2.384185791015625e-07,-1,0,True,c0e7327bb3ebb9780e55307f6eca2b21c6318e0ca889728cbdca813e672ffb71
llama31_8b,B_top1,down,12,112,2.980232238769531e-07,128,0,True,923bf0c09d85366ebc9ff558cfb042c9ba198c264747f7410d603d5215551ee7
llama31_8b,B_top1_no_bos,down,12,112,2.980232238769531e-07,128,0,True,6d29e2a10c6bd806afa2c82c46cfed8ca1f69c0b4064d820e7de8387cb37e633
llama31_8b,C_top1pct,down,12,112,2.384185791015625e-07,-1,0,True,2c8d247cf51fa78f28afb6dff431751bf7313b900d1aaab70ca395453b43bef6
llama31_8b,C_top1pct_no_bos,down,12,112,2.980232238769531e-07,-1,0,True,4430f78dd7de65fd5fe0c0d495b360d73ed2403f2fd95b80f69ca2bc220d5a6e
llama31_8b,B_top1,down,13,112,2.384185791015625e-07,128,0,True,8452ca585ce5ec38d23f7d79e710b6072e6b957f3240b61bf7e0b0d1b9e4612e
llama31_8b,B_top1_no_bos,down,13,112,2.384185791015625e-07,128,0,True,5a799306471fddc6e66cb3c4680421ae318fccf5c629cdaa82cb4bd67eebb25e
llama31_8b,C_top1pct,down,13,112,3.5762786865234375e-07,-1,0,True,5c99c51716d422dc23318f31d7220b19f23c02d70bd8b18ce78b7b134ecb7114
llama31_8b,C_top1pct_no_bos,down,13,112,3.5762786865234375e-07,-1,0,True,3c00a1a49d29c23ee485cc7a14a94bb7a66271e6bd41f5bbb8693a1f01a3c493
llama31_8b,B_top1,down,14,112,3.5762786865234375e-07,128,0,True,1fdb5c720504329c3b1cdc171a11a863607fe0772709e5c4f593caacf9835e2b
llama31_8b,B_top1_no_bos,down,14,112,3.5762786865234375e-07,128,0,True,92dc42d30ad1f677520e92c5d70c225178bbc56692ff757292e10286bef4b94d
llama31_8b,C_top1pct,down,14,112,2.980232238769531e-07,-1,0,True,69e0ce279757265199fc71e2ad09b49ca21c461fb81976278fbc4801b9df96cc
llama31_8b,C_top1pct_no_bos,down,14,112,3.5762786865234375e-07,-1,0,True,06dbd7f12accb8c62816bda484d3b9e438dd6406c0a1a28043e89ca6a175f540
llama31_8b,B_top1,down,15,112,2.384185791015625e-07,128,0,True,a86850c13d47e384db9ae3162da9c84bc3fc23a4d2dec388b72e815c2f07354e
llama31_8b,B_top1_no_bos,down,15,112,2.384185791015625e-07,128,0,True,0ce3c047f98e9787601c6950a110e7b89e365504543b94200133002162028d3f
llama31_8b,C_top1pct,down,15,112,2.384185791015625e-07,-1,0,True,076f4f3eae3328b8565b5f2314928aba62f34e68a13a65cd19550c3c3fcc3f3b
llama31_8b,C_top1pct_no_bos,down,15,112,3.5762786865234375e-07,-1,0,True,ea56c3a8dd95c48c072589239628662a36b12c9ee172f4a2c84d2dd9c93da3a5
llama31_8b,B_top1,down,16,112,2.980232238769531e-07,128,0,True,60bfa1bc271d53c1eb8ce2ff418e20ce0bfa7e7561abdf9b9390c21770d9e915
llama31_8b,B_top1_no_bos,down,16,112,2.980232238769531e-07,128,0,True,2fbc72055c872cdbd9a58b491cace2775281ffee6d5bd0a672249d277d1bee2a
llama31_8b,C_top1pct,down,16,112,3.5762786865234375e-07,-1,0,True,d0260f14251db64a93744c4ed53f106d7435fed124865d2e3f70fdaf149e8eb7
llama31_8b,C_top1pct_no_bos,down,16,112,3.5762786865234375e-07,-1,0,True,a4ee6b67b4d85b8fbb63bf283c2905003b923d9553bf148734b1c0d31ed77fad
llama31_8b,B_top1,down,17,112,4.76837158203125e-07,128,0,True,6703ea660650d58799b8f43e771e12b1c26ee57897b3fc276ce9f77a192ebd71
llama31_8b,B_top1_no_bos,down,17,112,4.76837158203125e-07,128,0,True,5a6fd6beffc59d27b7db4b26ce48fa3062e374b1009c3395a21a59864c3b3ded
llama31_8b,C_top1pct,down,17,112,4.172325134277344e-07,-1,0,True,1a69abb92fba1b47e2311034899482636b796fad0f11f8c441f37ea565492191
llama31_8b,C_top1pct_no_bos,down,17,112,3.5762786865234375e-07,-1,0,True,17d8be70d510c76d8087966235c686feb789709ded5b7d64f63840ed7946873e
llama31_8b,B_top1,down,18,112,2.384185791015625e-07,128,0,True,9f6b86b04b9f16d8b99c8385a449bcd433c37786551d84e2cfa781471e9b200d
llama31_8b,B_top1_no_bos,down,18,112,2.384185791015625e-07,128,0,True,3611cfe98ec6e89ab75ff5772825326584ffefcb8b47765ae65f4becdb686f6d
llama31_8b,C_top1pct,down,18,112,2.980232238769531e-07,-1,0,True,f807f48ab1826ab3dad3b613411f878116d9092e1b862b4e77ed678e72e8654c
llama31_8b,C_top1pct_no_bos,down,18,112,2.980232238769531e-07,-1,0,True,ee50fec9bc84d6c2704f3cc258de72b7dfc1a9dbd74b60b1b61911e2c5ae6c82
llama31_8b,B_top1,down,19,112,3.5762786865234375e-07,128,0,True,2cdba20b7d970ab3aa78fc45b044b3c5be40191013b3500b193b9a8a2e359868
llama31_8b,B_top1_no_bos,down,19,112,3.5762786865234375e-07,128,0,True,3a8bd176f45b49f2dff8f48fa6d14fe8de5407e6314d07ac474642ae2b7878de
llama31_8b,C_top1pct,down,19,112,4.172325134277344e-07,-1,0,True,13e23a4175612ce0bb55c19434378cb433a5f96251379587539586c1fb522c36
llama31_8b,C_top1pct_no_bos,down,19,112,2.980232238769531e-07,-1,0,True,187ac15609bd9840d26c4d3467d39b4c4b8632efb0a20ce4b29a39cf8175a1fc
llama31_8b,B_top1,down,20,112,3.5762786865234375e-07,128,0,True,dbf66d9f1622756a8d92bd42784b8ff978d9ec5500c37613b28dfb248ecf6701
llama31_8b,B_top1_no_bos,down,20,112,3.5762786865234375e-07,128,0,True,66ea6dda20bc5c2e54078c5fd7f98c1cb22cca279f1b7fb55e47e983bd67b74d
llama31_8b,C_top1pct,down,20,112,4.76837158203125e-07,-1,0,True,a7e7ea09d7dbda9a16ad185da4249d9a178d5f60b9369d8ee4a55f15d873c74e
llama31_8b,C_top1pct_no_bos,down,20,112,3.5762786865234375e-07,-1,0,True,be0f0413a7f942b44943289b3dad16c81bdc78fe69ed77b0b7f0c15f7ea9bbd2
llama31_8b,B_top1,down,21,112,3.5762786865234375e-07,128,0,True,aabb2e3a24efb9d5d65607ed2ed628d67bb329dbed5ec48fe81eab381a875738
llama31_8b,B_top1_no_bos,down,21,112,3.5762786865234375e-07,128,0,True,58e09a9cb7b8ec3c46ae0177ebb0106cd15aaab7907f5683bb034c3f5668c0cc
llama31_8b,C_top1pct,down,21,112,3.5762786865234375e-07,-1,0,True,351d4594d92fbe0260db8c00a6334c9cab04c3e025079fc58b599565350e30e6
llama31_8b,C_top1pct_no_bos,down,21,112,3.5762786865234375e-07,-1,0,True,e99ebf73fc4c480bb62e9da5c8fb108a2dcde9377898f5abbd53cc9a6af34ced
llama31_8b,B_top1,down,22,112,3.5762786865234375e-07,128,0,True,5281a5295a12b5d4a5926a2f709c41517cb0ec0c2b453340cdf093ce17e6a5c0
llama31_8b,B_top1_no_bos,down,22,112,3.5762786865234375e-07,128,0,True,6898c83575bb1868355a0637ebb997537d34af289393b5ea9ebdd70056c49e55
llama31_8b,C_top1pct,down,22,112,2.384185791015625e-07,-1,0,True,d754675a8a51a0c2dcd30d32fab4618a940ff9d859a29ef23fbd025a0808f5e8
llama31_8b,C_top1pct_no_bos,down,22,112,3.5762786865234375e-07,-1,0,True,13456a51815f017e0a34795463c000a75c226fc30414bc44bb6b0410a0eef962
llama31_8b,B_top1,down,23,112,3.5762786865234375e-07,128,0,True,f27a26fe3a846377fad4a373a5372c7d3e1bcbbbdb43eda9b46b3f48e33d2e63
llama31_8b,B_top1_no_bos,down,23,112,3.5762786865234375e-07,128,0,True,db3c93c6cad32594f501ae38322a8999f448e74dbfe52ec9074d02a00560033d
llama31_8b,C_top1pct,down,23,112,3.5762786865234375e-07,-1,0,True,eb5fced99ce3d22be501278d80305d98f29d19976191d9639ab633d999470dbf
llama31_8b,C_top1pct_no_bos,down,23,112,3.5762786865234375e-07,-1,0,True,58f9d9e1786121575b7df000cb841f4cca1a4473131c1d2f219b76f869105e96
llama31_8b,B_top1,down,24,112,4.76837158203125e-07,128,0,True,143a55229d6a67dd6c0f8e638ae0257629d005c691c734e459a8314fa96f71f6
llama31_8b,B_top1_no_bos,down,24,112,4.76837158203125e-07,128,0,True,5d53b8fe85b5ed04a41c099ee7e74171ccba524cd647dc661676c1545be6330a
llama31_8b,C_top1pct,down,24,112,3.5762786865234375e-07,-1,0,True,9106e903d330a30c35abf94d9c5d7807cf0127b26034a265930a0a43a4e3d9de
llama31_8b,C_top1pct_no_bos,down,24,112,3.5762786865234375e-07,-1,0,True,06c29798bd1133f4e591e3fd77770664f25a0fe2cf03f6591c286080bc3c9c23
llama31_8b,B_top1,down,25,112,3.5762786865234375e-07,128,0,True,ef781dc87032860ac49f9d741a65569548237c8c4a656e26583c3792a3438896
llama31_8b,B_top1_no_bos,down,25,112,3.5762786865234375e-07,128,0,True,d26be49b882f2ad37fab8187e9aa2982da9b3982d57cebea2b3336a5a6de4a03
llama31_8b,C_top1pct,down,25,112,4.172325134277344e-07,-1,0,True,a71af9e50a40e2c1d5c7b4cb56080a438cc6d18db8302389676dcf1be7c186f8
llama31_8b,C_top1pct_no_bos,down,25,112,3.5762786865234375e-07,-1,0,True,f1901747226c91a42e7afd4fb55275572a48d07273110826d595f223c9f1c397
llama31_8b,B_top1,down,26,112,3.5762786865234375e-07,128,0,True,fafd4b093b84657f84f43ed53a5e245526785300d8564cae295b612a8cc64ec1
llama31_8b,B_top1_no_bos,down,26,112,3.5762786865234375e-07,128,0,True,9a1303840133ca3d860259e6f13fc341248635d544d124feea407e5782d667e3
llama31_8b,C_top1pct,down,26,112,4.172325134277344e-07,-1,0,True,c8586c2799d44963b2c1bf11f0a8f0b83988674dd20c6c2f1a327fc965d09e68
llama31_8b,C_top1pct_no_bos,down,26,112,3.5762786865234375e-07,-1,0,True,1ba97c60a7d0f07b11399de29d6e78ed6c781fcaa77508d01f80ad1af2445fab
llama31_8b,B_top1,down,27,112,3.5762786865234375e-07,128,0,True,d20b4122fc7e0b06bba2d187975b1dd14348b5f5af7e2ba00dd5747e4caa5c17
llama31_8b,B_top1_no_bos,down,27,112,3.5762786865234375e-07,128,0,True,6cf05614133301da74801b8b388bc5895bcc35215df1423971f72a08c9f208c0
llama31_8b,C_top1pct,down,27,112,4.172325134277344e-07,-1,0,True,e5ec7c90ec48d6e391f2c502d679c80c4f1c4c201b587cb3f7be7bab6549e965
llama31_8b,C_top1pct_no_bos,down,27,112,3.5762786865234375e-07,-1,0,True,e2ee6d3a1d2987d7772b3c6eda33622f072f63f3708eeb28200742c6184573be
llama31_8b,B_top1,down,28,112,2.384185791015625e-07,128,0,True,f8d5098ffb3284a21d8d61188866fe796bf3e7b692db69bdbfb75a2a258cbcf8
llama31_8b,B_top1_no_bos,down,28,112,2.384185791015625e-07,128,0,True,5a1af24ae0f38f8b8e17a7dd88855323e0a4f7afa04ec12f5462cb05927786b3
llama31_8b,C_top1pct,down,28,112,3.5762786865234375e-07,-1,0,True,3a5019a90db4a37bd6af4a9f99f3f00ce58df3f063fc72d37c412a3ffef9acc9
llama31_8b,C_top1pct_no_bos,down,28,112,4.76837158203125e-07,-1,0,True,0246e1e65a808ea68251970a9d64f99a27284e8a27564903fbbf4a018034cf79
llama31_8b,B_top1,down,29,112,3.5762786865234375e-07,128,0,True,28de9e9e586c451e12883c8dd9b529da9d876b8e41fd4d7363233606b9e48f9e
llama31_8b,B_top1_no_bos,down,29,112,3.5762786865234375e-07,128,0,True,9467d4be98479bcc261a78295467289ccdd4141395a7eeeb72cdc7ae52dd6dea
llama31_8b,C_top1pct,down,29,112,3.5762786865234375e-07,-1,0,True,57016c842525a882a220e8a067a468b2f3a95f75432653c5155e8c83fb8f7909
llama31_8b,C_top1pct_no_bos,down,29,112,3.5762786865234375e-07,-1,0,True,cf52a7c9f3ccc4eff601a133a2c7e2fbaaa20e6b28d33b8a929b53ce72af413f
llama31_8b,B_top1,down,30,112,3.5762786865234375e-07,119,0,True,17d8099bb9ce4cd0089be0c76338c7a890098214f2882e8a351111c5320d2a6f
llama31_8b,B_top1_no_bos,down,30,112,2.980232238769531e-07,128,0,True,080299e427c0dc2273271461f00ad93047168d489e0580fba5e16786cf8faed5
llama31_8b,C_top1pct,down,30,112,3.5762786865234375e-07,-1,0,True,4e385805ac073c82f6553dc1984d1a743079fcd1f306b0a1183690bc29916d89
llama31_8b,C_top1pct_no_bos,down,30,112,3.5762786865234375e-07,-1,0,True,c8c93dce4038e2b708c389f6d920cc626b4c6b3d5f14fc85a2d3ce8443836d5b
llama31_8b,B_top1,down,31,112,3.5762786865234375e-07,26,86,True,3570a78093c6949a1547bd35f324250d7373afe26316772a45eb5d35d5a5d076
llama31_8b,B_top1_no_bos,down,31,112,2.384185791015625e-07,128,0,True,dba654aef9ce0031e5645d236ebe9673424ef5a344e112786854ca4d4bd5357f
llama31_8b,C_top1pct,down,31,112,4.172325134277344e-07,-1,0,True,f74b774c3fb7b574f91c10d5ec86103b9e1d3785b5a8e262acf319eda9c64aca
llama31_8b,C_top1pct_no_bos,down,31,112,3.5762786865234375e-07,-1,0,True,39e3f49a41ea7692078e0d584f8740a2d88a1c18c1be02d1445da837eaf43f81
llama31_8b,B_top1,qkv,0,32,3.5762786865234375e-07,4,28,True,48d6be04c6c3846d0a41e55790664024d7eb1eb2b2c55334bd013f38b212c8de
llama31_8b,B_top1_no_bos,qkv,0,32,2.980232238769531e-07,4,28,True,0f11d8640e6dd0a60c9474e2bf935ee79a712d70bb81b92a183ddf19ad8f0674
llama31_8b,C_top1pct,qkv,0,32,2.384185791015625e-07,-1,0,True,55e9ee97bc266707c15c0ea559a3ada9a90971aac6c444d7b3c0ac94f24bb8f6
llama31_8b,C_top1pct_no_bos,qkv,0,32,2.384185791015625e-07,-1,0,True,392000a612ff12046a6ed3ceb9f5ded45d455bcfe0ad4144da82e6eec8bd2faa
llama31_8b,B_top1,qkv,1,32,2.384185791015625e-07,128,0,True,d873ef55a7beb27c4eda81030bf6076c93878b5e6c507b1b8110e19eddaf5d5f
llama31_8b,B_top1_no_bos,qkv,1,32,2.384185791015625e-07,128,0,True,34136ce21758b910755697c1159f904cafc914acd79c993a7fe5e82fd6fe2977
llama31_8b,C_top1pct,qkv,1,32,2.384185791015625e-07,-1,0,True,c21979473182bb5806b6e4bc665840ac4445fc2c2d698aebd34db6d216fb0c42
llama31_8b,C_top1pct_no_bos,qkv,1,32,2.384185791015625e-07,-1,0,True,c617815413e0dde6630a7051d17644866dd5e5224a8f9bc5227f71482633a11a
llama31_8b,B_top1,qkv,2,32,2.384185791015625e-07,128,0,True,6ebbc205e1182ea1ea5a14b01164462467673379c0ef57f5ef8c435f8a4af94d
llama31_8b,B_top1_no_bos,qkv,2,32,2.384185791015625e-07,128,0,True,b4190d889af62bd05d874474405287a001583d0564f4c1f32def6fdb3d3210cc
llama31_8b,C_top1pct,qkv,2,32,2.980232238769531e-07,-1,0,True,83dbfb3d416e89786c93af2599a9e5000f6660b1d4bedc0035d4b25d7b7fe380
llama31_8b,C_top1pct_no_bos,qkv,2,32,2.384185791015625e-07,-1,0,True,84aaa08477ea61668fc3867e794b133d32acb4f2a404a84ce21e39756f99058c
llama31_8b,B_top1,qkv,3,32,2.384185791015625e-07,128,0,True,c5a208bb8c49d861ba66ac6d6dae375a40ae649d27b1d98c9b88c112a529685c
llama31_8b,B_top1_no_bos,qkv,3,32,2.384185791015625e-07,128,0,True,8c1b06c5844719205adae7b729d393bacac51cbf9ba823ee80cb6a3c2a8903bb
llama31_8b,C_top1pct,qkv,3,32,2.384185791015625e-07,-1,0,True,19cb93549fed9b53c3490c44f12229b6b5e7641eed6bec1ea904096afd89d8da
llama31_8b,C_top1pct_no_bos,qkv,3,32,2.384185791015625e-07,-1,0,True,0f16ebb6758018f3c1a887306cac322398d123e7b3ba2b47911bc28608caac89
llama31_8b,B_top1,qkv,4,32,2.384185791015625e-07,128,0,True,b5b2392ed80974857eeb20b83ac99c106072d3b0d4e0cfc8540aa5c38409404e
llama31_8b,B_top1_no_bos,qkv,4,32,2.384185791015625e-07,128,0,True,3df84d5eb13ff10b169b8d08cdc77bd8ec05683f68c7588637aa385385013fab
llama31_8b,C_top1pct,qkv,4,32,2.384185791015625e-07,-1,0,True,2a56c7185aa89c09b56e696cc2c2c0f9522620e52bfef4ae6b25fd6ab608b2d9
llama31_8b,C_top1pct_no_bos,qkv,4,32,2.384185791015625e-07,-1,0,True,158362d034086c177d557628c9c5e7586f041674523ffd85005647fd1e377e01
llama31_8b,B_top1,qkv,5,32,2.384185791015625e-07,128,0,True,1cd6258a3d6d85e0b22ad17da4d3591a833aacf12535ed300df003197c1c765c
llama31_8b,B_top1_no_bos,qkv,5,32,2.384185791015625e-07,128,0,True,12f6f69440b2f44fd4eac77e60096c8c87904b77407d6fbbd5355a9cd1303a93
llama31_8b,C_top1pct,qkv,5,32,2.384185791015625e-07,-1,0,True,4f1a65a378f0f66f8ce7c3130bee606ab704991833d8943d853e8ec0d0157840
llama31_8b,C_top1pct_no_bos,qkv,5,32,2.384185791015625e-07,-1,0,True,f97c239c0a28f5067138f20f85c561245b77ffe0dced09f266b29b12bb075e22
llama31_8b,B_top1,qkv,6,32,2.384185791015625e-07,128,0,True,7dbf98c0957bd04cfe8862f7281a5c4a4277a23f4cf24c2172bb450af73434e6
llama31_8b,B_top1_no_bos,qkv,6,32,2.384185791015625e-07,128,0,True,482c3a61962d186801914610bce407003b651dae0b6bab5094aceceb1a88a39f
llama31_8b,C_top1pct,qkv,6,32,1.7881393432617188e-07,-1,0,True,080b794b79aabea4d8f8a312c438aed699069eb323153f1c9bb7c30abfdef14d
llama31_8b,C_top1pct_no_bos,qkv,6,32,1.7881393432617188e-07,-1,0,True,6128e51444142b15ed264f682360712b8a52f64a7fe95dd13653ff3915d76087
llama31_8b,B_top1,qkv,7,32,1.7881393432617188e-07,128,0,True,96488c1e23817643daffe3b329389a134826f31f8d90f963331a4dd270e6dd97
llama31_8b,B_top1_no_bos,qkv,7,32,1.7881393432617188e-07,128,0,True,177bf5f0e619f95b35ac3914521dc0254a9d866a294c57830d0dcd8d8a7783f9
llama31_8b,C_top1pct,qkv,7,32,1.1920928955078125e-07,-1,0,True,cdce912f25cdba7ecda1ff241cc0ab4ae6dbd22e79adb2d00a490345e9a93538
llama31_8b,C_top1pct_no_bos,qkv,7,32,2.384185791015625e-07,-1,0,True,b3e46812a8d48ce0ad019cf4d411ffe470fbbc2b34f71f718d0d6e56420e5c7e
llama31_8b,B_top1,qkv,8,32,2.384185791015625e-07,128,0,True,5bfaa92b001562d9a5074c8a2748f7166796c7c82c1df513a40274e1f125a34f
llama31_8b,B_top1_no_bos,qkv,8,32,2.384185791015625e-07,128,0,True,fe58bfa37b16439ccfff5b08ed55a2a426c48546c6025d434c622872539888ed
llama31_8b,C_top1pct,qkv,8,32,2.384185791015625e-07,-1,0,True,890c5eec95409cc05aeae0255040c85ed92c955d6bb833cd1e5e3fe1e28f0a34
llama31_8b,C_top1pct_no_bos,qkv,8,32,2.384185791015625e-07,-1,0,True,4fc2b363e893d784fbeb40c97ea26ff54ba0ef372e54da8edec42de74f32ca2b
llama31_8b,B_top1,qkv,9,32,3.5762786865234375e-07,128,0,True,d3e11cc34e8d911c486589ec881da09537d1c35d264621f8af241a1a9140cb2e
llama31_8b,B_top1_no_bos,qkv,9,32,3.5762786865234375e-07,128,0,True,da2855a86062d7dc8e957b8d2d8b6e0f46541eea2042b6eb39a835978a897c3d
llama31_8b,C_top1pct,qkv,9,32,2.384185791015625e-07,-1,0,True,e91f2d1a53c05fa238ef28acd329b4aad9c64d8b33663f1c4412d255bc6929b6
