tokens,model,k,nar_fused_ms,hadamard_fused_ms,down_matmul_ms,nar_over_hadamard,nar_over_matmul,hadamard_over_matmul,kernel_a_ms,kernel_b_nar_ms,kernel_b_hadamard_ms,kernel_a_backend,kernel_a_config,kernel_a_splits,kernel_b_nar_tile,kernel_b_hadamard_tile,transform_flop_over_matmul,variant,warmup,repetitions
1,llama31_8b,8,0.018879071699466187,0.006316103364213806,0.11090651211527847,2.9890377992279977,0.17022509624901827,0.05694979711965624,0.013194725785274093,0.010716969064201054,0.006316103364213806,v2_triton_fp32,-,32,T16_w8_s3_dot,T2_w4_s2,0.0047607421875,v3-two-launch-tensorcore,25,100
32,llama31_8b,8,0.022709818151981934,0.008237807445779994,0.13048685894340195,2.7567794345102783,0.1740391203824763,0.06313131845217536,0.014169494616338513,0.01455350565411343,0.008237807445779994,v2_triton_fp32,-,32,T32_w8_s2_dot,T2_w4_s2,0.0047607421875,v3-two-launch-tensorcore,25,100
2048,llama31_8b,8,0.15461799383163452,0.10449251254868945,0.6955438860705201,1.4797040482645927,0.22229796987383488,0.15023137237108158,0.0774444338390238,0.12108405556989042,0.10449251254868945,triton_dot_2term,T16_D128_S1_w4_s4,1,T64_w8_s2,T8_w4_s2,0.0047607421875,v3-two-launch-tensorcore,25,100
1,llama31_8b,32,0.041749654699052716,0.006357906867773356,0.11104000036520932,6.566572233178077,0.37598752307041217,0.057257806617995954,0.02711603953918018,0.01859447579690308,0.006357906867773356,v2_triton_fp32,-,32,T16_w8_s3_dot,T4_w4_s2,0.0164794921875,v3-two-launch-tensorcore,25,100
32,llama31_8b,32,0.05805795927035454,0.008457519699849429,0.13024601985209733,6.864655517312973,0.44575611090675216,0.06493495701022943,0.030040440772931408,0.034240256927773084,0.008457519699849429,v2_triton_fp32,-,32,T16_w8_s3_dot,T2_w4_s2,0.0164794921875,v3-two-launch-tensorcore,25,100
2048,llama31_8b,32,0.2845970525553352,0.10440489609858819,0.7361866655173125,2.7258975698476235,0.38658273218702094,0.14181851015356778,0.14595895313790866,0.18956876857435867,0.10440489609858819,cublas_fp32out_3term,-,1,T64_w8_s2,T8_w4_s2,0.0164794921875,v3-two-launch-tensorcore,25,100
