model,site,method,seeds,mean_ppl,seed_ppl_std,paired_ppl_delta_vs_hadamard,paired_90ci_low_vs_hadamard,paired_90ci_high_vs_hadamard,paired_ppl_delta_vs_identity,paired_90ci_low_vs_identity,paired_90ci_high_vs_identity,ppl_delta_vs_bf16,seed_ppls
llama31_8b,none,bf16,1,6.204007025278876,0.0,nan,nan,nan,nan,nan,nan,0.0,6.20400703
llama31_8b,qkv_only,identity,3,6.439188884300163,1.0877919644084146e-15,0.1962549468096991,0.18262762399575638,0.20988226962364182,0.0,0.0,0.0,0.23518185902128685,6.43918888;6.43918888;6.43918888
llama31_8b,qkv_only,hadamard,3,6.242933937490464,0.008083332891675439,0.0,0.0,0.0,-0.1962549468096991,-0.20988226962364182,-0.18262762399575638,0.03892691221158806,6.2402186;6.25202533;6.23655788
llama31_8b,qkv_only,nar,3,6.224503385075912,0.0013210362219679165,-0.018430552414552714,-0.02994046340852549,-0.006920641420579937,-0.2146854992242518,-0.21691257403199696,-0.21245842441650667,0.020496359797036234,6.22449353;6.22582932;6.2231873
llama31_8b,both,identity,3,6.829674979893672,1.0877919644084146e-15,0.4834141809139014,0.4813995738703774,0.48542878795742544,0.0,0.0,0.0,0.6256679546147961,6.82967498;6.82967498;6.82967498
llama31_8b,both,hadamard,3,6.346260798979771,0.001195006502822177,0.0,0.0,0.0,-0.4834141809139014,-0.48542878795742544,-0.4813995738703774,0.14225377370089554,6.34497246;6.34647699;6.34733295
llama31_8b,both,nar,3,6.284927613703762,0.0023962634965659035,-0.06133318527600876,-0.06625914617118527,-0.056407224380832253,-0.5447473661899102,-0.5487871176949607,-0.5407076146848596,0.08092058842488647,6.28458222;6.28747783;6.28272279
llama31_8b,down_only,identity,3,6.5740469881301316,0.0,0.2586315421033942,0.2547540673906313,0.26250901681615707,0.0,0.0,0.0,0.37003996285125584,6.57404699;6.57404699;6.57404699
llama31_8b,down_only,hadamard,3,6.315415446026737,0.0023000056071356733,0.0,0.0,0.0,-0.2586315421033942,-0.26250901681615707,-0.2547540673906313,0.11140842074786139,6.31515713;6.31325551;6.31783371
llama31_8b,down_only,nar,3,6.2621701781452925,0.0005906708545457149,-0.05324526788144546,-0.05695418547389942,-0.0495363502889915,-0.31187680998483963,-0.31287259507986787,-0.3108810248898114,0.05816315286641682,6.26150186;6.26238642;6.26262226
